Lon,Lat,LCC_elev_AD1725_C,LCC_elev_AD1725_B,LCC_elev_AD1725_U,NLC_elev_AD1725_C,NLC_elev_AD1725_B,NLC_elev_AD1725_O,HLU_elev_AD1725
-5.0000000000,51.0000000000,0.0374732957,0.1703457356,0.7921809687,0.0616406768,0.2802055764,0.6581537468,0.3920687169
-5.0000000000,52.0000000000,0.0367744956,0.1670676267,0.7961578777,0.0567371299,0.2577584677,0.6855044025,0.3518442740
-5.0000000000,53.0000000000,0.0349763156,0.1661186533,0.7989050311,0.0515696788,0.2449281880,0.7035021332,0.3217658830
-5.0000000000,54.0000000000,0.0331901466,0.1607346366,0.8060752168,0.0472446226,0.2287982437,0.7239571337,0.2974830839
-5.0000000000,55.0000000000,0.0347927981,0.1483143956,0.8168928063,0.0461741400,0.1968306675,0.7569951925,0.2464873614
-5.0000000000,56.0000000000,0.0381586160,0.1303863844,0.8314549996,0.0473086755,0.1616517525,0.7910395720,0.1934118719
-5.0000000000,57.0000000000,0.0377551614,0.1240572421,0.8381875965,0.0448332433,0.1473146534,0.8078521033,0.1578757496
-5.0000000000,58.0000000000,0.0356963833,0.1280002069,0.8363034098,0.0413555489,0.1482928611,0.8103515900,0.1368417476
-5.0000000000,59.0000000000,0.0348592531,0.1252655449,0.8398752020,0.0397200018,0.1427324808,0.8175475174,0.1223753399
-4.0000000000,48.0000000000,0.0345728845,0.1582516659,0.8071754497,0.0780519872,0.3572700740,0.5646779388,0.5570531164
-4.0000000000,49.0000000000,0.0297306821,0.1533952462,0.8168740717,0.0693557668,0.3578405934,0.5728036398,0.5713307853
-4.0000000000,51.0000000000,0.0386305376,0.1610748735,0.8002945889,0.0642214464,0.2677793789,0.6679991747,0.3984791728
-4.0000000000,52.0000000000,0.0403410414,0.1528109705,0.8068479881,0.0607972124,0.2302984926,0.7089042950,0.3364656070
-4.0000000000,53.0000000000,0.0364336826,0.1608679741,0.8026983433,0.0520345760,0.2297515986,0.7182138254,0.2998178246
-4.0000000000,54.0000000000,0.0347909441,0.1564771155,0.8087319405,0.0477254625,0.2146519130,0.7376226246,0.2710192362
-4.0000000000,55.0000000000,0.0368828696,0.1430195841,0.8200975463,0.0475944008,0.1845553638,0.7678502354,0.2250586426
-4.0000000000,56.0000000000,0.0383893259,0.1340883232,0.8275223509,0.0475064517,0.1659331157,0.7865604326,0.1919134246
-4.0000000000,57.0000000000,0.0386977672,0.1317131680,0.8295890647,0.0465115207,0.1583083516,0.7951801277,0.1679960866
-4.0000000000,58.0000000000,0.0375508184,0.1389902693,0.8234589123,0.0440628780,0.1630939495,0.7928431725,0.1477901556
-4.0000000000,59.0000000000,0.0382202916,0.1313239295,0.8304557789,0.0435968698,0.1497977125,0.8066054178,0.1233248670
-3.0000000000,48.0000000000,0.0319469032,0.1519884650,0.8160646317,0.0797163883,0.3792533945,0.5410302172,0.5992429673
-3.0000000000,49.0000000000,0.0262924373,0.1419516446,0.8317559181,0.0711079707,0.3839086219,0.5449834073,0.6302462710
-3.0000000000,51.0000000000,0.0363398809,0.1637805100,0.7998796090,0.0658109439,0.2966038877,0.6375851683,0.4478140145
-3.0000000000,52.0000000000,0.0360597127,0.1607955042,0.8031447831,0.0595679957,0.2656223575,0.6748096468,0.3946461974
-3.0000000000,53.0000000000,0.0357598942,0.1575632708,0.8066768349,0.0541000245,0.2383725398,0.7075274357,0.3390041028
-3.0000000000,54.0000000000,0.0370892397,0.1459084654,0.8170022948,0.0520320440,0.2046932142,0.7432747418,0.2871846485
-3.0000000000,55.0000000000,0.0364909036,0.1461735446,0.8173355518,0.0479685957,0.1921503434,0.7598810609,0.2392751320
-3.0000000000,56.0000000000,0.0362955301,0.1509074698,0.8127970001,0.0460073643,0.1912867762,0.7627058595,0.2110930364
-3.0000000000,57.0000000000,0.0387046164,0.1480653012,0.8132300825,0.0475154281,0.1817712414,0.7707133305,0.1854305444
-3.0000000000,58.0000000000,0.0402800482,0.1515486464,0.8081713054,0.0481138574,0.1810223743,0.7708637682,0.1628181492
-2.0000000000,45.0000000000,0.0776601046,0.2283062065,0.6940336889,0.1111216041,0.3266767667,0.5622016292,0.3011250578
-2.0000000000,47.0000000000,0.0454095025,0.1801984958,0.7743920016,0.0947617566,0.3760430097,0.5291952337,0.5208034954
-2.0000000000,48.0000000000,0.0303175677,0.1449034425,0.8247789898,0.0839248881,0.4011207409,0.5149543710,0.6387535528
-2.0000000000,49.0000000000,0.0244252609,0.1342562015,0.8413185376,0.0746756883,0.4104633429,0.5148609688,0.6729154899
-2.0000000000,50.0000000000,0.0267661780,0.1450725199,0.8281613021,0.0707445493,0.3834350216,0.5458204291,0.6216503143
-2.0000000000,51.0000000000,0.0353415696,0.1641719464,0.8004864840,0.0706403001,0.3281448930,0.6012148069,0.4996967804
-2.0000000000,52.0000000000,0.0347368569,0.1629277799,0.8023353632,0.0632056221,0.2964560587,0.6403383192,0.4504150779
-2.0000000000,53.0000000000,0.0354050339,0.1600040603,0.8045909059,0.0575155610,0.2599269729,0.6825574661,0.3844268700
-2.0000000000,54.0000000000,0.0350293879,0.1576607600,0.8073098521,0.0524343267,0.2359971527,0.7115685207,0.3319378719
-2.0000000000,55.0000000000,0.0339579314,0.1616678866,0.8043741821,0.0474438384,0.2258719771,0.7266841845,0.2842499159
-2.0000000000,56.0000000000,0.0364444618,0.1614023629,0.8021531753,0.0476650154,0.2110950674,0.7412399171,0.2354043852
-1.0000000000,45.0000000000,0.0761763569,0.2209722574,0.7028513856,0.1207432734,0.3502518993,0.5290048272,0.3691047562
-1.0000000000,46.0000000000,0.0635154193,0.2012710493,0.7352135314,0.1149854608,0.3643720627,0.5206424764,0.4476221702
-1.0000000000,47.0000000000,0.0461468260,0.1766028614,0.7772503126,0.1025724988,0.3925426377,0.5048848635,0.5501052765
-1.0000000000,48.0000000000,0.0337958858,0.1453384768,0.8208656375,0.0941835873,0.4050344831,0.5007819296,0.6411701155
-1.0000000000,49.0000000000,0.0264337890,0.1385998127,0.8349663983,0.0808037510,0.4236768606,0.4955193884,0.6728643323
-1.0000000000,50.0000000000,0.0259923370,0.1418898376,0.8321178253,0.0748895953,0.4088155872,0.5162948175,0.6529245898
-1.0000000000,51.0000000000,0.0327590356,0.1609521978,0.8062887666,0.0732809003,0.3600448474,0.5666742523,0.5529662514
-1.0000000000,52.0000000000,0.0331360016,0.1652804528,0.8015835456,0.0663883137,0.3311410561,0.6024706302,0.5008759870
-1.0000000000,53.0000000000,0.0344713759,0.1714953463,0.7940332778,0.0597570114,0.2972915673,0.6429514213,0.4231408989
-1.0000000000,54.0000000000,0.0341281161,0.1708406420,0.7950312419,0.0544648930,0.2726437422,0.6728913648,0.3733923963
-1.0000000000,55.0000000000,0.0353041040,0.1699093717,0.7947865243,0.0513937128,0.2473444291,0.7012618581,0.3130657023
0.0000000000,45.0000000000,0.0724273118,0.1998972588,0.7276754294,0.1339299240,0.3696426669,0.4964274091,0.4592148669
0.0000000000,46.0000000000,0.0661318027,0.1965910289,0.7372771684,0.1270706224,0.3777447971,0.4951845804,0.4795665476
0.0000000000,47.0000000000,0.0523840506,0.1828617410,0.7647542084,0.1145516809,0.3998759087,0.4855724104,0.5427037811
0.0000000000,48.0000000000,0.0421632952,0.1613047022,0.7965320027,0.1061967498,0.4062783759,0.4875248743,0.6029700035
0.0000000000,49.0000000000,0.0329499121,0.1521045513,0.8149455366,0.0919705834,0.4245578655,0.4834715511,0.6417342283
0.0000000000,50.0000000000,0.0281861371,0.1485837279,0.8232301350,0.0812266136,0.4281875522,0.4905858342,0.6529938174
0.0000000000,51.0000000000,0.0336854184,0.1664522600,0.7998623216,0.0782004003,0.3864174468,0.5353821530,0.5692423791
0.0000000000,52.0000000000,0.0359382596,0.1773647605,0.7866969798,0.0719246618,0.3549671168,0.5731082214,0.5003346729
0.0000000000,53.0000000000,0.0379704024,0.1854016887,0.7766279089,0.0655726677,0.3201778897,0.6142494427,0.4209416244
0.0000000000,54.0000000000,0.0375526251,0.1834271506,0.7790202243,0.0603928372,0.2949909899,0.6446161729,0.3781940571
1.0000000000,45.0000000000,0.0921748315,0.1927164022,0.7151087663,0.1660478158,0.3471678454,0.4867843388,0.4448898285
1.0000000000,46.0000000000,0.0828854031,0.2002587374,0.7168558595,0.1516621057,0.3664295604,0.4819083339,0.4534864021
1.0000000000,47.0000000000,0.0620623361,0.1927783447,0.7451593192,0.1300444662,0.4039447841,0.4660107496,0.5227606536
1.0000000000,48.0000000000,0.0502585317,0.1767483696,0.7729930986,0.1185327115,0.4168538709,0.4646134177,0.5759944144
1.0000000000,49.0000000000,0.0409430015,0.1658216407,0.7932353579,0.1057952321,0.4284771101,0.4657276579,0.6129976683
1.0000000000,50.0000000000,0.0344646794,0.1633647948,0.8021705258,0.0921853562,0.4369645114,0.4708501323,0.6261371565
1.0000000000,51.0000000000,0.0366254651,0.1772092994,0.7861652355,0.0852882665,0.4126602602,0.5020514733,0.5705685367
1.0000000000,52.0000000000,0.0403273369,0.1902263696,0.7694462935,0.0798772123,0.3767854088,0.5433373789,0.4951333964
1.0000000000,53.0000000000,0.0431262281,0.1997967547,0.7570770172,0.0735037485,0.3405308339,0.5859654177,0.4132785204
2.0000000000,45.0000000000,0.1360962726,0.1825933439,0.6813103835,0.2193274225,0.2942602816,0.4864122959,0.3794835547
2.0000000000,46.0000000000,0.1044063419,0.2060078177,0.6895858404,0.1795710345,0.3543179107,0.4661110548,0.4185791589
2.0000000000,47.0000000000,0.0718123500,0.1968662120,0.7313214380,0.1489632916,0.4083676268,0.4426690816,0.5179191516
2.0000000000,48.0000000000,0.0555221892,0.1840130584,0.7604647524,0.1314786997,0.4357500666,0.4327712338,0.5777096264
2.0000000000,49.0000000000,0.0458661147,0.1731704065,0.7809634788,0.1181695807,0.4461566983,0.4356737211,0.6118619150
2.0000000000,50.0000000000,0.0423599155,0.1753386988,0.7823013857,0.1072735629,0.4440331556,0.4486932815,0.6051225081
2.0000000000,51.0000000000,0.0440017628,0.1931244887,0.7628737484,0.0970977019,0.4261634723,0.4767388258,0.5468300282
3.0000000000,45.0000000000,0.1630357753,0.1840817339,0.6528824908,0.2510268618,0.2834314118,0.4655417264,0.3505245848
3.0000000000,46.0000000000,0.1172327856,0.2062516996,0.6765155149,0.2029267485,0.3570160564,0.4400571951,0.4222901298
3.0000000000,47.0000000000,0.0823135479,0.1919890870,0.7256973651,0.1750581656,0.4083077237,0.4166341107,0.5297931540
3.0000000000,48.0000000000,0.0627441895,0.1828893704,0.7543664401,0.1530231553,0.4460382504,0.4009385943,0.5899693127
3.0000000000,49.0000000000,0.0546079923,0.1787200528,0.7666719549,0.1396222722,0.4569532554,0.4034244723,0.6088876693
3.0000000000,50.0000000000,0.0527526768,0.1905384343,0.7567088889,0.1260889547,0.4554231836,0.4184878617,0.5816233315
3.0000000000,51.0000000000,0.0563539115,0.2155405596,0.7281055290,0.1135116998,0.4341557604,0.4523325399,0.5035409426
3.0000000000,52.0000000000,0.0612763295,0.2336221486,0.7051015218,0.1044869217,0.3983668629,0.4971462153,0.4135502463
4.0000000000,45.0000000000,0.1670219103,0.1925458329,0.6404322568,0.2640889340,0.3044464266,0.4314646394,0.3675543016
4.0000000000,46.0000000000,0.1345390314,0.2024588288,0.6630021397,0.2344888549,0.3528666621,0.4126444830,0.4262455183
4.0000000000,47.0000000000,0.1044310429,0.1885549726,0.7070139846,0.2159479896,0.3899038652,0.3941481451,0.5164065058
4.0000000000,48.0000000000,0.0750260966,0.1811296847,0.7438442186,0.1854340652,0.4476790781,0.3668868566,0.5954028375
4.0000000000,49.0000000000,0.0698050288,0.1831320222,0.7470629491,0.1737331361,0.4557852220,0.3704816420,0.5982054412
4.0000000000,50.0000000000,0.0712183463,0.2029008660,0.7258807877,0.1580592195,0.4503102667,0.3916305138,0.5494198534
4.0000000000,51.0000000000,0.0715976853,0.2340926407,0.6943096740,0.1352620599,0.4422468778,0.4224910623,0.4706742943
4.0000000000,52.0000000000,0.0706511216,0.2472029666,0.6821459118,0.1191869923,0.4170263320,0.4637866757,0.4072245619
4.0000000000,53.0000000000,0.0638539141,0.2457914760,0.6903546099,0.1033950021,0.3979961214,0.4986088765,0.3824274591
5.0000000000,45.0000000000,0.2159567360,0.1884492625,0.5955940015,0.3146957610,0.2746114115,0.4106928275,0.3137602639
5.0000000000,46.0000000000,0.1896558446,0.1990513415,0.6112928139,0.2962908453,0.3109690099,0.3927401447,0.3598997484
5.0000000000,47.0000000000,0.1514604765,0.1999899502,0.6485495733,0.2737917523,0.3615174082,0.3646908395,0.4468040939
5.0000000000,48.0000000000,0.1113752825,0.1823728722,0.7062518452,0.2500344604,0.4094221059,0.3405434337,0.5545602701
5.0000000000,49.0000000000,0.0929059835,0.1790200147,0.7280740018,0.2269697356,0.4373467015,0.3356835629,0.5906679664
5.0000000000,50.0000000000,0.0922068922,0.2040970994,0.7036960084,0.1996460928,0.4419104414,0.3584434658,0.5381482756
5.0000000000,51.0000000000,0.0835636046,0.2408818907,0.6755545047,0.1585859616,0.4571426334,0.3842714050,0.4730706062
5.0000000000,52.0000000000,0.0766336403,0.2528965968,0.6704697629,0.1340478217,0.4423675789,0.4235845994,0.4283111854
5.0000000000,53.0000000000,0.0698482778,0.2582673229,0.6718843993,0.1142736508,0.4225322483,0.4631941009,0.3887630496
5.0000000000,54.0000000000,0.0622264134,0.2547475502,0.6830260364,0.0984401825,0.4030024221,0.4985573955,0.3678758831
5.0000000000,59.0000000000,0.0861741112,0.2517764115,0.6620494772,0.0946691798,0.2765966023,0.6287342179,0.0897342575
5.0000000000,60.0000000000,0.1016497785,0.2220206979,0.6763295235,0.1078662621,0.2355985732,0.6565351647,0.0576313985
5.0000000000,61.0000000000,0.1102549355,0.1978403539,0.6919047105,0.1147683169,0.2059391202,0.6792925629,0.0393260217
5.0000000000,62.0000000000,0.1005550834,0.2128607629,0.6865841537,0.1039277589,0.2200002355,0.6760720056,0.0324521137
5.0000000000,63.0000000000,0.0993481671,0.2067174189,0.6939344140,0.1022671919,0.2127911421,0.6849416660,0.0285431203
6.0000000000,45.0000000000,0.3645983702,0.1108300533,0.5245715765,0.4658856626,0.1416192091,0.3924951283,0.2174080478
6.0000000000,46.0000000000,0.2991283837,0.1609247097,0.5399469066,0.4019372952,0.2162337179,0.3818289869,0.2557834586
6.0000000000,47.0000000000,0.2495168559,0.1900251538,0.5604579902,0.3701563261,0.2819008462,0.3479428277,0.3259149221
6.0000000000,48.0000000000,0.1820199775,0.1966532362,0.6213267863,0.3289465566,0.3553917861,0.3156616573,0.4466579028
6.0000000000,49.0000000000,0.1395941619,0.1938606962,0.6665451419,0.2905773448,0.4035378383,0.3058848169,0.5195972279
6.0000000000,50.0000000000,0.1211740408,0.2074443729,0.6713815862,0.2482189187,0.4249393484,0.3268417329,0.5118259259
6.0000000000,51.0000000000,0.0924452713,0.2380996530,0.6694550758,0.1829759641,0.4712681672,0.3457558687,0.4947682242
6.0000000000,52.0000000000,0.0763115380,0.2448559631,0.6788324989,0.1475378473,0.4733952772,0.3790668754,0.4827663586
6.0000000000,53.0000000000,0.0701538319,0.2577637245,0.6720824436,0.1233678456,0.4532860783,0.4233460761,0.4313442728
6.0000000000,54.0000000000,0.0611762569,0.2567612870,0.6820624561,0.1036335796,0.4349578191,0.4614086013,0.4096869266
6.0000000000,59.0000000000,0.1263690816,0.2039639434,0.6696669749,0.1348377352,0.2176326349,0.6475296299,0.0628062582
6.0000000000,60.0000000000,0.1408637929,0.1858169584,0.6733192487,0.1463428002,0.1930444543,0.6606127455,0.0374395415
6.0000000000,61.0000000000,0.1489331107,0.1737675918,0.6772992975,0.1528476306,0.1783348549,0.6688175145,0.0256106023
6.0000000000,62.0000000000,0.1317243292,0.2035450921,0.6647305786,0.1348403405,0.2083600629,0.6567995966,0.0231088948
6.0000000000,63.0000000000,0.1242362775,0.2158032643,0.6599604582,0.1271167648,0.2208067833,0.6520764520,0.0226601684
7.0000000000,45.0000000000,0.3619483220,0.1091103438,0.5289413342,0.4866524995,0.1467027702,0.3666447303,0.2562489202
7.0000000000,46.0000000000,0.3805177369,0.1111725173,0.5083097458,0.4965612885,0.1450759401,0.3583627713,0.2336943179
7.0000000000,47.0000000000,0.3106036366,0.1802087097,0.5091876537,0.4228993737,0.2453614236,0.3317392027,0.2655377238
7.0000000000,48.0000000000,0.2482226645,0.2024786022,0.5492987333,0.3881841774,0.3166471112,0.2951687114,0.3605543994
7.0000000000,49.0000000000,0.1938430371,0.2066240687,0.5995328942,0.3467101035,0.3695704179,0.2837194786,0.4409074464
7.0000000000,50.0000000000,0.1522896901,0.2172304748,0.6304798351,0.2885592702,0.4116093956,0.2998313342,0.4722412142
7.0000000000,51.0000000000,0.1140023989,0.2374816281,0.6485159730,0.2195420272,0.4573342189,0.3231237539,0.4807263085
7.0000000000,52.0000000000,0.0838782954,0.2479253523,0.6681963523,0.1650035045,0.4877132012,0.3472832943,0.4916574912
7.0000000000,53.0000000000,0.0667061479,0.2500322766,0.6832615755,0.1304073512,0.4888012266,0.3807914222,0.4884786228
7.0000000000,54.0000000000,0.0533009063,0.2441040089,0.7025950848,0.1052996875,0.4822446308,0.4124556817,0.4938170519
7.0000000000,59.0000000000,0.1591513379,0.1986068363,0.6422418258,0.1691059607,0.2110293277,0.6198647116,0.0588661850
7.0000000000,60.0000000000,0.1926612307,0.1667226904,0.6406160789,0.1986682237,0.1719209444,0.6294108319,0.0302363049
7.0000000000,61.0000000000,0.2042435050,0.1568674087,0.6388890863,0.2083628304,0.1600312200,0.6316059496,0.0197699629
7.0000000000,62.0000000000,0.1868957585,0.1812467906,0.6318574509,0.1902710166,0.1845200308,0.6252089525,0.0177392133
7.0000000000,63.0000000000,0.1572689846,0.2276809076,0.6150501078,0.1604226171,0.2322464734,0.6073309095,0.0196582784
8.0000000000,45.0000000000,0.2588572848,0.1606514648,0.5804912505,0.4061421723,0.2520591025,0.3417987252,0.3626436690
8.0000000000,46.0000000000,0.3789720517,0.1024894422,0.5185385060,0.5270203165,0.1425277089,0.3304519746,0.2809156689
8.0000000000,47.0000000000,0.3496461383,0.1600207702,0.4903330915,0.4660071138,0.2132751061,0.3207177801,0.2496978522
8.0000000000,48.0000000000,0.3017392115,0.1879347198,0.5103260687,0.4419048496,0.2752352394,0.2828599110,0.3171851095
8.0000000000,49.0000000000,0.2194440310,0.2170112556,0.5635447134,0.3711501731,0.3670355703,0.2618142566,0.4087459823
8.0000000000,50.0000000000,0.1713560938,0.2164045488,0.6122393574,0.3203654949,0.4045875980,0.2750469071,0.4651231281
8.0000000000,51.0000000000,0.1378903924,0.2315725104,0.6305370972,0.2607191097,0.4378505110,0.3014303793,0.4711151303
8.0000000000,52.0000000000,0.0952174667,0.2531762726,0.6516062606,0.1860922009,0.4948055373,0.3191022618,0.4883317717
8.0000000000,53.0000000000,0.0662887007,0.2452620228,0.6884492765,0.1399813335,0.5179179052,0.3421007613,0.5264461407
8.0000000000,54.0000000000,0.0495825907,0.2356154834,0.7148019258,0.1096434481,0.5210234808,0.3693330711,0.5477833685
8.0000000000,55.0000000000,0.0540000548,0.2676042337,0.6783957116,0.0974556444,0.4829540106,0.4195903451,0.4459012084
8.0000000000,56.0000000000,0.0655561459,0.2963633984,0.6380804558,0.0946993806,0.4281128777,0.4771877416,0.3077447239
8.0000000000,57.0000000000,0.0752284914,0.3087229002,0.6160486084,0.0972262809,0.3989974923,0.5037762268,0.2262535325
8.0000000000,59.0000000000,0.1573381906,0.2541693498,0.5884924596,0.1713298937,0.2767720128,0.5518980935,0.0816652766
8.0000000000,60.0000000000,0.2157146257,0.1995585753,0.5847267990,0.2245179578,0.2077025776,0.5677794646,0.0392099242
8.0000000000,61.0000000000,0.2608055836,0.1586235716,0.5805708448,0.2664616870,0.1620636487,0.5714746642,0.0212267043
8.0000000000,62.0000000000,0.2511982848,0.1714140015,0.5773877136,0.2554794943,0.1743354357,0.5701850700,0.0167575465
8.0000000000,63.0000000000,0.1964459787,0.2420815918,0.5614724295,0.2002438266,0.2467617032,0.5529944702,0.0189661174
8.0000000000,64.0000000000,0.1868703891,0.2413537316,0.5717758793,0.1907300643,0.2463387216,0.5629312141,0.0202363233
9.0000000000,45.0000000000,0.2521429819,0.1513258160,0.5965312020,0.4290558606,0.2575016276,0.3134425118,0.4123306425
9.0000000000,46.0000000000,0.3846175612,0.0913874904,0.5239949484,0.5661002393,0.1345088873,0.2993908734,0.3205839982
9.0000000000,47.0000000000,0.3810089460,0.1427400287,0.4762510253,0.5074875413,0.1901235836,0.3023888751,0.2492250252
9.0000000000,48.0000000000,0.3162841872,0.1813127909,0.5024030219,0.4620422112,0.2648699057,0.2730878832,0.3154647356
9.0000000000,49.0000000000,0.2227235866,0.2007941819,0.5764822315,0.3919481953,0.3533569049,0.2546948999,0.4317524885
9.0000000000,50.0000000000,0.1867487402,0.2112348143,0.6020164454,0.3488014859,0.3945355509,0.2566629632,0.4645987824
9.0000000000,51.0000000000,0.1546904360,0.2342588132,0.6110507508,0.2884506516,0.4368214937,0.2747278547,0.4637195821
9.0000000000,52.0000000000,0.1095840978,0.2563349997,0.6340809025,0.2123211959,0.4966537552,0.2910250489,0.4838758450
9.0000000000,53.0000000000,0.0727918041,0.2488338991,0.6783742968,0.1567422749,0.5358129516,0.3074447734,0.5355955874
9.0000000000,54.0000000000,0.0540845615,0.2454855663,0.7004298722,0.1211637577,0.5499527566,0.3288834857,0.5536242644
9.0000000000,55.0000000000,0.0558995021,0.2789204363,0.6651800616,0.1048123200,0.5229795776,0.3722081024,0.4666705007
9.0000000000,56.0000000000,0.0669307429,0.3173923682,0.6156768889,0.1005095561,0.4766265043,0.4228639396,0.3340857772
9.0000000000,57.0000000000,0.0772292394,0.3382596702,0.5845110904,0.1039963504,0.4554980922,0.4405055573,0.2573851000
9.0000000000,58.0000000000,0.0956637634,0.3511680857,0.5531681509,0.1206977336,0.4430642342,0.4362380323,0.2074104416
9.0000000000,59.0000000000,0.1457038289,0.3247775911,0.5295185799,0.1675092181,0.3733823658,0.4591084161,0.1301742640
9.0000000000,60.0000000000,0.2156327509,0.2680134044,0.5163538447,0.2309590411,0.2870626962,0.4819782628,0.0663593426
9.0000000000,61.0000000000,0.2844633302,0.2054699954,0.5100666744,0.2938735824,0.2122670911,0.4938593266,0.0320214293
9.0000000000,62.0000000000,0.3103954532,0.1777353336,0.5118692132,0.3166191915,0.1812991042,0.5020817043,0.0196568573
9.0000000000,63.0000000000,0.2488882748,0.2419457025,0.5091660227,0.2538021792,0.2467225369,0.4994752839,0.0193611593
9.0000000000,64.0000000000,0.2202216201,0.2534193805,0.5263589994,0.2248421525,0.2587364446,0.5164214030,0.0205501164
10.0000000000,45.0000000000,0.2384429757,0.1320912524,0.6294657719,0.4657332220,0.2580041806,0.2762625975,0.4880266976
10.0000000000,46.0000000000,0.4163932306,0.0743145652,0.5092922042,0.6293249088,0.1123169243,0.2583581669,0.3383493570
10.0000000000,47.0000000000,0.4460966284,0.1136189484,0.4402844232,0.5835188035,0.1486198026,0.2678613940,0.2355059927
10.0000000000,48.0000000000,0.3461481285,0.1746903071,0.4791615644,0.4966731508,0.2506556531,0.2526711961,0.3030665580
10.0000000000,49.0000000000,0.2559798824,0.1876612227,0.5563588948,0.4418265029,0.3239071016,0.2342663954,0.4206325770
10.0000000000,50.0000000000,0.2210839365,0.2013256555,0.5775904080,0.4006991931,0.3648886889,0.2344121181,0.4482546003
10.0000000000,51.0000000000,0.1888559520,0.2292411031,0.5819029449,0.3393106508,0.4118691896,0.2488201596,0.4434128386
10.0000000000,52.0000000000,0.1331051522,0.2554663197,0.6114285281,0.2530121647,0.4856016879,0.2613861474,0.4739179742
10.0000000000,53.0000000000,0.0895432668,0.2582550175,0.6522017157,0.1860122400,0.5364847187,0.2775030413,0.5186162653
10.0000000000,54.0000000000,0.0675064824,0.2706453974,0.6618481202,0.1400333244,0.5614183021,0.2985483735,0.5179255888
10.0000000000,55.0000000000,0.0634359132,0.3042498195,0.6323142673,0.1161519355,0.5570851530,0.3267629115,0.4538540153
10.0000000000,56.0000000000,0.0692596740,0.3413389333,0.5894013927,0.1084763897,0.5346143434,0.3569092669,0.3615230540
10.0000000000,57.0000000000,0.0806111230,0.3630008572,0.5563880197,0.1141740191,0.5141383130,0.3716876680,0.2939626399
