Lon,Lat,LCC_all_BC1000_C,LCC_all_BC1000_B,LCC_all_BC1000_U,NLC_all_BC1000_C,NLC_all_BC1000_B,NLC_all_BC1000_O,HLU_all_BC1000
13.0000000000,52.0000000000,0.2615626007,0.4306041624,0.3078332369,0.2918405055,0.4804499422,0.2277095523,0.1037481233
13.0000000000,53.0000000000,0.1901040363,0.4718122300,0.3380837336,0.2078261662,0.5157961336,0.2763777002,0.0852738141
13.0000000000,54.0000000000,0.1341460598,0.5195031451,0.3463507951,0.1476159224,0.5716674501,0.2807166275,0.0912493881
13.0000000000,55.0000000000,0.0905918392,0.5527652702,0.3566428906,0.1025114859,0.6254955158,0.2719929983,0.1162762063
13.0000000000,56.0000000000,0.0958227234,0.5857643560,0.3184129205,0.1136084392,0.6944884452,0.1919031156,0.1565527691
13.0000000000,57.0000000000,0.1313968480,0.6125043463,0.2560988057,0.1519195948,0.7081708090,0.1399095961,0.1350895313
13.0000000000,58.0000000000,0.1359280694,0.6303613090,0.2337106216,0.1519212396,0.7045290338,0.1435497266,0.1052727727
13.0000000000,59.0000000000,0.1441084965,0.6309222383,0.2249692652,0.1583023486,0.6930644243,0.1486332271,0.0896629285
13.0000000000,60.0000000000,0.1851230560,0.6059796229,0.2088973212,0.1975221076,0.6465665317,0.1559113608,0.0627729813
13.0000000000,61.0000000000,0.2407700947,0.5590203416,0.2002095637,0.2498809634,0.5801739694,0.1699450672,0.0364608357
13.0000000000,62.0000000000,0.2891174847,0.4988640358,0.2120184796,0.2954467231,0.5097849576,0.1947683193,0.0214226050
13.0000000000,63.0000000000,0.2708456667,0.4400205579,0.2891337754,0.2748760499,0.4465683882,0.2785555620,0.0146625477
13.0000000000,64.0000000000,0.2989642473,0.4206564988,0.2803792540,0.3025906986,0.4257590832,0.2716502182,0.0119846755
13.0000000000,65.0000000000,0.2932635917,0.4122302490,0.2945061593,0.2964565481,0.4167184748,0.2868249772,0.0107704026
13.0000000000,66.0000000000,0.2418682239,0.4213429847,0.3367887914,0.2444760996,0.4258859961,0.3296379043,0.0106672008
13.0000000000,67.0000000000,0.2208964818,0.4567558877,0.3223476306,0.2232820836,0.4616886854,0.3150292310,0.0106842509
14.0000000000,46.0000000000,0.6940053390,0.1713061835,0.1346884775,0.7580397339,0.1871122403,0.0548480258,0.0844736656
14.0000000000,47.0000000000,0.7419378396,0.1452147955,0.1128473648,0.7993097812,0.1564438424,0.0442463764,0.0717768541
14.0000000000,48.0000000000,0.7235019229,0.1567519415,0.1197461356,0.7833191040,0.1697117679,0.0469691282,0.0763637461
14.0000000000,49.0000000000,0.6369550420,0.2081651820,0.1548797759,0.7026960819,0.2296502079,0.0676537103,0.0935554381
14.0000000000,50.0000000000,0.6035209473,0.2323846330,0.1640944197,0.6661063972,0.2564830456,0.0774105572,0.0939571368
14.0000000000,51.0000000000,0.5077316502,0.3000769841,0.1921913657,0.5590294318,0.3303947388,0.1105758294,0.0917622199
14.0000000000,52.0000000000,0.2944998073,0.4147755146,0.2907246780,0.3188842176,0.4491186825,0.2319970999,0.0764679120
14.0000000000,53.0000000000,0.2120327883,0.4585226357,0.3294445759,0.2252924786,0.4871968243,0.2875106970,0.0588554505
14.0000000000,54.0000000000,0.1549493218,0.5036686459,0.3413820323,0.1646219485,0.5351098858,0.3002681657,0.0587566044
14.0000000000,56.0000000000,0.1219690461,0.5836143233,0.2944166306,0.1380813890,0.6607108848,0.2012077262,0.1166872884
14.0000000000,57.0000000000,0.1646544456,0.5998011014,0.2355444530,0.1853520033,0.6751978990,0.1394500977,0.1116662206
14.0000000000,58.0000000000,0.1644177467,0.6173758099,0.2182064435,0.1813285745,0.6808746488,0.1377967768,0.0932606891
14.0000000000,59.0000000000,0.1731261307,0.6160680671,0.2108058021,0.1886885094,0.6714466776,0.1398648131,0.0824765574
14.0000000000,60.0000000000,0.2092911966,0.5954608324,0.1952479710,0.2232080996,0.6350562418,0.1417356586,0.0623494532
14.0000000000,61.0000000000,0.2637712237,0.5537953888,0.1824333874,0.2746360846,0.5766064815,0.1487574339,0.0395609371
14.0000000000,62.0000000000,0.2900061033,0.5177763143,0.1922175825,0.2974601521,0.5310847579,0.1714550900,0.0250589826
14.0000000000,63.0000000000,0.2984839209,0.4829240954,0.2185919837,0.3036294956,0.4912492407,0.2051212638,0.0169468868
14.0000000000,64.0000000000,0.3309321583,0.4448951295,0.2241727122,0.3351622270,0.4505819051,0.2142558679,0.0126209587
14.0000000000,65.0000000000,0.3225798470,0.4113351662,0.2660849868,0.3259353777,0.4156139450,0.2584506773,0.0102950798
14.0000000000,66.0000000000,0.2629864882,0.3989507744,0.3380627374,0.2655013021,0.4027657497,0.3317329482,0.0094719457
14.0000000000,67.0000000000,0.1828384033,0.4396380280,0.3775235688,0.1847674142,0.4442763674,0.3709562183,0.0104402120
14.0000000000,68.0000000000,0.1994860680,0.4987118618,0.3018020702,0.2015144481,0.5037827787,0.2947027732,0.0100656812
14.0000000000,69.0000000000,0.1627751295,0.4824314492,0.3547934213,0.1643723207,0.4871651903,0.3484624890,0.0097169115
15.0000000000,45.0000000000,0.6427690019,0.2062073758,0.1510236222,0.7003081457,0.2246665669,0.0750252874,0.0821626082
15.0000000000,46.0000000000,0.6216780681,0.2188522657,0.1594696662,0.6756104386,0.2378383328,0.0865512286,0.0798276159
15.0000000000,47.0000000000,0.6886957891,0.1776936321,0.1336105788,0.7446691433,0.1921355798,0.0631952769,0.0751654002
15.0000000000,48.0000000000,0.6976844879,0.1688205413,0.1334949707,0.7627826501,0.1845725140,0.0526448360,0.0853430032
15.0000000000,49.0000000000,0.6152753234,0.2129719601,0.1717527164,0.6861466913,0.2375034399,0.0763498688,0.1032889450
15.0000000000,50.0000000000,0.6221124204,0.2190995530,0.1587880266,0.6832289958,0.2406239816,0.0761470226,0.0894525493
15.0000000000,51.0000000000,0.5447911985,0.2798960244,0.1753127771,0.5855900317,0.3008571398,0.1135528286,0.0696713245
15.0000000000,52.0000000000,0.2936274412,0.3972275036,0.3091450552,0.3081295281,0.4168463366,0.2750241353,0.0470649045
15.0000000000,53.0000000000,0.2148664041,0.4336417508,0.3514918451,0.2227095625,0.4494707537,0.3278196838,0.0352169807
15.0000000000,54.0000000000,0.1667493249,0.4785243717,0.3547263033,0.1729410323,0.4962928568,0.3307661108,0.0358024196
15.0000000000,55.0000000000,0.1445788796,0.5255770027,0.3298441177,0.1519164163,0.5522506121,0.2958329716,0.0482998277
15.0000000000,57.0000000000,0.1981242465,0.5691130193,0.2327627342,0.2205014100,0.6333915479,0.1461070421,0.1014830855
15.0000000000,58.0000000000,0.1975227302,0.5821155230,0.2203617469,0.2197317176,0.6475672122,0.1327010701,0.1010731983
15.0000000000,59.0000000000,0.1964465670,0.5888463543,0.2147070787,0.2178890441,0.6531199361,0.1289910198,0.0984100748
15.0000000000,60.0000000000,0.2317482526,0.5746248283,0.1936269191,0.2510445257,0.6224703565,0.1264851178,0.0768639467
15.0000000000,61.0000000000,0.2767130949,0.5478162176,0.1754706875,0.2912587843,0.5766127027,0.1321285130,0.0499407747
15.0000000000,62.0000000000,0.3081808943,0.5209127713,0.1709063344,0.3176978725,0.5369991531,0.1453029744,0.0299560654
15.0000000000,63.0000000000,0.3165150236,0.4910965758,0.1923884005,0.3225972570,0.5005336128,0.1768691302,0.0188539526
15.0000000000,64.0000000000,0.3298299412,0.4652204256,0.2049496332,0.3343238566,0.4715590292,0.1941171142,0.0134418030
15.0000000000,65.0000000000,0.3446813871,0.4310737033,0.2242449096,0.3482926565,0.4355901157,0.2161172277,0.0103684914
15.0000000000,66.0000000000,0.2852522962,0.4094647712,0.3052829326,0.2878140078,0.4131419744,0.2990440178,0.0089005800
15.0000000000,67.0000000000,0.2030381869,0.4098251409,0.3871366722,0.2049842209,0.4137531393,0.3812626397,0.0094935797
15.0000000000,68.0000000000,0.2085708357,0.5062913846,0.2851377797,0.2105562832,0.5111109223,0.2783327945,0.0094295337
15.0000000000,69.0000000000,0.1801495163,0.5292987586,0.2905517251,0.1818479221,0.5342888587,0.2838632191,0.0093397046
16.0000000000,45.0000000000,0.6444596614,0.2093452053,0.1461951333,0.6965801212,0.2262759288,0.0771439500,0.0748233523
16.0000000000,46.0000000000,0.4243703003,0.3027452358,0.2728844640,0.4597647317,0.3279955784,0.2122396899,0.0769837897
16.0000000000,47.0000000000,0.5164657962,0.2685591044,0.2149750993,0.5633964230,0.2929627478,0.1436408292,0.0832994759
16.0000000000,48.0000000000,0.5704388830,0.2398967271,0.1896643899,0.6384013460,0.2684781807,0.0931204734,0.1064572678
16.0000000000,49.0000000000,0.5148954519,0.2583648439,0.2267397042,0.5896980059,0.2958993572,0.1144026368,0.1268489181
16.0000000000,50.0000000000,0.6039145267,0.2285937114,0.1674917619,0.6656461418,0.2519603607,0.0823934975,0.0927393869
16.0000000000,51.0000000000,0.5644371696,0.2757375144,0.1598253160,0.5993705632,0.2928030934,0.1078263434,0.0582834656
16.0000000000,52.0000000000,0.2818535219,0.3919002441,0.3262462341,0.2923696573,0.4065222932,0.3011080496,0.0359686279
16.0000000000,53.0000000000,0.2257888074,0.4231356038,0.3510755888,0.2319910589,0.4347588258,0.3332501153,0.0267348730
16.0000000000,54.0000000000,0.2025316217,0.4633970731,0.3340713052,0.2080542876,0.4760330613,0.3159126512,0.0265443500
16.0000000000,55.0000000000,0.1672332379,0.4984099059,0.3343568562,0.1733693273,0.5166974649,0.3099332079,0.0353931657
16.0000000000,57.0000000000,0.2092404598,0.5431982928,0.2475612474,0.2340425260,0.6075856491,0.1583718250,0.1059724770
16.0000000000,58.0000000000,0.2234732507,0.5419786835,0.2345480659,0.2543773686,0.6169289206,0.1286937109,0.1214892585
16.0000000000,59.0000000000,0.2172248470,0.5507923435,0.2319828095,0.2485306778,0.6301709788,0.1212983433,0.1259636480
16.0000000000,60.0000000000,0.2512154991,0.5442462501,0.2045382509,0.2799741080,0.6065503879,0.1134755041,0.1027188162
16.0000000000,61.0000000000,0.2932658765,0.5311591862,0.1755749373,0.3144987308,0.5696158445,0.1158854247,0.0675133227
16.0000000000,62.0000000000,0.3256886307,0.5044616927,0.1698496766,0.3385605582,0.5243991228,0.1370403190,0.0380195718
16.0000000000,63.0000000000,0.3350372935,0.4866943020,0.1782684045,0.3426348745,0.4977309819,0.1596341436,0.0221739862
16.0000000000,64.0000000000,0.3435207902,0.4618264034,0.1946528064,0.3486226565,0.4686853086,0.1826920349,0.0146343509
16.0000000000,65.0000000000,0.3454821734,0.4446612154,0.2098566112,0.3493176159,0.4495977147,0.2010846694,0.0109798141
16.0000000000,66.0000000000,0.3388015656,0.4272147710,0.2339836634,0.3418807899,0.4310975455,0.2270216647,0.0090067192
16.0000000000,67.0000000000,0.2568681895,0.4229263813,0.3202054292,0.2590648568,0.4265431333,0.3143920098,0.0084792176
16.0000000000,68.0000000000,0.1771395989,0.4406732239,0.3821871772,0.1787795597,0.4447529824,0.3764674579,0.0091730887
16.0000000000,69.0000000000,0.1827641247,0.5442269646,0.2730089107,0.1844466022,0.5492369723,0.2663164255,0.0091217596
17.0000000000,45.0000000000,0.6264579702,0.2192578141,0.1542842158,0.6741609781,0.2359536783,0.0898853435,0.0707590761
17.0000000000,46.0000000000,0.4669457908,0.2905675085,0.2424867007,0.5053657762,0.3144752076,0.1801590162,0.0760241141
17.0000000000,47.0000000000,0.4702740428,0.2913696269,0.2383563303,0.5131279678,0.3179208098,0.1689512224,0.0835150834
17.0000000000,48.0000000000,0.4763777820,0.2883321025,0.2352901155,0.5336747130,0.3230116053,0.1433136817,0.1073630241
17.0000000000,49.0000000000,0.5405260027,0.2513665177,0.2081074797,0.6176841467,0.2872481845,0.0950676688,0.1249152086
17.0000000000,50.0000000000,0.5743917927,0.2514083675,0.1741998398,0.6330720736,0.2770924281,0.0898354983,0.0926913117
17.0000000000,51.0000000000,0.5228496572,0.3021269344,0.1750234084,0.5510958389,0.3184488965,0.1304552647,0.0512545726
17.0000000000,52.0000000000,0.3259786745,0.3912122729,0.2828090526,0.3366355078,0.4040017107,0.2593627815,0.0316568901
17.0000000000,53.0000000000,0.2345380065,0.4279157061,0.3375462874,0.2404301929,0.4386660282,0.3209037789,0.0245068489
17.0000000000,54.0000000000,0.2309257480,0.4574606501,0.3116136019,0.2367027351,0.4689047800,0.2943924849,0.0244060850
17.0000000000,55.0000000000,0.2007150285,0.4837290790,0.3155558925,0.2074052297,0.4998526592,0.2927421111,0.0322566658
17.0000000000,59.0000000000,0.2503712735,0.5062323766,0.2433963500,0.2940227560,0.5944924770,0.1114847670,0.1484629392
17.0000000000,60.0000000000,0.2560752978,0.5183654229,0.2255592793,0.2948483658,0.5968525630,0.1082990711,0.1315017226
17.0000000000,61.0000000000,0.2871172104,0.5233291225,0.1895536671,0.3159226234,0.5758328072,0.1082445694,0.0911786964
17.0000000000,62.0000000000,0.3306130353,0.5071218024,0.1622651623,0.3483483251,0.5343256666,0.1173260083,0.0509125163
17.0000000000,63.0000000000,0.3634876499,0.4745023493,0.1620100009,0.3736503483,0.4877688916,0.1385807601,0.0271984183
17.0000000000,64.0000000000,0.3761453307,0.4498880048,0.1739666645,0.3824253491,0.4573992105,0.1601754403,0.0164215538
17.0000000000,65.0000000000,0.3570262593,0.4466823210,0.1962914196,0.3614055385,0.4521613202,0.1864331413,0.0121173549
17.0000000000,66.0000000000,0.3468465499,0.4413006204,0.2118528297,0.3502433203,0.4456224074,0.2041342724,0.0096983161
17.0000000000,67.0000000000,0.3220207595,0.4286414461,0.2493377944,0.3246531087,0.4321453630,0.2432015283,0.0081081904
17.0000000000,68.0000000000,0.2008431764,0.3972040187,0.4019528049,0.2025762284,0.4006314452,0.3967923264,0.0085550611
17.0000000000,69.0000000000,0.1695550142,0.5075962095,0.3228487764,0.1711017893,0.5122267844,0.3166714262,0.0090400876
17.0000000000,70.0000000000,0.1640745086,0.5356023722,0.3003231191,0.1654638910,0.5401378513,0.2943982577,0.0083968917
18.0000000000,45.0000000000,0.5625502690,0.2526871926,0.1847625384,0.6109521546,0.2744284258,0.1146194196,0.0792236924
18.0000000000,46.0000000000,0.4482978892,0.2992307727,0.2524713381,0.4893575857,0.3266373811,0.1840050332,0.0839053030
18.0000000000,47.0000000000,0.4686816843,0.2940488121,0.2372695036,0.5127754775,0.3217130625,0.1655114600,0.0859904483
18.0000000000,48.0000000000,0.5230827366,0.2677738559,0.2091434075,0.5789574759,0.2963769685,0.1246655557,0.0965092285
18.0000000000,49.0000000000,0.5897249183,0.2340131831,0.1762618986,0.6551806316,0.2599871573,0.0848322111,0.0999048356
18.0000000000,50.0000000000,0.5864608004,0.2543467726,0.1591924269,0.6340789771,0.2749986722,0.0909223507,0.0750981792
18.0000000000,51.0000000000,0.4700708535,0.3302590411,0.1996701054,0.4910209000,0.3449779759,0.1640011241,0.0426663029
18.0000000000,52.0000000000,0.3430368540,0.3945503607,0.2624127853,0.3533638650,0.4064281687,0.2402079663,0.0292248642
18.0000000000,53.0000000000,0.2395691602,0.4338296746,0.3266011653,0.2455499714,0.4446601729,0.3097898556,0.0243567988
18.0000000000,54.0000000000,0.2237200509,0.4567528461,0.3195271030,0.2294672791,0.4684865411,0.3020461798,0.0250459596
18.0000000000,55.0000000000,0.2518342577,0.4701995040,0.2779662383,0.2601335582,0.4856951200,0.2541713219,0.0319039977
18.0000000000,58.0000000000,0.2425063201,0.4893822710,0.2681114089,0.2750942814,0.5551453837,0.1697603349,0.1184610638
18.0000000000,60.0000000000,0.2958645544,0.4800844601,0.2240509855,0.3416259805,0.5543392136,0.1040348059,0.1339518325
18.0000000000,61.0000000000,0.3105423219,0.4941904624,0.1952672158,0.3448274174,0.5487510360,0.1064215466,0.0994268257
18.0000000000,63.0000000000,0.3822188993,0.4648470080,0.1529340927,0.3950021376,0.4803937277,0.1246041348,0.0323624534
18.0000000000,64.0000000000,0.3989954836,0.4373867771,0.1636177393,0.4069496274,0.4461062676,0.1469441050,0.0195457700
18.0000000000,65.0000000000,0.3892459205,0.4305064520,0.1802476275,0.3945913845,0.4364185416,0.1689900739,0.0135468341
18.0000000000,66.0000000000,0.3684196824,0.4354606738,0.1961196438,0.3723730036,0.4401333771,0.1874936193,0.0106165621
18.0000000000,67.0000000000,0.3465831691,0.4291206147,0.2242962162,0.3495860629,0.4328386362,0.2175753010,0.0085898557
18.0000000000,68.0000000000,0.2601342487,0.4315035192,0.3083622321,0.2622180480,0.4349600680,0.3028218840,0.0079468188
18.0000000000,69.0000000000,0.2013318945,0.4086590843,0.3900090212,0.2030900182,0.4122276852,0.3846822967,0.0086568686
18.0000000000,70.0000000000,0.1794256283,0.5401265881,0.2804477836,0.1809037448,0.5445761757,0.2745200794,0.0081707350
19.0000000000,45.0000000000,0.5159532885,0.2770400936,0.2070066179,0.5660913544,0.3039616284,0.1299470172,0.0885688599
19.0000000000,46.0000000000,0.4158393364,0.3158237742,0.2683368894,0.4580298214,0.3478668184,0.1941033602,0.0921129653
19.0000000000,47.0000000000,0.4412519304,0.3081793211,0.2505687485,0.4824571727,0.3369579003,0.1805849270,0.0854070469
19.0000000000,48.0000000000,0.5525132865,0.2556960319,0.1917906816,0.6006075572,0.2779534408,0.1214390020,0.0800760331
19.0000000000,49.0000000000,0.6422965080,0.2114355330,0.1462679590,0.6936715177,0.2283475081,0.0779809742,0.0740624465
19.0000000000,50.0000000000,0.6002350924,0.2508022777,0.1489626299,0.6367788287,0.2660717154,0.0971494560,0.0573884286
19.0000000000,51.0000000000,0.4848705646,0.3290600792,0.1860693562,0.5035057074,0.3417069216,0.1547873710,0.0370107877
19.0000000000,52.0000000000,0.3759369805,0.3910563943,0.2330066252,0.3865440596,0.4020900683,0.2113658721,0.0274408023
19.0000000000,53.0000000000,0.3084263757,0.4293976653,0.2621759590,0.3160292174,0.4399825008,0.2439882818,0.0240574011
19.0000000000,54.0000000000,0.2808857875,0.4495561726,0.2695580398,0.2881640282,0.4612049572,0.2506310146,0.0252572839
19.0000000000,55.0000000000,0.2691871430,0.4511977335,0.2796151235,0.2777701120,0.4655840676,0.2566458204,0.0308995412
19.0000000000,64.0000000000,0.4224085053,0.4152892563,0.1623022384,0.4319636305,0.4246833400,0.1433530295,0.0221202076
19.0000000000,65.0000000000,0.4210944466,0.4074830836,0.1714224698,0.4276678928,0.4138440513,0.1584880559,0.0153704459
19.0000000000,66.0000000000,0.3887044932,0.4262084857,0.1850870211,0.3933994315,0.4313564133,0.1752441552,0.0119342785
19.0000000000,67.0000000000,0.3653994704,0.4292842042,0.2053163254,0.3689645837,0.4334726252,0.1975627910,0.0096624811
19.0000000000,68.0000000000,0.3336593434,0.4392678273,0.2270728293,0.3364015747,0.4428780183,0.2207204070,0.0081516601
19.0000000000,69.0000000000,0.2232577093,0.4403549033,0.3363873874,0.2250676075,0.4439247577,0.3310076349,0.0080415754
19.0000000000,70.0000000000,0.1867358582,0.4907311058,0.3225330360,0.1882319813,0.4946628315,0.3171051872,0.0079482941
20.0000000000,45.0000000000,0.4174600372,0.3204833380,0.2620566248,0.4611968050,0.3540599779,0.1847432171,0.0948331977
20.0000000000,46.0000000000,0.3346157500,0.3440630761,0.3213211739,0.3694365399,0.3798669737,0.2506964865,0.0942537785
20.0000000000,47.0000000000,0.3931958094,0.3319157829,0.2748884077,0.4303070507,0.3632431939,0.2064497554,0.0862436283
20.0000000000,48.0000000000,0.4781724912,0.2968387859,0.2249887229,0.5163699952,0.3205509418,0.1630790630,0.0739731284
20.0000000000,49.0000000000,0.6024399618,0.2433815516,0.1541784867,0.6433452198,0.2599069911,0.0967477891,0.0635821279
20.0000000000,50.0000000000,0.5723878378,0.2748846812,0.1527274810,0.6027240639,0.2894534112,0.1078225249,0.0503318648
20.0000000000,51.0000000000,0.4608396048,0.3460275575,0.1931328377,0.4774612876,0.3585081695,0.1640305429,0.0348126293
20.0000000000,52.0000000000,0.3925157478,0.3891413624,0.2183428898,0.4032101017,0.3997437789,0.1970461194,0.0265230306
20.0000000000,53.0000000000,0.3294358880,0.4185368551,0.2520272569,0.3372588992,0.4284757191,0.2342653818,0.0231958628
20.0000000000,54.0000000000,0.3332283339,0.4217228448,0.2450488213,0.3411591921,0.4317598787,0.2270809292,0.0232467962
20.0000000000,55.0000000000,0.3554850389,0.4069155248,0.2375994363,0.3655292682,0.4184129224,0.2160578094,0.0274785912
20.0000000000,64.0000000000,0.4362863414,0.4005845770,0.1631290816,0.4468407949,0.4102753485,0.1428838566,0.0236201653
20.0000000000,65.0000000000,0.4334425362,0.4030062362,0.1635512275,0.4412462061,0.4102619330,0.1484918609,0.0176855228
20.0000000000,66.0000000000,0.4115273878,0.4116306722,0.1768419401,0.4172192652,0.4173239781,0.1654567567,0.0136424127
20.0000000000,67.0000000000,0.3961135963,0.4129569339,0.1909294698,0.4003905687,0.4174157695,0.1821936617,0.0106820009
20.0000000000,68.0000000000,0.3658111100,0.4134104720,0.2207784180,0.3689305436,0.4169358064,0.2141336500,0.0084553410
20.0000000000,69.0000000000,0.2819059487,0.4315033375,0.2865907138,0.2841052692,0.4348697585,0.2810249723,0.0077412167
20.0000000000,70.0000000000,0.2847424469,0.3200851256,0.3951724275,0.2869700598,0.3225892333,0.3904407068,0.0077625273
20.0000000000,71.0000000000,0.2175150871,0.4548253840,0.3276595289,0.2190832617,0.4581044467,0.3228122917,0.0071578931
21.0000000000,45.0000000000,0.4803750863,0.3012042235,0.2184206902,0.5253983688,0.3294346693,0.1451669619,0.0856936092
21.0000000000,46.0000000000,0.3791817768,0.3399636982,0.2808545251,0.4135630617,0.3707889896,0.2156479487,0.0831343224
21.0000000000,47.0000000000,0.4072844322,0.3366630107,0.2560525570,0.4413103005,0.3647889354,0.1939007642,0.0771019126
21.0000000000,48.0000000000,0.4123871801,0.3360446833,0.2515681365,0.4421365796,0.3602867742,0.1975766462,0.0672855420
21.0000000000,49.0000000000,0.5175471391,0.2990115061,0.1834413547,0.5487799367,0.3170561732,0.1341638900,0.0569131550
21.0000000000,50.0000000000,0.5044005050,0.3198553754,0.1757441196,0.5279629403,0.3347970171,0.1372400426,0.0446289569
21.0000000000,51.0000000000,0.4399977313,0.3601110476,0.1998912211,0.4548078739,0.3722322372,0.1729598889,0.0325635140
21.0000000000,52.0000000000,0.3999870676,0.3812055769,0.2188073555,0.4105010511,0.3912258737,0.1982730752,0.0256125616
21.0000000000,53.0000000000,0.3747315533,0.3911801533,0.2340882934,0.3833379362,0.4001643079,0.2164977558,0.0224511642
21.0000000000,54.0000000000,0.3793411058,0.3868056543,0.2338532399,0.3879297043,0.3955632564,0.2165070392,0.0221395744
21.0000000000,55.0000000000,0.4206582307,0.3606842656,0.2186575036,0.4315561181,0.3700284225,0.1984154594,0.0252525382
21.0000000000,56.0000000000,0.4685422141,0.3274862113,0.2039715746,0.4828422378,0.3374811711,0.1796765911,0.0296163480
21.0000000000,57.0000000000,0.5098923981,0.3058925686,0.1842150333,0.5278959017,0.3166931571,0.1554109412,0.0341042686
21.0000000000,58.0000000000,0.4885896027,0.3347696928,0.1766407046,0.5076935599,0.3478592588,0.1444471813,0.0376289138
21.0000000000,61.0000000000,0.4008219980,0.4344876145,0.1646903875,0.4184863319,0.4536356012,0.1278780670,0.0422100616
21.0000000000,62.0000000000,0.4177120145,0.4261992205,0.1560887649,0.4318584976,0.4406331363,0.1275083661,0.0327572182
21.0000000000,63.0000000000,0.4339574376,0.4167792670,0.1492632953,0.4459264218,0.4282744599,0.1257991183,0.0268407153
21.0000000000,64.0000000000,0.4407013983,0.4143816376,0.1449169642,0.4513089627,0.4243556924,0.1243353449,0.0235039968
21.0000000000,65.0000000000,0.4251082810,0.4048117449,0.1700799742,0.4337552948,0.4130459123,0.1531987930,0.0199352352
21.0000000000,66.0000000000,0.4276912016,0.4048523465,0.1674564519,0.4344115012,0.4112137798,0.1543747190,0.0154698934
