Lon,Lat,LCC_all_AD1425_C,LCC_all_AD1425_B,LCC_all_AD1425_U,NLC_all_AD1425_C,NLC_all_AD1425_B,NLC_all_AD1425_O,HLU_all_AD1425
0.0000000000,49.0000000000,0.0283592768,0.1944412664,0.7771994568,0.0532934997,0.3653991475,0.5813073528,0.4678661193
0.0000000000,50.0000000000,0.0192506680,0.1675275850,0.8132217469,0.0379284301,0.3300694968,0.6320020731,0.4924475401
0.0000000000,51.0000000000,0.0187472121,0.1528075473,0.8284452406,0.0313713389,0.2557061453,0.7129225158,0.4024095624
0.0000000000,52.0000000000,0.0272527805,0.1926851371,0.7800620823,0.0416498603,0.2944767058,0.6638734340,0.3456693404
0.0000000000,53.0000000000,0.0299110884,0.1997137649,0.7703751467,0.0424063457,0.2831435234,0.6744501309,0.2946553658
0.0000000000,54.0000000000,0.0205408354,0.1554719879,0.8239871767,0.0287756107,0.2178003628,0.7534240265,0.2861720433
1.0000000000,45.0000000000,0.0362979719,0.1268915533,0.8368104747,0.0526670477,0.1841150658,0.7632178865,0.3108029874
1.0000000000,46.0000000000,0.0562097029,0.1894297171,0.7543605800,0.0796529473,0.2684347097,0.6519123429,0.2943173508
1.0000000000,47.0000000000,0.0439006181,0.1952236197,0.7608757622,0.0670793458,0.2982981396,0.6346225146,0.3455419467
1.0000000000,48.0000000000,0.0382253891,0.1947599318,0.7670146791,0.0635044023,0.3235575449,0.6129380528,0.3980670985
1.0000000000,49.0000000000,0.0327635965,0.1962108948,0.7710255087,0.0589840611,0.3532370259,0.5877789131,0.4445347447
1.0000000000,50.0000000000,0.0271332548,0.1958385535,0.7770281917,0.0511094672,0.3688906540,0.5799998788,0.4691148953
1.0000000000,51.0000000000,0.0280823681,0.2036057380,0.7683118939,0.0482272831,0.3496625192,0.6021101977,0.4177078559
1.0000000000,52.0000000000,0.0213760300,0.1625979915,0.8160259785,0.0331316885,0.2520180780,0.7148502336,0.3548161592
1.0000000000,53.0000000000,0.0303772442,0.1999762351,0.7696465207,0.0429082956,0.2824693163,0.6746223881,0.2920426270
2.0000000000,45.0000000000,0.1030521510,0.1649382997,0.7320095492,0.1364572720,0.2184042758,0.6451384522,0.2448027901
2.0000000000,46.0000000000,0.1151330517,0.2526177805,0.6322491678,0.1548077458,0.3396695265,0.5055227277,0.2562836497
2.0000000000,47.0000000000,0.0567347900,0.2051668121,0.7380983979,0.0847169679,0.3063571791,0.6089258530,0.3303019283
2.0000000000,48.0000000000,0.0436630256,0.2037087393,0.7526282352,0.0717343351,0.3346747222,0.5935909428,0.3913231990
2.0000000000,49.0000000000,0.0350922400,0.1962536840,0.7686540760,0.0622183592,0.3479567625,0.5898248783,0.4359825554
2.0000000000,50.0000000000,0.0327000829,0.2037689570,0.7635309601,0.0584786998,0.3644071394,0.5771141608,0.4408206234
2.0000000000,51.0000000000,0.0336073628,0.2207745900,0.7456180471,0.0562122995,0.3692716815,0.5745160190,0.4021350645
3.0000000000,45.0000000000,0.1704037288,0.2031274636,0.6264688075,0.2221852126,0.2648528821,0.5129619053,0.2330554909
3.0000000000,46.0000000000,0.0871846079,0.1933479169,0.7194674752,0.1193783578,0.2647434834,0.6158781588,0.2696782772
3.0000000000,47.0000000000,0.0662608119,0.2008201263,0.7329190618,0.1017744609,0.3084532093,0.5897723298,0.3489446041
3.0000000000,48.0000000000,0.0508801695,0.2067557812,0.7423640493,0.0865943135,0.3518831627,0.5615225238,0.4124305930
3.0000000000,49.0000000000,0.0438010473,0.2063941664,0.7498047863,0.0774206239,0.3648123985,0.5577669776,0.4342457459
3.0000000000,50.0000000000,0.0409600987,0.2184484299,0.7405914714,0.0699589102,0.3731049136,0.5569361763,0.4145120530
3.0000000000,51.0000000000,0.0418778187,0.2364766776,0.7216455038,0.0655923875,0.3703886777,0.5640189348,0.3615445293
3.0000000000,52.0000000000,0.0452684395,0.2455174679,0.7092140926,0.0634905669,0.3443468205,0.5921626126,0.2870052713
4.0000000000,45.0000000000,0.1203744795,0.1746017651,0.7050237554,0.1640215965,0.2379113942,0.5980670093,0.2661059145
4.0000000000,46.0000000000,0.0995111506,0.1882217764,0.7122670730,0.1408164748,0.2663493174,0.5928342079,0.2933273558
4.0000000000,47.0000000000,0.0821031916,0.1919887500,0.7259080584,0.1283686051,0.3001750303,0.5714563647,0.3604106584
4.0000000000,48.0000000000,0.0626654572,0.2118048846,0.7255296583,0.1110370432,0.3752974795,0.5136654773,0.4356346734
4.0000000000,49.0000000000,0.0533504625,0.2068588097,0.7397907278,0.0937842375,0.3636350061,0.5425807564,0.4311361495
4.0000000000,50.0000000000,0.0529701961,0.2246454690,0.7223843349,0.0867715415,0.3679962521,0.5452322063,0.3895441388
4.0000000000,51.0000000000,0.0497765514,0.2469027508,0.7033206978,0.0745553110,0.3698109022,0.5556337868,0.3323540508
4.0000000000,52.0000000000,0.0486274134,0.2505559538,0.7008166329,0.0676602548,0.3486239245,0.5837158207,0.2813001742
4.0000000000,53.0000000000,0.0444472625,0.2467254649,0.7088272726,0.0603639390,0.3350784751,0.6045575859,0.2636785611
5.0000000000,45.0000000000,0.2276644523,0.2026361256,0.5696994221,0.2948941302,0.2624748986,0.4426309713,0.2279790306
5.0000000000,46.0000000000,0.1413499311,0.1787996580,0.6798504108,0.1897796212,0.2400604734,0.5701599054,0.2551890966
5.0000000000,47.0000000000,0.1576472617,0.2357679032,0.6065848352,0.2320152578,0.3469882716,0.4209964705,0.3205306275
5.0000000000,48.0000000000,0.0888236932,0.2029826318,0.7081936750,0.1513816929,0.3459420939,0.5026762132,0.4132467966
5.0000000000,49.0000000000,0.0726353640,0.2061287015,0.7212359345,0.1297499923,0.3682117901,0.5020382176,0.4401898391
5.0000000000,50.0000000000,0.0811932738,0.2520331213,0.6667736049,0.1326664414,0.4118116658,0.4555218928,0.3879893596
5.0000000000,51.0000000000,0.0687929239,0.2824449037,0.6487621725,0.1025133872,0.4208918907,0.4765947221,0.3289371691
5.0000000000,52.0000000000,0.0517250909,0.2556229920,0.6926519171,0.0729862314,0.3606945589,0.5663192098,0.2913034430
5.0000000000,53.0000000000,0.0470067037,0.2520917960,0.7009015003,0.0637112809,0.3416766113,0.5946121078,0.2621918279
5.0000000000,54.0000000000,0.0411162643,0.2446204172,0.7142633185,0.0551409226,0.3280598498,0.6167992277,0.2543421045
5.0000000000,59.0000000000,0.0820972484,0.2924324120,0.6254703396,0.0879360770,0.3132304627,0.5988334604,0.0663985568
5.0000000000,60.0000000000,0.1007982951,0.2556091839,0.6435925210,0.1050486994,0.2663875642,0.6285637364,0.0404612745
5.0000000000,61.0000000000,0.1270223738,0.2361836490,0.6367939772,0.1303725434,0.2424129081,0.6272145486,0.0256968951
5.0000000000,62.0000000000,0.1226902675,0.2610209100,0.6162888224,0.1251549083,0.2662643803,0.6085807114,0.0196927214
5.0000000000,63.0000000000,0.1257935731,0.2539776682,0.6202287586,0.1279039625,0.2582385518,0.6138574856,0.0164997967
6.0000000000,45.0000000000,0.4458553612,0.1028768682,0.4512677706,0.5156816630,0.1189886208,0.3653297162,0.1354058266
6.0000000000,46.0000000000,0.3364758172,0.1658693139,0.4976548689,0.3998739866,0.1971221123,0.4030039011,0.1585453707
6.0000000000,47.0000000000,0.2778026640,0.2108107423,0.5113865938,0.3528000321,0.2677225466,0.3794774213,0.2125775548
6.0000000000,48.0000000000,0.1876056849,0.2399401751,0.5724541400,0.2770740478,0.3543666365,0.3685593157,0.3229041609
6.0000000000,49.0000000000,0.1202160175,0.2334526060,0.6463313764,0.1970999020,0.3827566967,0.4201434014,0.3900757111
6.0000000000,50.0000000000,0.0968916740,0.2416536473,0.6614546787,0.1545256295,0.3853961895,0.4600781810,0.3729734391
6.0000000000,51.0000000000,0.0829664122,0.2990998961,0.6179336917,0.1270640932,0.4580752149,0.4148606919,0.3470506886
6.0000000000,52.0000000000,0.0511965535,0.2542161011,0.6945873454,0.0768867758,0.3817807064,0.5413325178,0.3341305707
6.0000000000,53.0000000000,0.0499365471,0.2652283386,0.6848351143,0.0701970287,0.3728379787,0.5569649926,0.2886230649
6.0000000000,54.0000000000,0.0486518543,0.2791878421,0.6721603036,0.0676385322,0.3881425717,0.5442188962,0.2807080117
6.0000000000,59.0000000000,0.1533634868,0.2467336749,0.5999028383,0.1602081552,0.2577454890,0.5820463558,0.0427235957
6.0000000000,60.0000000000,0.1632682633,0.2156344354,0.6210973013,0.1671753569,0.2207946784,0.6120299647,0.0233712291
6.0000000000,61.0000000000,0.1795850307,0.1978256898,0.6225892795,0.1822969586,0.2008130713,0.6168899701,0.0148764296
6.0000000000,62.0000000000,0.1489143075,0.2296843683,0.6214013242,0.1508398032,0.2326542393,0.6165059574,0.0127651703
6.0000000000,63.0000000000,0.1375056827,0.2436696695,0.6188246479,0.1392241750,0.2467149579,0.6140608670,0.0123433475
7.0000000000,45.0000000000,0.3862177606,0.0911702996,0.5226119399,0.4587832798,0.1083000663,0.4329166539,0.1581694941
7.0000000000,46.0000000000,0.4360287719,0.1000373907,0.4639338374,0.5039788375,0.1156270666,0.3803940959,0.1348272198
7.0000000000,47.0000000000,0.2998998639,0.1905263568,0.5095737793,0.3572306126,0.2269485763,0.4158208111,0.1604866624
7.0000000000,48.0000000000,0.2416861948,0.2272924006,0.5310214046,0.3252965859,0.3059233150,0.3687800991,0.2570281850
7.0000000000,49.0000000000,0.1573378502,0.2330039224,0.6096582274,0.2356946618,0.3490436701,0.4152616681,0.3324505144
7.0000000000,50.0000000000,0.1231431799,0.2516939429,0.6251628771,0.1870887312,0.3823930847,0.4305181841,0.3417926395
7.0000000000,51.0000000000,0.0937760615,0.2794251210,0.6267988174,0.1419369787,0.4229305091,0.4351325122,0.3393119791
7.0000000000,52.0000000000,0.0719807604,0.2992476993,0.6287715402,0.1097036971,0.4560743559,0.4342219470,0.3438620360
7.0000000000,53.0000000000,0.0518447708,0.2817187996,0.6664364296,0.0781075564,0.4244278965,0.4974645471,0.3362387299
7.0000000000,54.0000000000,0.0470255256,0.2940110301,0.6589634442,0.0731569137,0.4573886046,0.4694544817,0.3571964251
7.0000000000,59.0000000000,0.1931993634,0.2266533784,0.5801472583,0.2009345887,0.2357280199,0.5633373914,0.0384962361
7.0000000000,60.0000000000,0.2060167195,0.1700354219,0.6239478586,0.2096847854,0.1730628516,0.6172523630,0.0174932381
7.0000000000,61.0000000000,0.2536808011,0.1605713273,0.5857478716,0.2563839603,0.1622823353,0.5813337044,0.0105434024
7.0000000000,62.0000000000,0.2030456656,0.1824671966,0.6144871378,0.2048958978,0.1841299097,0.6109741925,0.0090301086
7.0000000000,63.0000000000,0.1457646273,0.2294228541,0.6248125186,0.1472688185,0.2317903411,0.6209408404,0.0102139156
8.0000000000,45.0000000000,0.1989848940,0.1294623428,0.6715527632,0.2634839022,0.1714262956,0.5650898022,0.2447929747
8.0000000000,46.0000000000,0.3896143364,0.0816134193,0.5287722442,0.4690771137,0.0982586717,0.4326642145,0.1694023753
8.0000000000,47.0000000000,0.3618730588,0.1586080059,0.4795189353,0.4213393622,0.1846719296,0.3939887082,0.1411363587
8.0000000000,48.0000000000,0.3067903676,0.2025860059,0.4906236265,0.3935857772,0.2599005020,0.3465137208,0.2205247613
8.0000000000,49.0000000000,0.2002287361,0.2568135781,0.5429576857,0.2900772765,0.3720534062,0.3378693173,0.3097400162
8.0000000000,50.0000000000,0.1250790356,0.2341328664,0.6407880981,0.1901594380,0.3559555291,0.4538850329,0.3422412430
8.0000000000,51.0000000000,0.1197025600,0.2794599538,0.6008374862,0.1799320199,0.4200728370,0.3999951431,0.3347345289
8.0000000000,52.0000000000,0.0896357329,0.3264302476,0.5839340195,0.1363558398,0.4965728409,0.3670713193,0.3426337070
8.0000000000,53.0000000000,0.0554873691,0.2962786806,0.6482339503,0.0875574364,0.4675190431,0.4449235205,0.3662746258
8.0000000000,54.0000000000,0.0457911455,0.2990968267,0.6551120278,0.0758839528,0.4956558573,0.4284601900,0.3965635182
8.0000000000,55.0000000000,0.0520880101,0.3302951019,0.6176168880,0.0777210223,0.4928365075,0.4294424703,0.3298079649
8.0000000000,56.0000000000,0.0656005341,0.3551467616,0.5792527043,0.0837269948,0.4532794052,0.4629935999,0.2164948208
8.0000000000,57.0000000000,0.0717199638,0.3495183586,0.5787616776,0.0854880581,0.4166154606,0.4978964813,0.1610528373
8.0000000000,59.0000000000,0.1781582847,0.2884241115,0.5334176037,0.1886629002,0.3054302496,0.5059068502,0.0556792855
8.0000000000,60.0000000000,0.2225803805,0.2042851142,0.5731345053,0.2280599093,0.2093142464,0.5626258443,0.0240267075
8.0000000000,61.0000000000,0.3253410316,0.1552397096,0.5194192589,0.3291399879,0.1570524194,0.5138075928,0.0115420686
8.0000000000,62.0000000000,0.1713364314,0.1453266401,0.6833369285,0.1728043701,0.1465717377,0.6806238922,0.0084948004
8.0000000000,63.0000000000,0.1293912017,0.2096238889,0.6609849093,0.1306618245,0.2116823973,0.6576557782,0.0097245138
8.0000000000,64.0000000000,0.2002687687,0.2503390036,0.5493922277,0.2024566075,0.2530738353,0.5444695573,0.0108064575
9.0000000000,45.0000000000,0.2187823688,0.1323736328,0.6488439985,0.3122062257,0.1888994643,0.4988943101,0.2992376487
9.0000000000,46.0000000000,0.4156764847,0.0730802014,0.5112433140,0.5223121280,0.0918278443,0.3858600277,0.2041607645
9.0000000000,47.0000000000,0.3624269948,0.1328508390,0.5047221663,0.4183817961,0.1533615691,0.4282566348,0.1337410036
9.0000000000,48.0000000000,0.3441760847,0.1889857859,0.4668381294,0.4336532791,0.2381173749,0.3282293460,0.2063334898
9.0000000000,49.0000000000,0.2185738838,0.2352043498,0.5462217664,0.3232201079,0.3478127123,0.3289671798,0.3237614914
9.0000000000,50.0000000000,0.1722909753,0.2510109313,0.5766980934,0.2640625189,0.3847130046,0.3512244765,0.3475371816
9.0000000000,51.0000000000,0.1496870936,0.2924598161,0.5578530903,0.2243935723,0.4384219196,0.3371845081,0.3329261082
9.0000000000,52.0000000000,0.1049543214,0.3336598133,0.5613858653,0.1588914288,0.5051310303,0.3359775408,0.3394588863
9.0000000000,53.0000000000,0.0628806235,0.3115291423,0.6255902343,0.0999673248,0.4952675914,0.4047650839,0.3709882341
9.0000000000,54.0000000000,0.0485195268,0.3128614116,0.6386190616,0.0795834704,0.5131665235,0.4072500061,0.3903316034
9.0000000000,55.0000000000,0.0520507172,0.3450855479,0.6028637348,0.0783489846,0.5194376509,0.4022133645,0.3356554971
9.0000000000,56.0000000000,0.0680017562,0.3890154093,0.5429828344,0.0886894548,0.5073628458,0.4039476995,0.2332599586
9.0000000000,57.0000000000,0.0780826266,0.4027941216,0.5191232518,0.0956499223,0.4934161170,0.4109339607,0.1836624146
9.0000000000,58.0000000000,0.0921497580,0.4056537445,0.5021964975,0.1088136377,0.4790100433,0.4121763190,0.1531414630
9.0000000000,59.0000000000,0.1522711407,0.3738300453,0.4738988140,0.1683621580,0.4133339573,0.4183038847,0.0955738364
9.0000000000,60.0000000000,0.2315481105,0.2938196083,0.4746322812,0.2425866577,0.3078268122,0.4495865302,0.0455035213
9.0000000000,61.0000000000,0.3264087349,0.2085384383,0.4650528268,0.3328475256,0.2126521007,0.4545003738,0.0193445651
9.0000000000,62.0000000000,0.2860787300,0.1594577990,0.5544634709,0.2891225829,0.1611544162,0.5497230009,0.0105278973
9.0000000000,63.0000000000,0.1446449087,0.2132342195,0.6421208718,0.1461487409,0.2154511554,0.6384001037,0.0102897377
9.0000000000,64.0000000000,0.2364910085,0.2615351365,0.5019738550,0.2392070208,0.2645387715,0.4962542077,0.0113542334
10.0000000000,45.0000000000,0.2606256948,0.1301688577,0.6092054475,0.4221523645,0.2108429527,0.3670046828,0.3826264715
10.0000000000,46.0000000000,0.5257938203,0.0585526301,0.4156535496,0.6759610245,0.0752753157,0.2487636597,0.2221536432
10.0000000000,47.0000000000,0.2689144606,0.1104729630,0.6206125764,0.3050334947,0.1253110521,0.5696554532,0.1184100590
10.0000000000,48.0000000000,0.3622840621,0.1735160068,0.4641999311,0.4413464523,0.2113829506,0.3472705971,0.1791390635
10.0000000000,49.0000000000,0.2705207564,0.2102685318,0.5192107118,0.3880494146,0.3016204070,0.3103301784,0.3028703402
10.0000000000,50.0000000000,0.2271279070,0.2363601787,0.5365119143,0.3371063595,0.3508090239,0.3120846166,0.3262425920
10.0000000000,51.0000000000,0.1867752990,0.2755897474,0.5376349536,0.2714330454,0.4005035184,0.3280634362,0.3118918193
10.0000000000,52.0000000000,0.1263965119,0.3245915778,0.5490119103,0.1885053609,0.4840897236,0.3274049155,0.3294805446
10.0000000000,53.0000000000,0.0773390513,0.3236538668,0.5990070819,0.1201367754,0.5027567738,0.3771064507,0.3562416586
10.0000000000,54.0000000000,0.0587084468,0.3418438224,0.5994477308,0.0914770658,0.5326468597,0.3758760745,0.3582167694
10.0000000000,55.0000000000,0.0564099530,0.3786098937,0.5649801533,0.0832275000,0.5586027513,0.3581697487,0.3222197836
10.0000000000,56.0000000000,0.0607360155,0.4074246704,0.5318393142,0.0821341920,0.5509662730,0.3668995350,0.2605270226
10.0000000000,57.0000000000,0.0736545165,0.4300599331,0.4962855504,0.0937562129,0.5474313397,0.3588124474,0.2144038861
