Lon,Lat,LCC_all_BC4000_C,LCC_all_BC4000_B,LCC_all_BC4000_U,NLC_all_BC4000_C,NLC_all_BC4000_B,NLC_all_BC4000_O,HLU_all_BC4000
10.0000000000,55.0000000000,0.0621658977,0.7093598633,0.2284742390,0.0667909971,0.7621357417,0.1710732611,0.0692473474
10.0000000000,56.0000000000,0.0504622554,0.7192949667,0.2302427779,0.0562900657,0.8023652646,0.1413446697,0.1035317723
10.0000000000,57.0000000000,0.0527187867,0.7227717898,0.2245094235,0.0587619943,0.8056238487,0.1356141570,0.1028421130
10.0000000000,58.0000000000,0.0518542472,0.7324289036,0.2157168492,0.0567512131,0.8015973821,0.1416514049,0.0862883038
10.0000000000,60.0000000000,0.1385228871,0.6752310081,0.1862461049,0.1438345641,0.7011228234,0.1550426126,0.0369290721
10.0000000000,61.0000000000,0.1939625842,0.6082305850,0.1978068308,0.1974641917,0.6192109746,0.1833248337,0.0177328731
10.0000000000,62.0000000000,0.2484913564,0.5130953317,0.2384133120,0.2509491106,0.5181702052,0.2308806842,0.0097938352
10.0000000000,63.0000000000,0.2409112923,0.4844077873,0.2746809204,0.2429481721,0.4885034046,0.2685484233,0.0083840098
10.0000000000,64.0000000000,0.2046755625,0.5338479975,0.2614764400,0.2064793182,0.5385526696,0.2549680122,0.0087357697
10.0000000000,65.0000000000,0.1722752129,0.5629842105,0.2647405766,0.1738173065,0.5680236722,0.2581590213,0.0088719220
11.0000000000,45.0000000000,0.3095374935,0.3859591039,0.3045034026,0.3259870732,0.4064699150,0.2675430118,0.0504608344
11.0000000000,46.0000000000,0.6278910344,0.2016415866,0.1704673790,0.6464542556,0.2076029989,0.1459427455,0.0287154443
11.0000000000,47.0000000000,0.7251397470,0.1357342226,0.1391260304,0.7433879143,0.1391499791,0.1174621067,0.0245473015
11.0000000000,48.0000000000,0.6239879179,0.2191015435,0.1569105386,0.6457343577,0.2267373941,0.1275282481,0.0336770680
11.0000000000,49.0000000000,0.4385992035,0.3594039283,0.2019968682,0.4568151478,0.3743307269,0.1688541253,0.0398759639
11.0000000000,50.0000000000,0.4036541036,0.3977427479,0.1986031485,0.4198934411,0.4137442668,0.1663622921,0.0386749017
11.0000000000,51.0000000000,0.3498772143,0.4488913864,0.2012313993,0.3641164699,0.4671603075,0.1687232226,0.0391063213
11.0000000000,52.0000000000,0.1345084471,0.6172010299,0.2482905230,0.1401009058,0.6428624017,0.2170366925,0.0399173629
11.0000000000,53.0000000000,0.1073297342,0.6572236376,0.2354466282,0.1117867370,0.6845156796,0.2036975834,0.0398705871
11.0000000000,54.0000000000,0.0911624628,0.6940117511,0.2148257861,0.0959705883,0.7306155846,0.1734138271,0.0500999900
11.0000000000,55.0000000000,0.0702580515,0.7170830128,0.2126589357,0.0769832148,0.7857228382,0.1372939470,0.0873588268
11.0000000000,56.0000000000,0.0552798754,0.7185058763,0.2262142483,0.0633850974,0.8238543342,0.1127605684,0.1278726755
11.0000000000,58.0000000000,0.0571177258,0.7394833665,0.2033989077,0.0630565716,0.8163715407,0.1205718878,0.0941828203
11.0000000000,59.0000000000,0.1129056048,0.7071499716,0.1799444236,0.1204754807,0.7545615908,0.1249629285,0.0628333323
11.0000000000,60.0000000000,0.1449389815,0.6808221451,0.1742388734,0.1508314692,0.7085009383,0.1406675925,0.0390666994
11.0000000000,61.0000000000,0.1819194317,0.6341728254,0.1839077429,0.1855819053,0.6469402424,0.1674778523,0.0197350793
11.0000000000,62.0000000000,0.2500384141,0.5291597269,0.2208018590,0.2526706955,0.5347304603,0.2125988441,0.0104178344
11.0000000000,63.0000000000,0.2467729490,0.4979102037,0.2553168473,0.2488276113,0.5020558661,0.2491165226,0.0082573727
11.0000000000,64.0000000000,0.2136361171,0.5358004914,0.2505633916,0.2154610285,0.5403773787,0.2441615928,0.0084697982
11.0000000000,65.0000000000,0.1963448048,0.5568448189,0.2468103763,0.1981083171,0.5618462381,0.2400454449,0.0089017579
12.0000000000,45.0000000000,0.1243203278,0.4524565546,0.4232231176,0.1309771770,0.4766837677,0.3923390554,0.0508244977
12.0000000000,46.0000000000,0.2996664936,0.3575571772,0.3427763292,0.3087852968,0.3684375846,0.3227771187,0.0295312092
12.0000000000,47.0000000000,0.7068179242,0.1451787487,0.1480033271,0.7252658682,0.1489679132,0.1257662186,0.0254361122
12.0000000000,48.0000000000,0.6475247768,0.1964983423,0.1559768809,0.6706373546,0.2035121021,0.1258505433,0.0344636004
12.0000000000,49.0000000000,0.4600171342,0.3361309960,0.2038518698,0.4779405899,0.3492275277,0.1728318823,0.0375014303
12.0000000000,50.0000000000,0.4912836591,0.3291544112,0.1795619297,0.5086942628,0.3408193158,0.1504864214,0.0342260666
12.0000000000,51.0000000000,0.4210625106,0.3931815785,0.1857559109,0.4366196348,0.4077085775,0.1556717877,0.0356308397
12.0000000000,52.0000000000,0.1626854417,0.5891537415,0.2481608168,0.1685558139,0.6104128765,0.2210313095,0.0348274682
12.0000000000,53.0000000000,0.1295647645,0.6307818382,0.2396533973,0.1338496356,0.6516425940,0.2145077704,0.0320125725
12.0000000000,54.0000000000,0.1124517053,0.6744394548,0.2131088399,0.1171104856,0.7023809182,0.1805085963,0.0397810684
12.0000000000,55.0000000000,0.0812558261,0.7185788367,0.2001653372,0.0867953021,0.7675667115,0.1456379864,0.0638223024
12.0000000000,56.0000000000,0.0635514147,0.7293406928,0.2071078925,0.0710638118,0.8155558767,0.1133803115,0.1057133991
12.0000000000,57.0000000000,0.0647644800,0.7402246018,0.1950109182,0.0714373117,0.8164916270,0.1120710612,0.0934082147
12.0000000000,58.0000000000,0.1115764138,0.7137307671,0.1746928192,0.1195305390,0.7646116270,0.1158578341,0.0665447112
12.0000000000,59.0000000000,0.1302183810,0.7027248433,0.1670567757,0.1369560076,0.7390845151,0.1239594773,0.0491955535
12.0000000000,60.0000000000,0.1620570536,0.6724355668,0.1655073797,0.1674812693,0.6949426746,0.1375760561,0.0323869991
12.0000000000,61.0000000000,0.2039286786,0.6203406063,0.1757307151,0.2076401225,0.6316306289,0.1607292486,0.0178744064
12.0000000000,62.0000000000,0.2590074712,0.5293423629,0.2116501659,0.2616402623,0.5347230874,0.2036366502,0.0100626374
12.0000000000,63.0000000000,0.2584311041,0.4971167013,0.2444521947,0.2604259376,0.5009539525,0.2386201098,0.0076598882
12.0000000000,64.0000000000,0.2458758166,0.5048913269,0.2492328565,0.2477470621,0.5087338178,0.2435191201,0.0075530479
12.0000000000,65.0000000000,0.2261857899,0.5319564665,0.2418577436,0.2280083268,0.5362428114,0.2357488618,0.0079932912
12.0000000000,66.0000000000,0.2057557792,0.5525014500,0.2417427708,0.2074880513,0.5571529978,0.2353589510,0.0083487799
13.0000000000,46.0000000000,0.1730047029,0.3932074663,0.4337878308,0.1780934404,0.4047732189,0.4171333407,0.0285734136
13.0000000000,47.0000000000,0.7045069449,0.1479232677,0.1475697874,0.7229906560,0.1518042386,0.1252051054,0.0255656293
13.0000000000,48.0000000000,0.6653455361,0.1787617706,0.1558926932,0.6881427787,0.1848868218,0.1269703995,0.0331286519
13.0000000000,49.0000000000,0.5163259355,0.2925579221,0.1911161424,0.5358742241,0.3036342719,0.1604915040,0.0364792477
13.0000000000,50.0000000000,0.5006765949,0.3168935497,0.1824298554,0.5175728420,0.3275877019,0.1548394561,0.0326451577
13.0000000000,51.0000000000,0.3991167307,0.4031112966,0.1977719726,0.4122373505,0.4163632343,0.1713994152,0.0318278286
13.0000000000,52.0000000000,0.1733873310,0.5728668980,0.2537457710,0.1785514183,0.5899288983,0.2315196834,0.0289221301
13.0000000000,53.0000000000,0.1473774192,0.6067971505,0.2458254302,0.1511741775,0.6224295461,0.2263962764,0.0251151245
13.0000000000,54.0000000000,0.1250709401,0.6521466744,0.2227823855,0.1288662040,0.6719359932,0.1991978029,0.0294511961
13.0000000000,55.0000000000,0.0935830455,0.7036276020,0.2027893525,0.0977404350,0.7348859776,0.1673735874,0.0425350008
13.0000000000,56.0000000000,0.0869677249,0.7238951559,0.1891371192,0.0928915790,0.7732036704,0.1339047506,0.0637717026
13.0000000000,57.0000000000,0.1254922846,0.7039765295,0.1705311859,0.1329687257,0.7459172676,0.1211140067,0.0562270643
13.0000000000,58.0000000000,0.1596133151,0.6800100576,0.1603766273,0.1669842017,0.7114126821,0.1216031163,0.0441412210
13.0000000000,59.0000000000,0.1598311798,0.6813680127,0.1588008076,0.1660169981,0.7077384541,0.1262445478,0.0372601506
13.0000000000,60.0000000000,0.1728051018,0.6674733961,0.1597215022,0.1775450061,0.6857816520,0.1366733419,0.0266969171
13.0000000000,61.0000000000,0.2049606594,0.6258847242,0.1691546164,0.2084115432,0.6364226267,0.1551658300,0.0165580262
13.0000000000,62.0000000000,0.2465427711,0.5702407013,0.1832165276,0.2491561686,0.5762853546,0.1745584768,0.0104889935
13.0000000000,63.0000000000,0.2557117274,0.5278435297,0.2164447429,0.2578234013,0.5322024750,0.2099741238,0.0081903889
13.0000000000,64.0000000000,0.2440723852,0.5354015947,0.2205260200,0.2458354394,0.5392690622,0.2148954984,0.0071716843
13.0000000000,65.0000000000,0.2354608765,0.5377411144,0.2267980091,0.2370850989,0.5414504828,0.2214644183,0.0068507990
13.0000000000,66.0000000000,0.2114986202,0.5497234522,0.2387779276,0.2130213547,0.5536813166,0.2332973288,0.0071482715
13.0000000000,67.0000000000,0.1972059006,0.5724547710,0.2303393285,0.1986659281,0.5766929796,0.2246410923,0.0073491594
14.0000000000,46.0000000000,0.5662189835,0.2129767083,0.2208043082,0.5808624518,0.2184846792,0.2006528690,0.0252098725
14.0000000000,47.0000000000,0.6203959544,0.1933206429,0.1862834027,0.6366929427,0.1983989228,0.1649081345,0.0255963075
14.0000000000,48.0000000000,0.6534269045,0.1808981480,0.1656749475,0.6752103274,0.1869287856,0.1378608870,0.0322616850
14.0000000000,49.0000000000,0.4775785545,0.3095022679,0.2129191776,0.4961442792,0.3215340768,0.1823216440,0.0374200117
14.0000000000,50.0000000000,0.4623394759,0.3374048954,0.2002556287,0.4781846771,0.3489683650,0.1728469579,0.0331361543
14.0000000000,51.0000000000,0.3151864719,0.4545791200,0.2302344081,0.3245148640,0.4680330359,0.2074521001,0.0287456543
14.0000000000,52.0000000000,0.1836747287,0.5560093643,0.2603159070,0.1880343669,0.5692066055,0.2427590276,0.0231853268
14.0000000000,53.0000000000,0.1573505379,0.5841392989,0.2585101633,0.1604014253,0.5954652422,0.2441333325,0.0190203265
14.0000000000,54.0000000000,0.1371826938,0.6242528897,0.2385644164,0.1400460295,0.6372825621,0.2226714083,0.0204456754
14.0000000000,56.0000000000,0.1030823725,0.7037114196,0.1932062079,0.1081296502,0.7381676209,0.1537027289,0.0466780177
14.0000000000,57.0000000000,0.1560001721,0.6749273111,0.1690725168,0.1631335709,0.7057896211,0.1310768080,0.0437273502
14.0000000000,58.0000000000,0.1912945456,0.6517051380,0.1570003164,0.1988013531,0.6772794427,0.1239192042,0.0377603440
14.0000000000,59.0000000000,0.1817078245,0.6631953857,0.1550967898,0.1880637807,0.6863932903,0.1255429291,0.0337968114
14.0000000000,60.0000000000,0.1970988569,0.6515734427,0.1513277004,0.2023858260,0.6690512135,0.1285629605,0.0261232181
14.0000000000,61.0000000000,0.2276773219,0.6162690224,0.1560536558,0.2317282060,0.6272338141,0.1410379799,0.0174811872
14.0000000000,62.0000000000,0.2395516163,0.5954451157,0.1650032681,0.2425249712,0.6028358805,0.1546391483,0.0122599949
14.0000000000,63.0000000000,0.2329927689,0.5877854210,0.1792218101,0.2352664026,0.5935212587,0.1712123387,0.0096640814
14.0000000000,64.0000000000,0.2253857837,0.5867496116,0.1878646047,0.2271206160,0.5912659221,0.1816134619,0.0076383744
14.0000000000,65.0000000000,0.2399259135,0.5481147282,0.2119593583,0.2414527633,0.5516028419,0.2069443948,0.0063235962
14.0000000000,66.0000000000,0.2130818109,0.5432777246,0.2436404645,0.2143171075,0.5464272620,0.2392556305,0.0057638732
14.0000000000,67.0000000000,0.1840109422,0.5687314001,0.2472576577,0.1852355651,0.5725164006,0.2422480343,0.0066111652
14.0000000000,68.0000000000,0.1763124073,0.6081759460,0.2155116467,0.1774709305,0.6121721819,0.2103568876,0.0065279606
14.0000000000,69.0000000000,0.1594348835,0.6143356281,0.2262294884,0.1604714097,0.6183295780,0.2211990123,0.0064592574
15.0000000000,45.0000000000,0.5359164238,0.2176735719,0.2464100043,0.5488950206,0.2229450982,0.2281598812,0.0236449527
15.0000000000,46.0000000000,0.4446669156,0.2671551802,0.2881779042,0.4560263280,0.2739798971,0.2699937749,0.0249095537
15.0000000000,47.0000000000,0.5115794927,0.2464866525,0.2419338547,0.5255684457,0.2532267393,0.2212048150,0.0266168052
15.0000000000,48.0000000000,0.6031648674,0.2094490822,0.1873860504,0.6248141866,0.2169668112,0.1582190022,0.0346492119
15.0000000000,49.0000000000,0.4388532941,0.3264968750,0.2346498309,0.4569221848,0.3399397189,0.2031380963,0.0395447875
15.0000000000,50.0000000000,0.4536822515,0.3381427293,0.2081750192,0.4683419418,0.3490690278,0.1825890304,0.0313012545
15.0000000000,51.0000000000,0.3659267101,0.4151285391,0.2189447508,0.3748885578,0.4252953802,0.1998160620,0.0239053646
15.0000000000,52.0000000000,0.1782840709,0.5422528769,0.2794630522,0.1813359853,0.5515353067,0.2671287081,0.0168301641
15.0000000000,53.0000000000,0.1687759167,0.5587587399,0.2724653434,0.1710305033,0.5662228968,0.2627465999,0.0131823651
15.0000000000,54.0000000000,0.1582433622,0.5827753164,0.2589813214,0.1604371034,0.5908543801,0.2487085165,0.0136735276
15.0000000000,55.0000000000,0.1356331676,0.6269185683,0.2374482640,0.1382396387,0.6389661018,0.2227942595,0.0188547301
15.0000000000,57.0000000000,0.1965121060,0.6323189956,0.1711688984,0.2041822252,0.6569992159,0.1388185589,0.0375650682
15.0000000000,58.0000000000,0.2100792025,0.6304085309,0.1595122666,0.2185326544,0.6557757644,0.1256915812,0.0386827860
15.0000000000,59.0000000000,0.1911171349,0.6573549707,0.1515278943,0.1988311912,0.6838877735,0.1172810352,0.0387970129
15.0000000000,60.0000000000,0.2115532683,0.6460781760,0.1423685556,0.2182224089,0.6664455578,0.1153320333,0.0305612087
15.0000000000,61.0000000000,0.2317527638,0.6257642263,0.1424830098,0.2367525961,0.6392644589,0.1239829450,0.0211183844
15.0000000000,62.0000000000,0.2393862439,0.6144030820,0.1462106741,0.2429460120,0.6235394988,0.1335144892,0.0146525069
15.0000000000,63.0000000000,0.2284881998,0.6135723179,0.1579394824,0.2310450396,0.6204383448,0.1485166156,0.0110664130
15.0000000000,64.0000000000,0.2205364080,0.6108069929,0.1686565991,0.2224485114,0.6161028355,0.1614486531,0.0085957121
15.0000000000,65.0000000000,0.2325491889,0.5772384845,0.1902123265,0.2340675519,0.5810073969,0.1849250512,0.0064868578
15.0000000000,66.0000000000,0.2173632607,0.5571366871,0.2255000522,0.2185147182,0.5600880565,0.2213972253,0.0052694738
15.0000000000,67.0000000000,0.1938957239,0.5489463095,0.2571579666,0.1949940117,0.5520557183,0.2529502700,0.0056324183
15.0000000000,68.0000000000,0.1860085173,0.6054694808,0.2085220020,0.1870937529,0.6090019912,0.2039042559,0.0058004908
15.0000000000,69.0000000000,0.1738209092,0.6212924798,0.2048866110,0.1748671127,0.6250319516,0.2001009357,0.0059828490
16.0000000000,45.0000000000,0.5275468761,0.2187824489,0.2536706749,0.5394588230,0.2237225311,0.2368186460,0.0220812903
16.0000000000,46.0000000000,0.2520106459,0.3475762504,0.4004131037,0.2582234173,0.3561449829,0.3856315997,0.0240596749
16.0000000000,47.0000000000,0.2944345984,0.3488329641,0.3567324375,0.3031238566,0.3591276092,0.3377485343,0.0286657021
16.0000000000,48.0000000000,0.4117781806,0.3186175933,0.2696042260,0.4284393096,0.3315093128,0.2400513776,0.0388879559
16.0000000000,49.0000000000,0.3040909580,0.3989562333,0.2969528087,0.3173676121,0.4163747186,0.2662576693,0.0418336767
16.0000000000,50.0000000000,0.4340960013,0.3479802295,0.2179237691,0.4476969763,0.3588830491,0.1934199746,0.0303798678
16.0000000000,51.0000000000,0.3883424086,0.3985723813,0.2130852101,0.3966937481,0.4071437174,0.1961625345,0.0210523599
16.0000000000,52.0000000000,0.1779039108,0.5373924609,0.2847036283,0.1804304027,0.5450242081,0.2745453892,0.0140025840
16.0000000000,53.0000000000,0.1772707280,0.5469905036,0.2757387684,0.1791870349,0.5529035028,0.2679094623,0.0106944506
16.0000000000,54.0000000000,0.1807791952,0.5536876945,0.2655331103,0.1827151585,0.5596171327,0.2576677088,0.0105955267
16.0000000000,55.0000000000,0.1600505996,0.5853423582,0.2546070423,0.1622771743,0.5934854612,0.2442373645,0.0137208130
16.0000000000,57.0000000000,0.1755227087,0.6408889374,0.1835883540,0.1821975982,0.6652610708,0.1525413310,0.0366354421
16.0000000000,58.0000000000,0.2164626265,0.6237238913,0.1598134821,0.2261150930,0.6515368863,0.1223480208,0.0426882890
16.0000000000,59.0000000000,0.1902744046,0.6593871102,0.1503384853,0.1994918724,0.6913298167,0.1091783109,0.0462047286
16.0000000000,60.0000000000,0.2130605471,0.6504305224,0.1365089305,0.2215353448,0.6763023562,0.1021622990,0.0382548332
16.0000000000,61.0000000000,0.2296251641,0.6390921929,0.1312826431,0.2359308147,0.6566420643,0.1074271210,0.0267266939
16.0000000000,62.0000000000,0.2392856762,0.6282383585,0.1324759653,0.2436095194,0.6395904970,0.1167999837,0.0177490731
16.0000000000,63.0000000000,0.2265179484,0.6308395195,0.1426425321,0.2294267725,0.6389404281,0.1316327995,0.0126786601
16.0000000000,64.0000000000,0.2273938803,0.6141455981,0.1584605216,0.2295589180,0.6199929338,0.1504481483,0.0094312941
16.0000000000,65.0000000000,0.2291885924,0.5955508777,0.1752605299,0.2308352507,0.5998297502,0.1693349991,0.0071334783
16.0000000000,66.0000000000,0.2360113479,0.5682561058,0.1957325463,0.2372894308,0.5713334086,0.1913771606,0.0053861770
16.0000000000,67.0000000000,0.2125656859,0.5531168365,0.2343174776,0.2135802861,0.5557569259,0.2306627880,0.0047504392
16.0000000000,68.0000000000,0.2017221528,0.5440354989,0.2542423483,0.2027969742,0.5469342436,0.2502687822,0.0052999875
16.0000000000,69.0000000000,0.1863383582,0.6151805839,0.1984810579,0.1873845572,0.6186345228,0.1939809200,0.0055831654
17.0000000000,45.0000000000,0.4867526888,0.2390467559,0.2742005553,0.4971890535,0.2441721084,0.2586388381,0.0209907370
17.0000000000,46.0000000000,0.2591261611,0.3477170320,0.3931568069,0.2652570552,0.3559439756,0.3787989692,0.0231130293
17.0000000000,47.0000000000,0.2629371410,0.3670465356,0.3700163233,0.2703466802,0.3773898658,0.3522634540,0.0274075463
17.0000000000,48.0000000000,0.2916229342,0.3841813198,0.3241957460,0.3020685362,0.3979422580,0.2999892058,0.0345802385
17.0000000000,49.0000000000,0.3818033831,0.3611952299,0.2570013870,0.3963666806,0.3749724615,0.2286608579,0.0367419822
17.0000000000,50.0000000000,0.4111883786,0.3672959792,0.2215156422,0.4232421052,0.3780630279,0.1986948669,0.0284795072
17.0000000000,51.0000000000,0.3568597178,0.4205612848,0.2225789975,0.3635550125,0.4284517291,0.2079932583,0.0184161805
17.0000000000,52.0000000000,0.1957571719,0.5330853129,0.2711575152,0.1982490334,0.5398711420,0.2618798246,0.0125693497
17.0000000000,53.0000000000,0.1667418899,0.5641405141,0.2691175959,0.1684263308,0.5698395099,0.2617341594,0.0100010540
17.0000000000,54.0000000000,0.1798102890,0.5589119618,0.2612777492,0.1815606646,0.5643527286,0.2540866068,0.0096407203
17.0000000000,55.0000000000,0.1831060512,0.5660920400,0.2508019088,0.1853246906,0.5729512022,0.2417241072,0.0119716343
17.0000000000,59.0000000000,0.1913422043,0.6638251662,0.1448326295,0.2015719825,0.6993154245,0.0991125930,0.0507500007
17.0000000000,60.0000000000,0.1896467027,0.6766436957,0.1337096015,0.1990643496,0.7102450780,0.0906905724,0.0473095602
17.0000000000,61.0000000000,0.2008604607,0.6749852546,0.1241542847,0.2081878695,0.6996087813,0.0922033492,0.0351961373
17.0000000000,62.0000000000,0.2092180959,0.6685662639,0.1222156402,0.2140608397,0.6840414794,0.1018976809,0.0226232122
17.0000000000,63.0000000000,0.2144681051,0.6573527726,0.1281791222,0.2176492665,0.6671031515,0.1152475820,0.0146159987
17.0000000000,64.0000000000,0.2191251339,0.6419508150,0.1389240511,0.2214064610,0.6486342099,0.1299593291,0.0103037965
17.0000000000,65.0000000000,0.2283305354,0.6086945204,0.1629749442,0.2301724779,0.6136048593,0.1562226628,0.0080024446
17.0000000000,66.0000000000,0.2362972655,0.5818126604,0.1818900741,0.2377428160,0.5853719042,0.1768852798,0.0060803119
17.0000000000,67.0000000000,0.2448227134,0.5511663045,0.2040109821,0.2459621505,0.5537315050,0.2003063446,0.0046325709
17.0000000000,68.0000000000,0.2247628208,0.5119412560,0.2632959232,0.2258407354,0.5143964170,0.2597628476,0.0047728969
17.0000000000,69.0000000000,0.2037852552,0.5797673414,0.2164474033,0.2048792804,0.5828798338,0.2122408858,0.0053398525
17.0000000000,70.0000000000,0.1845875975,0.6137917054,0.2016206971,0.1855586560,0.6170206745,0.1974206695,0.0052331619
18.0000000000,45.0000000000,0.3813269321,0.2971614352,0.3215116327,0.3901752821,0.3040568001,0.3057679178,0.0226778844
18.0000000000,46.0000000000,0.2410202459,0.3679833007,0.3909964534,0.2469968698,0.3771082511,0.3758948791,0.0241971645
18.0000000000,47.0000000000,0.2706673855,0.3735769131,0.3557557014,0.2780564286,0.3837753191,0.3381682524,0.0265738975
18.0000000000,48.0000000000,0.3346387118,0.3652378180,0.3001234702,0.3446417453,0.3761555211,0.2792027336,0.0290244394
18.0000000000,49.0000000000,0.4295017044,0.3370546531,0.2334436424,0.4423129455,0.3471083697,0.2105786848,0.0289642010
18.0000000000,50.0000000000,0.4283521438,0.3589812724,0.2126665838,0.4387844476,0.3677240831,0.1934914693,0.0237754639
18.0000000000,51.0000000000,0.2727922239,0.4740058473,0.2532019288,0.2771247067,0.4815340025,0.2413412908,0.0156336939
18.0000000000,52.0000000000,0.2062709423,0.5316309082,0.2620981495,0.2087009001,0.5378937421,0.2534053578,0.0116432548
18.0000000000,53.0000000000,0.1712093681,0.5702149278,0.2585757040,0.1729212436,0.5759163502,0.2511624062,0.0098997405
18.0000000000,54.0000000000,0.1764232265,0.5760048887,0.2475718849,0.1781685529,0.5817032120,0.2401282351,0.0097959289
18.0000000000,55.0000000000,0.2035893078,0.5698011781,0.2266095141,0.2059847150,0.5765053901,0.2175098948,0.0116290534
18.0000000000,58.0000000000,0.1557504924,0.6897383387,0.1545111688,0.1622973264,0.7187308786,0.1189717950,0.0403385200
18.0000000000,60.0000000000,0.1852532815,0.6861546754,0.1285920431,0.1950457106,0.7224245920,0.0825296974,0.0502058166
18.0000000000,61.0000000000,0.1905605881,0.6888229233,0.1206164886,0.1985251808,0.7176126858,0.0838621333,0.0401188038
18.0000000000,63.0000000000,0.2063703735,0.6716680001,0.1219616264,0.2099310174,0.6832567300,0.1068122526,0.0169610184
18.0000000000,64.0000000000,0.2218413689,0.6468222239,0.1313364071,0.2244602296,0.6544580282,0.1210817423,0.0116673704
18.0000000000,65.0000000000,0.2360873666,0.6077358816,0.1561767518,0.2381740851,0.6131075104,0.1487184046,0.0087613162
18.0000000000,66.0000000000,0.2432960615,0.5832716975,0.1734322410,0.2449561560,0.5872515651,0.1677922789,0.0067771086
18.0000000000,67.0000000000,0.2644202279,0.5444103862,0.1911693859,0.2657804849,0.5472109965,0.1870085187,0.0051179715
18.0000000000,68.0000000000,0.2436870803,0.5289973261,0.2273155936,0.2447746836,0.5313583017,0.2238670147,0.0044432836
18.0000000000,69.0000000000,0.3064100286,0.4401562275,0.2534337438,0.3079629491,0.4423869888,0.2496500621,0.0050425562
18.0000000000,70.0000000000,0.2070624097,0.5991082481,0.1938293422,0.2081245210,0.6021813298,0.1896941492,0.0051032496
19.0000000000,45.0000000000,0.3595337903,0.3220036616,0.3184625481,0.3686032597,0.3301264095,0.3012703309,0.0246049624
19.0000000000,46.0000000000,0.2158622024,0.3951936406,0.3889441570,0.2215956166,0.4056901925,0.3727141909,0.0258733194
19.0000000000,47.0000000000,0.2354777090,0.4011631973,0.3633590937,0.2417802791,0.4119003460,0.3463193749,0.0260673456
19.0000000000,48.0000000000,0.3346670311,0.3689916705,0.2963412984,0.3429206064,0.3780917617,0.2789876319,0.0240684727
19.0000000000,49.0000000000,0.4521482479,0.3230806605,0.2247710917,0.4623373537,0.3303612439,0.2073014024,0.0220382492
19.0000000000,50.0000000000,0.4403327546,0.3496520361,0.2100152093,0.4488166684,0.3563887999,0.1947945318,0.0189028492
19.0000000000,51.0000000000,0.3093628106,0.4540721848,0.2365650045,0.3136756685,0.4604024506,0.2259218809,0.0137494181
19.0000000000,52.0000000000,0.2449121557,0.5127026029,0.2423852414,0.2476075853,0.5183452536,0.2340471611,0.0108858925
19.0000000000,53.0000000000,0.2219432032,0.5512862432,0.2267705536,0.2241161452,0.5566836288,0.2192002260,0.0096956068
19.0000000000,54.0000000000,0.2092530529,0.5730526020,0.2176943451,0.2113183264,0.5787084829,0.2099731906,0.0097732815
19.0000000000,55.0000000000,0.1927783205,0.5951246638,0.2120970158,0.1949305321,0.6017687419,0.2033007259,0.0110409161
19.0000000000,64.0000000000,0.2326046998,0.6359243506,0.1314709496,0.2356218411,0.6441729958,0.1202051631,0.0128050155
19.0000000000,65.0000000000,0.2455775116,0.6027737730,0.1516487154,0.2479764906,0.6086621038,0.1433614056,0.0096742196
19.0000000000,66.0000000000,0.2586916268,0.5721498717,0.1691585016,0.2606754762,0.5765375637,0.1627869601,0.0076104183
19.0000000000,67.0000000000,0.2790967777,0.5368124809,0.1840907414,0.2807748416,0.5400400554,0.1791851030,0.0059765465
19.0000000000,68.0000000000,0.2937113178,0.5103832097,0.1959054725,0.2951245001,0.5128389016,0.1920365983,0.0047884275
19.0000000000,69.0000000000,0.2717082879,0.4926056032,0.2356861089,0.2729970744,0.4949421659,0.2320607597,0.0047208802
19.0000000000,70.0000000000,0.2313379303,0.5493807073,0.2192813624,0.2324929816,0.5521237200,0.2153832984,0.0049681124
20.0000000000,45.0000000000,0.2093521964,0.4071482280,0.3834995757,0.2150286534,0.4181878037,0.3667835429,0.0263986075
20.0000000000,46.0000000000,0.1721128027,0.4303726722,0.3975145251,0.1768611856,0.4422461307,0.3808926837,0.0268480777
20.0000000000,47.0000000000,0.1937240083,0.4351564633,0.3711195284,0.1989358635,0.4468636980,0.3542004385,0.0261986704
20.0000000000,48.0000000000,0.2518066709,0.4218543452,0.3263389839,0.2576538098,0.4316501179,0.3106960723,0.0226937798
20.0000000000,49.0000000000,0.3961460882,0.3627707969,0.2410831149,0.4040687494,0.3700259743,0.2259052763,0.0196072110
20.0000000000,50.0000000000,0.4032494991,0.3775149285,0.2192355724,0.4102585551,0.3840766808,0.2056647641,0.0170844849
20.0000000000,51.0000000000,0.3012662387,0.4654439888,0.2332897725,0.3052030135,0.4715261446,0.2232708419,0.0128988728
20.0000000000,52.0000000000,0.2810857285,0.4930081276,0.2259061439,0.2840200559,0.4981547682,0.2178251759,0.0103314090
20.0000000000,53.0000000000,0.2268676205,0.5520785549,0.2210538246,0.2289720255,0.5571995892,0.2138283853,0.0091906642
20.0000000000,54.0000000000,0.2451806510,0.5557495992,0.1990697497,0.2474020508,0.5607848335,0.1918131157,0.0089789060
20.0000000000,55.0000000000,0.2743830999,0.5453968593,0.1802200408,0.2770912345,0.5507798736,0.1721288919,0.0097734404
20.0000000000,64.0000000000,0.2467968989,0.6154833937,0.1377197074,0.2501474098,0.6238391867,0.1260134035,0.0133941458
