Lon,Lat,LCC_elev_BC1000_C,LCC_elev_BC1000_B,LCC_elev_BC1000_U,NLC_elev_BC1000_C,NLC_elev_BC1000_B,NLC_elev_BC1000_O,HLU_elev_BC1000
10.0000000000,57.0000000000,0.0563424150,0.5412244114,0.4024331735,0.0697616459,0.6701293462,0.2601090078,0.1923582896
10.0000000000,58.0000000000,0.0626194469,0.5479586575,0.3894218956,0.0754589213,0.6603119510,0.2642291277,0.1701518402
10.0000000000,60.0000000000,0.1347480555,0.5415298439,0.3237221006,0.1462615638,0.5878007034,0.2659377329,0.0787186188
10.0000000000,61.0000000000,0.2326358845,0.4755755320,0.2917885836,0.2412773766,0.4932412598,0.2654813636,0.0358155922
10.0000000000,62.0000000000,0.2715350794,0.4027612224,0.3257036982,0.2765081847,0.4101377057,0.3133541096,0.0179853820
10.0000000000,63.0000000000,0.1701235126,0.3638571630,0.4660193244,0.1724738286,0.3688839774,0.4586421940,0.0136270879
10.0000000000,64.0000000000,0.1537317409,0.3603848629,0.4858833962,0.1558965978,0.3654598178,0.4786435845,0.0138864921
10.0000000000,65.0000000000,0.1744040540,0.3693344138,0.4562615323,0.1769467395,0.3747190435,0.4483342171,0.0143697787
11.0000000000,45.0000000000,0.5195147846,0.2129280623,0.2675571531,0.6825203292,0.2797374310,0.0377422399,0.2388288489
11.0000000000,46.0000000000,0.7670969485,0.0821422630,0.1507607885,0.8949983611,0.0958382000,0.0091634389,0.1429068680
11.0000000000,47.0000000000,0.7645129549,0.1229702586,0.1125167865,0.8444974252,0.1358355880,0.0196669868,0.0947125094
11.0000000000,48.0000000000,0.5730898894,0.2613607294,0.1655493812,0.6460016547,0.2946125326,0.0593858127,0.1128662207
11.0000000000,49.0000000000,0.5082029998,0.2955863481,0.1962106521,0.5923546410,0.3445315065,0.0631138525,0.1420629390
11.0000000000,50.0000000000,0.4534120517,0.3376921671,0.2088957812,0.5284776672,0.3935995261,0.0779228067,0.1420412254
11.0000000000,51.0000000000,0.3226856604,0.4252296059,0.2520847337,0.3783360949,0.4985647901,0.1230991150,0.1470925858
11.0000000000,52.0000000000,0.2101488194,0.4899273699,0.2999238107,0.2504062703,0.5837809880,0.1658127416,0.1607685418
11.0000000000,53.0000000000,0.1460217165,0.5252060754,0.3287722082,0.1727199458,0.6212333826,0.2060466716,0.1545752529
11.0000000000,54.0000000000,0.0998425875,0.5483919661,0.3517654464,0.1192102145,0.6547699284,0.2260198571,0.1624661697
11.0000000000,55.0000000000,0.0731978067,0.5531900527,0.3736121406,0.0922117590,0.6968873810,0.2109008600,0.2061987809
11.0000000000,56.0000000000,0.0596135225,0.5546146454,0.3857718321,0.0779273142,0.7249970795,0.1970756062,0.2350112006
11.0000000000,58.0000000000,0.0714458020,0.5758243242,0.3527298737,0.0876497678,0.7064217471,0.2059284852,0.1848717475
11.0000000000,59.0000000000,0.0967124306,0.5835224734,0.3197650960,0.1120981767,0.6763536485,0.2115481749,0.1372524201
11.0000000000,60.0000000000,0.1356263138,0.5719290273,0.2924446589,0.1490112632,0.6283726546,0.2226160822,0.0898250852
11.0000000000,61.0000000000,0.2207255451,0.5150393132,0.2642351417,0.2309036694,0.5387888714,0.2303074592,0.0440795262
11.0000000000,62.0000000000,0.2945703081,0.4355796294,0.2698500625,0.3009669386,0.4450382946,0.2539947668,0.0212535985
11.0000000000,63.0000000000,0.2266269105,0.4064604078,0.3669126817,0.2300446885,0.4125902687,0.3573650429,0.0148570176
11.0000000000,64.0000000000,0.1871802046,0.3987431611,0.4140766343,0.1899328718,0.4046070678,0.4054600604,0.0144928428
11.0000000000,65.0000000000,0.1850851549,0.4028200249,0.4120948202,0.1879057399,0.4089587566,0.4031355036,0.0150106376
12.0000000000,45.0000000000,0.4865897501,0.2468126547,0.2665975952,0.6305267398,0.3198217358,0.0496515244,0.2282805479
12.0000000000,46.0000000000,0.7611196882,0.0911813836,0.1476989282,0.8831042862,0.1057950174,0.0111006964,0.1381315886
12.0000000000,47.0000000000,0.7867265389,0.1060288562,0.1072446050,0.8668864415,0.1168321815,0.0162813770,0.0924687466
12.0000000000,48.0000000000,0.6173356825,0.2306849699,0.1519793476,0.6891931868,0.2575365625,0.0532702507,0.1042632250
12.0000000000,49.0000000000,0.6047540271,0.2309205740,0.1643253989,0.6889877080,0.2630845432,0.0479277488,0.1222571607
12.0000000000,50.0000000000,0.5636235074,0.2655682019,0.1708082907,0.6383139207,0.3007608411,0.0609252382,0.1170120389
12.0000000000,51.0000000000,0.3873860300,0.3830290551,0.2295849149,0.4456700960,0.4406575936,0.1136723104,0.1307784986
12.0000000000,52.0000000000,0.2730917865,0.4548318501,0.2720763634,0.3175778272,0.5289229404,0.1534992323,0.1400791772
12.0000000000,53.0000000000,0.1990341841,0.5029390530,0.2980267629,0.2272811852,0.5743163395,0.1984024753,0.1242821796
12.0000000000,54.0000000000,0.1273437602,0.5476635941,0.3249926457,0.1473976822,0.6339089112,0.2186934067,0.1360531704
12.0000000000,55.0000000000,0.0897805028,0.5682144267,0.3420050705,0.1085957912,0.6872950505,0.2041091583,0.1732598303
12.0000000000,56.0000000000,0.0701705242,0.5700101304,0.3598193455,0.0903765020,0.7341475970,0.1754759010,0.2235755689
12.0000000000,57.0000000000,0.0768052861,0.5879469909,0.3352477230,0.0955191178,0.7312019881,0.1732788941,0.1959171331
12.0000000000,58.0000000000,0.0880094139,0.6003511159,0.3116394703,0.1037995773,0.7080628007,0.1881376220,0.1521216546
12.0000000000,59.0000000000,0.1112115821,0.6011948579,0.2875935600,0.1262567870,0.6825272124,0.1912160006,0.1191635338
12.0000000000,60.0000000000,0.1589414193,0.5832950344,0.2577635463,0.1725853220,0.6333664425,0.1940482355,0.0790559853
12.0000000000,61.0000000000,0.2449539165,0.5251133656,0.2299327179,0.2557373777,0.5482301201,0.1960325023,0.0421661519
12.0000000000,62.0000000000,0.3244427312,0.4496799319,0.2258773369,0.3318044936,0.4598833870,0.2083121194,0.0221870487
12.0000000000,63.0000000000,0.3030205747,0.4208032815,0.2761761438,0.3076704390,0.4272605267,0.2650690343,0.0151131331
12.0000000000,64.0000000000,0.2595895860,0.4155720114,0.3248384027,0.2632170446,0.4213791407,0.3154038147,0.0137812452
12.0000000000,65.0000000000,0.2320159280,0.4175277547,0.3504563174,0.2352240350,0.4233009519,0.3414750131,0.0136385171
12.0000000000,66.0000000000,0.1898999422,0.4212327903,0.3888672675,0.1924993262,0.4269986991,0.3805019747,0.0135033406
13.0000000000,46.0000000000,0.7541106513,0.1148569477,0.1310324010,0.8525771644,0.1298541675,0.0175686681,0.1154927873
13.0000000000,47.0000000000,0.8003266152,0.1007005695,0.0989728154,0.8738868136,0.1099562330,0.0161569533,0.0841758879
13.0000000000,48.0000000000,0.6825531958,0.1889713237,0.1284754805,0.7497247285,0.2075683993,0.0427068722,0.0895949275
13.0000000000,49.0000000000,0.6643403141,0.1946578324,0.1410018535,0.7412265884,0.2171862191,0.0415871925,0.1037284354
13.0000000000,50.0000000000,0.6076838324,0.2374272318,0.1548889358,0.6776692581,0.2647711317,0.0575596102,0.1032737207
13.0000000000,51.0000000000,0.4545448298,0.3416920615,0.2037631087,0.5133476039,0.3858954928,0.1007569033,0.1145476744
13.0000000000,52.0000000000,0.3254323116,0.4286937299,0.2458739585,0.3677957285,0.4844992863,0.1477049852,0.1151819166
13.0000000000,53.0000000000,0.2357921195,0.4859591925,0.2782486881,0.2608962505,0.5376979159,0.2014058335,0.0962226595
13.0000000000,54.0000000000,0.1541792923,0.5374291230,0.3083915847,0.1720249226,0.5996343733,0.2283407041,0.1037386332
13.0000000000,55.0000000000,0.1118279871,0.5711909336,0.3169810793,0.1286824271,0.6572794304,0.2140381425,0.1309770135
13.0000000000,56.0000000000,0.0981980963,0.5848140958,0.3169878079,0.1186887332,0.7068451096,0.1744661572,0.1726418025
13.0000000000,57.0000000000,0.1068149460,0.6030085945,0.2901764594,0.1254643864,0.7082913590,0.1662442546,0.1486432993
13.0000000000,58.0000000000,0.1075609785,0.6132149822,0.2792240393,0.1218562801,0.6947138049,0.1834299150,0.1173128015
13.0000000000,59.0000000000,0.1249925683,0.6101676589,0.2648397727,0.1389594576,0.6783488657,0.1826916766,0.1005105341
13.0000000000,60.0000000000,0.1869869078,0.5832533551,0.2297597371,0.2010535749,0.6271303884,0.1718160367,0.0699647699
13.0000000000,61.0000000000,0.2597392592,0.5313708980,0.2088898428,0.2707874532,0.5539731367,0.1752394101,0.0408002433
13.0000000000,62.0000000000,0.3157359666,0.4746426426,0.2096213907,0.3235606306,0.4864053798,0.1900339896,0.0241829915
13.0000000000,63.0000000000,0.3179311828,0.4418370898,0.2402317274,0.3232845434,0.4492767919,0.2274386647,0.0165592841
13.0000000000,64.0000000000,0.3417337223,0.4144130313,0.2438532464,0.3464490993,0.4201312661,0.2334196346,0.0136105910
13.0000000000,65.0000000000,0.3328528088,0.4074943596,0.2596528316,0.3369591410,0.4125215282,0.2505193308,0.0121864394
13.0000000000,66.0000000000,0.2441288861,0.4301740774,0.3256970365,0.2471132654,0.4354327857,0.3174539489,0.0120769691
13.0000000000,67.0000000000,0.1789954913,0.4403497208,0.3806547879,0.1811829422,0.4457311043,0.3730859535,0.0120731612
14.0000000000,46.0000000000,0.7554621020,0.1285563134,0.1159815846,0.8345508072,0.1420147680,0.0234344249,0.0947679931
14.0000000000,47.0000000000,0.7913222310,0.1101331430,0.0985446261,0.8605732604,0.1197712313,0.0196555083,0.0804708125
14.0000000000,48.0000000000,0.7071853108,0.1716822666,0.1211324227,0.7736037525,0.1878065673,0.0385896802,0.0858558939
14.0000000000,49.0000000000,0.6593148982,0.1971299716,0.1435551302,0.7357424528,0.2199812096,0.0442763376,0.1038781361
14.0000000000,50.0000000000,0.5975351553,0.2424467402,0.1600181045,0.6671685890,0.2707001390,0.0621312720,0.1043715710
14.0000000000,51.0000000000,0.4927310878,0.3192583362,0.1880105760,0.5484876485,0.3553850334,0.0961273180,0.1016550890
14.0000000000,52.0000000000,0.3601842454,0.4119150125,0.2279007421,0.3939965535,0.4505835480,0.1554198984,0.0858187916
14.0000000000,53.0000000000,0.2549994423,0.4706129525,0.2743876052,0.2732075670,0.5042168665,0.2225755665,0.0666457554
14.0000000000,54.0000000000,0.1753227196,0.5147711912,0.3099060892,0.1878100480,0.5514356743,0.2607542777,0.0664891388
14.0000000000,56.0000000000,0.1237233872,0.5827848006,0.2934918121,0.1421668133,0.6696604401,0.1881727466,0.1297308819
14.0000000000,57.0000000000,0.1368475016,0.5949006659,0.2682518325,0.1562440568,0.6792209748,0.1645349685,0.1241426752
14.0000000000,58.0000000000,0.1358269952,0.6064901740,0.2576828308,0.1517196637,0.6774535879,0.1708267484,0.1047502223
14.0000000000,59.0000000000,0.1604672325,0.6012473546,0.2382854129,0.1768903425,0.6627823564,0.1603273011,0.0928434519
14.0000000000,60.0000000000,0.2096972946,0.5795299859,0.2107727195,0.2255539818,0.6233523237,0.1510936945,0.0703010740
14.0000000000,61.0000000000,0.2698988992,0.5388055924,0.1912955084,0.2825628318,0.5640869023,0.1533502659,0.0448181119
14.0000000000,62.0000000000,0.2960242435,0.5028565401,0.2011192164,0.3046626934,0.5175306795,0.1778066272,0.0283541439
14.0000000000,63.0000000000,0.3054044332,0.4703728344,0.2242227323,0.3114015945,0.4796094448,0.2089889607,0.0192586082
14.0000000000,64.0000000000,0.3776262000,0.4181118151,0.2042619848,0.3831209628,0.4241956759,0.1926833613,0.0143421094
14.0000000000,65.0000000000,0.4057829149,0.3913121783,0.2029049068,0.4105814857,0.3959396259,0.1934788884,0.0116872557
14.0000000000,66.0000000000,0.3563157911,0.4057133499,0.2379708590,0.3601485360,0.4100774444,0.2297740196,0.0106421227
14.0000000000,67.0000000000,0.1823059050,0.4556125555,0.3620815395,0.1844514212,0.4609745547,0.3545740241,0.0116318767
14.0000000000,68.0000000000,0.1655896892,0.4641209998,0.3702893109,0.1674732654,0.4694003579,0.3631263768,0.0112470259
14.0000000000,69.0000000000,0.1529063672,0.4715906382,0.3755029946,0.1546019913,0.4768202470,0.3685777617,0.0109676735
15.0000000000,45.0000000000,0.6767188672,0.1886096111,0.1346715217,0.7464382127,0.2080412233,0.0455205640,0.0934027013
15.0000000000,46.0000000000,0.6898081858,0.1809288779,0.1292629363,0.7582615798,0.1988834281,0.0428549920,0.0902767538
15.0000000000,47.0000000000,0.7474534905,0.1412428979,0.1113036116,0.8166200799,0.1543129947,0.0290669254,0.0846986145
15.0000000000,48.0000000000,0.6828613891,0.1832725829,0.1338660279,0.7556164050,0.2027992393,0.0415843557,0.0962856489
15.0000000000,49.0000000000,0.6473804137,0.1986499010,0.1539696853,0.7322264191,0.2246850577,0.0430885232,0.1158740018
15.0000000000,50.0000000000,0.6221720927,0.2270223610,0.1508055463,0.6913907488,0.2522793323,0.0563299189,0.1001151030
15.0000000000,51.0000000000,0.5356925439,0.2972922885,0.1670151676,0.5811059705,0.3224952928,0.0963987366,0.0781499914
15.0000000000,52.0000000000,0.3943053276,0.3862367286,0.2194579437,0.4165202751,0.4079970956,0.1754826292,0.0533346125
15.0000000000,53.0000000000,0.2844670935,0.4385948586,0.2769380479,0.2964482046,0.4570674828,0.2464843127,0.0404155292
15.0000000000,54.0000000000,0.1911017997,0.4808666166,0.3280315837,0.1992031926,0.5012520310,0.2995447764,0.0406689911
15.0000000000,55.0000000000,0.1526764919,0.5199760624,0.3273474457,0.1614808274,0.5499613184,0.2885578542,0.0545224818
15.0000000000,57.0000000000,0.1667001005,0.5707804569,0.2625194426,0.1876217869,0.6424162250,0.1699619880,0.1115098986
15.0000000000,58.0000000000,0.1643637714,0.5835136268,0.2521226017,0.1850295957,0.6568800993,0.1580903050,0.1116892908
15.0000000000,59.0000000000,0.1802352707,0.5848534111,0.2349113182,0.2025477681,0.6572562218,0.1401960101,0.1101591865
15.0000000000,60.0000000000,0.2276066500,0.5687176128,0.2036757372,0.2493538126,0.6230569496,0.1275892378,0.0872140770
15.0000000000,61.0000000000,0.2721811173,0.5441906831,0.1836281996,0.2886180908,0.5770542701,0.1343276391,0.0569506002
15.0000000000,62.0000000000,0.3088198985,0.5083971534,0.1827829481,0.3196717105,0.5262620330,0.1540662565,0.0339467385
15.0000000000,63.0000000000,0.3213207100,0.4771927353,0.2014865547,0.3283688204,0.4876598698,0.1839713099,0.0214640062
15.0000000000,64.0000000000,0.3590314181,0.4387018694,0.2022667125,0.3646407974,0.4455559915,0.1898032111,0.0153833014
15.0000000000,65.0000000000,0.4138082862,0.3971381844,0.1890535295,0.4187259956,0.4018577858,0.1794162186,0.0117444570
15.0000000000,66.0000000000,0.4194097259,0.3868728566,0.1937174174,0.4236753171,0.3908075327,0.1855171502,0.0100680662
15.0000000000,67.0000000000,0.2503135995,0.4562567964,0.2934296041,0.2530167937,0.4611840186,0.2857991877,0.0106838529
15.0000000000,68.0000000000,0.1927170806,0.4763114769,0.3309714425,0.1947818423,0.4814146556,0.3238035021,0.0106003808
15.0000000000,69.0000000000,0.1533582108,0.4878050377,0.3588367515,0.1549921788,0.4930023978,0.3520054234,0.0105422612
16.0000000000,45.0000000000,0.6323312967,0.2237994703,0.1438692331,0.6906858139,0.2444527419,0.0648614442,0.0844877888
16.0000000000,46.0000000000,0.6321590856,0.2231809327,0.1446599817,0.6922546247,0.2443973935,0.0633479818,0.0868113220
16.0000000000,47.0000000000,0.6411370540,0.2138931482,0.1449697977,0.7080543655,0.2362177890,0.0557278455,0.0945087196
16.0000000000,48.0000000000,0.5937428956,0.2352364391,0.1710206653,0.6748248007,0.2673604759,0.0578147234,0.1201525269
16.0000000000,49.0000000000,0.6005877051,0.2173313538,0.1820809411,0.7008703737,0.2536200889,0.0455095374,0.1430830470
16.0000000000,50.0000000000,0.6111288442,0.2339019743,0.1549691814,0.6819191986,0.2609961032,0.0570846982,0.1038104727
16.0000000000,51.0000000000,0.5140817141,0.3133523340,0.1725659519,0.5503988081,0.3354889825,0.1141122095,0.0659832352
16.0000000000,52.0000000000,0.3969836462,0.3776687124,0.2253476414,0.4139765954,0.3938348828,0.1921885218,0.0410480916
16.0000000000,53.0000000000,0.2957387899,0.4202527254,0.2840084846,0.3050841786,0.4335327725,0.2613830490,0.0306321641
16.0000000000,54.0000000000,0.2000125839,0.4557152043,0.3442722118,0.2062870653,0.4700111875,0.3237017472,0.0304162617
16.0000000000,55.0000000000,0.1674008854,0.4850325135,0.3475666011,0.1743391201,0.5051355698,0.3205253101,0.0397973485
16.0000000000,57.0000000000,0.1750579273,0.5514226137,0.2735194590,0.1979076770,0.6233980387,0.1786942843,0.1154566112
16.0000000000,58.0000000000,0.1893581458,0.5531510736,0.2574907806,0.2187434881,0.6389912342,0.1422652777,0.1343369925
16.0000000000,59.0000000000,0.2037551223,0.5532977400,0.2429471377,0.2369315961,0.6433885695,0.1196798344,0.1400255363
16.0000000000,60.0000000000,0.2379451006,0.5490789561,0.2129759433,0.2689624213,0.6206541138,0.1103834648,0.1153221353
16.0000000000,61.0000000000,0.2773744148,0.5382636319,0.1843619532,0.3001577513,0.5824762224,0.1173660264,0.0759045413
16.0000000000,62.0000000000,0.3250653583,0.5051085424,0.1698260993,0.3397801164,0.5279733290,0.1322465546,0.0433067075
16.0000000000,63.0000000000,0.3394829362,0.4764322420,0.1840848218,0.3482633630,0.4887547418,0.1629818952,0.0252120312
16.0000000000,64.0000000000,0.3635009299,0.4436719710,0.1928270991,0.3697165328,0.4512584407,0.1790250265,0.0168118067
16.0000000000,65.0000000000,0.3895499654,0.4158341079,0.1946159267,0.3945052993,0.4211237935,0.1843709071,0.0125608805
16.0000000000,66.0000000000,0.4292769647,0.3887311027,0.1819919326,0.4336979691,0.3927345365,0.1735674944,0.0101937401
16.0000000000,67.0000000000,0.3728120800,0.4170747290,0.2101131909,0.3764053889,0.4210946587,0.2024999525,0.0095463800
16.0000000000,68.0000000000,0.2092717764,0.4857860403,0.3049421834,0.2114824914,0.4909178097,0.2975996989,0.0104534188
16.0000000000,69.0000000000,0.1559742087,0.5015910891,0.3424347022,0.1576193401,0.5068815999,0.3354990600,0.0104373701
17.0000000000,45.0000000000,0.6278793674,0.2277559891,0.1443646435,0.6823447539,0.2475126790,0.0701425671,0.0798209207
17.0000000000,46.0000000000,0.6174632954,0.2331391842,0.1493975204,0.6751726283,0.2549288305,0.0698985412,0.0854734485
17.0000000000,47.0000000000,0.5949269079,0.2457486281,0.1593244641,0.6568576043,0.2713305668,0.0718118289,0.0942832907
17.0000000000,48.0000000000,0.5712493290,0.2516673854,0.1770832856,0.6491597964,0.2859913182,0.0648488854,0.1200173944
17.0000000000,49.0000000000,0.5744950860,0.2397825397,0.1857223743,0.6677771098,0.2787165551,0.0535063351,0.1396903583
17.0000000000,50.0000000000,0.5562882177,0.2735357981,0.1701759842,0.6209223192,0.3053174178,0.0737602630,0.1040936998
17.0000000000,51.0000000000,0.4894367126,0.3289803938,0.1815828936,0.5196020443,0.3492563610,0.1311415947,0.0580546825
17.0000000000,52.0000000000,0.3820084565,0.3821824143,0.2358091292,0.3963053679,0.3964858361,0.2072087960,0.0360754926
17.0000000000,53.0000000000,0.2884245168,0.4204151885,0.2911602947,0.2967354511,0.4325294258,0.2707351232,0.0280078916
17.0000000000,54.0000000000,0.2223178069,0.4461219084,0.3315602847,0.2286498676,0.4588283625,0.3125217699,0.0276932620
17.0000000000,55.0000000000,0.1893699075,0.4678257973,0.3428042952,0.1963810825,0.4851464402,0.3184724773,0.0357018859
17.0000000000,59.0000000000,0.2301864917,0.5166923182,0.2531211901,0.2748424835,0.6169302067,0.1082273098,0.1624784901
17.0000000000,60.0000000000,0.2411261482,0.5259204098,0.2329534420,0.2818934077,0.6148379078,0.1032686845,0.1446194142
17.0000000000,61.0000000000,0.2604351251,0.5365659862,0.2029988886,0.2896858910,0.5968303842,0.1134837249,0.1009740783
17.0000000000,62.0000000000,0.3065249499,0.5150974302,0.1783776199,0.3250685005,0.5462587933,0.1286727062,0.0570450554
17.0000000000,63.0000000000,0.3613030412,0.4692549534,0.1694420054,0.3727766167,0.4841566606,0.1430667227,0.0307786889
17.0000000000,64.0000000000,0.3942014053,0.4316217154,0.1741768794,0.4017219986,0.4398562152,0.1584217862,0.0187208900
17.0000000000,65.0000000000,0.3747691611,0.4269341617,0.1982966771,0.3800708708,0.4329738288,0.1869553003,0.0139492660
17.0000000000,66.0000000000,0.3993204015,0.4078745436,0.1928050549,0.4037986908,0.4124487656,0.1837525436,0.0110904006
17.0000000000,67.0000000000,0.4461882329,0.3836035500,0.1702082170,0.4503635709,0.3871932333,0.1624431958,0.0092710383
17.0000000000,68.0000000000,0.2852766849,0.4658535433,0.2488697718,0.2880860679,0.4704412335,0.2414726985,0.0097518880
17.0000000000,69.0000000000,0.1666657658,0.5062832936,0.3270509406,0.1684085306,0.5115773183,0.3200141511,0.0103484352
17.0000000000,70.0000000000,0.1523829707,0.5028050662,0.3448119631,0.1538622419,0.5076860909,0.3384516673,0.0096142572
18.0000000000,45.0000000000,0.5899148105,0.2500699199,0.1600152695,0.6471119449,0.2743162731,0.0785717820,0.0883883149
18.0000000000,46.0000000000,0.5935439120,0.2461848941,0.1602711938,0.6546501669,0.2715300061,0.0738198270,0.0933418457
18.0000000000,47.0000000000,0.5861822902,0.2505119956,0.1633057142,0.6489775727,0.2773483089,0.0736741184,0.0967603276
18.0000000000,48.0000000000,0.6093166322,0.2312102186,0.1594731492,0.6824676453,0.2589679735,0.0585643812,0.1071860528
18.0000000000,49.0000000000,0.6101924816,0.2296080872,0.1601994312,0.6866769031,0.2583882545,0.0549348424,0.1113834194
18.0000000000,50.0000000000,0.5373861125,0.2932270420,0.1693868455,0.5868068554,0.3201936827,0.0929994619,0.0842197776
18.0000000000,51.0000000000,0.4750654280,0.3359709852,0.1889635868,0.4990936537,0.3529639849,0.1479423614,0.0481437212
18.0000000000,52.0000000000,0.3627591105,0.3879554719,0.2492854177,0.3751113886,0.4011657090,0.2237229024,0.0329296270
18.0000000000,53.0000000000,0.2772176559,0.4214425880,0.3013397561,0.2851254300,0.4334644514,0.2814101187,0.0277343696
18.0000000000,54.0000000000,0.2326244371,0.4426969037,0.3246786593,0.2394380168,0.4556635151,0.3048984681,0.0284565495
18.0000000000,55.0000000000,0.2201208096,0.4575955167,0.3222836736,0.2281976753,0.4743860125,0.2974163122,0.0353941628
18.0000000000,58.0000000000,0.2610151550,0.4914488276,0.2475360173,0.2998013364,0.5644768607,0.1357218028,0.1293729437
18.0000000000,60.0000000000,0.2686563782,0.4987242356,0.2326193863,0.3147785227,0.5843437598,0.1008777175,0.1465225269
18.0000000000,61.0000000000,0.2861872031,0.5096173912,0.2041954056,0.3213042028,0.5721507036,0.1065450936,0.1092951769
18.0000000000,63.0000000000,0.3651932612,0.4650789828,0.1697277560,0.3788988656,0.4825332714,0.1385678629,0.0361721972
18.0000000000,64.0000000000,0.3996389762,0.4293455437,0.1710154801,0.4086718988,0.4390499151,0.1522781861,0.0221031165
18.0000000000,65.0000000000,0.3969382100,0.4164501928,0.1866115973,0.4031802235,0.4229990400,0.1738207365,0.0154819436
18.0000000000,66.0000000000,0.3926255207,0.4113810669,0.1959934124,0.3974399673,0.4164254974,0.1861345353,0.0121136447
18.0000000000,67.0000000000,0.4394347525,0.3856940234,0.1748712241,0.4437598092,0.3894901467,0.1667500441,0.0097463911
18.0000000000,68.0000000000,0.3863633195,0.4151403563,0.1984963242,0.3898283132,0.4188634289,0.1913082579,0.0088885120
18.0000000000,69.0000000000,0.2054291723,0.4919929594,0.3025778684,0.2074583886,0.4968528346,0.2956887768,0.0097813174
18.0000000000,70.0000000000,0.1603010932,0.4924094035,0.3472895033,0.1617998595,0.4970132812,0.3411868593,0.0092630879
19.0000000000,45.0000000000,0.5622306143,0.2651305800,0.1726388057,0.6237085911,0.2941216937,0.0821697152,0.0985684304
19.0000000000,46.0000000000,0.5604094786,0.2656151073,0.1739754141,0.6240017153,0.2957556731,0.0802426116,0.1019103556
19.0000000000,47.0000000000,0.5673387257,0.2643398210,0.1683214533,0.6273507880,0.2923012083,0.0803480038,0.0956594993
19.0000000000,48.0000000000,0.6571930016,0.2062044185,0.1366025799,0.7214053935,0.2263520447,0.0522425618,0.0890101355
19.0000000000,49.0000000000,0.6701458260,0.2010923711,0.1287618029,0.7302092636,0.2191157603,0.0506749761,0.0822551021
19.0000000000,50.0000000000,0.5561206643,0.2844399326,0.1594394032,0.5939855543,0.3038067489,0.1022076968,0.0637471564
19.0000000000,51.0000000000,0.4667518481,0.3390451142,0.1942030377,0.4870007204,0.3537537463,0.1592455333,0.0415787318
19.0000000000,52.0000000000,0.3619624498,0.3886532464,0.2493843038,0.3735402163,0.4010847473,0.2253750363,0.0309946989
19.0000000000,53.0000000000,0.2965943096,0.4181502044,0.2852554860,0.3049608068,0.4299456178,0.2650935754,0.0274346636
19.0000000000,54.0000000000,0.2553113159,0.4364324706,0.3082562134,0.2628623648,0.4493403313,0.2877973039,0.0287262455
19.0000000000,55.0000000000,0.2676710907,0.4399030828,0.2924258265,0.2772724033,0.4556823252,0.2670452715,0.0346277254
19.0000000000,64.0000000000,0.4120737019,0.4202819658,0.1676443323,0.4226171913,0.4310354752,0.1463473335,0.0249480845
19.0000000000,65.0000000000,0.4167042912,0.4044357115,0.1788599974,0.4240993964,0.4116130905,0.1642875132,0.0174371981
19.0000000000,66.0000000000,0.3820447436,0.4129051757,0.2050500808,0.3872693247,0.4185517829,0.1941788924,0.0134908210
19.0000000000,67.0000000000,0.3877460520,0.4057765187,0.2064774293,0.3920261508,0.4102556451,0.1977182041,0.0109178911
19.0000000000,68.0000000000,0.3871409315,0.4048070570,0.2080520115,0.3906968127,0.4085252012,0.2007779860,0.0091013828
19.0000000000,69.0000000000,0.2667260572,0.4555221073,0.2777518355,0.2691350416,0.4596362373,0.2712287211,0.0089508391
19.0000000000,70.0000000000,0.1727166527,0.4706360622,0.3566472851,0.1742595086,0.4748401944,0.3509002969,0.0088537833
20.0000000000,45.0000000000,0.5387359190,0.2800520903,0.1812119907,0.6018203732,0.3128453990,0.0853342278,0.1048227295
20.0000000000,46.0000000000,0.5392213493,0.2799097741,0.1808688766,0.6024727990,0.3127435984,0.0847836026,0.1049863992
20.0000000000,47.0000000000,0.5436650532,0.2808345782,0.1755003686,0.6015057768,0.3107126715,0.0877815517,0.0961598804
20.0000000000,48.0000000000,0.6265858527,0.2318224159,0.1415917313,0.6827171962,0.2525897275,0.0646930762,0.0822175621
20.0000000000,49.0000000000,0.6482381100,0.2224660383,0.1292958518,0.6974729971,0.2393627466,0.0631642563,0.0705903846
20.0000000000,50.0000000000,0.5292091463,0.3033095805,0.1674812732,0.5606328497,0.3213196817,0.1180474686,0.0560504140
20.0000000000,51.0000000000,0.4570054546,0.3464682262,0.1965263192,0.4756240947,0.3605835221,0.1637923833,0.0391457041
20.0000000000,52.0000000000,0.3677636855,0.3882544611,0.2439818534,0.3792768995,0.4004091595,0.2203139409,0.0303556953
20.0000000000,53.0000000000,0.3314540565,0.4042772008,0.2642687427,0.3404646572,0.4152675036,0.2442678392,0.0264655979
20.0000000000,54.0000000000,0.3030265413,0.4141400176,0.2828334410,0.3113845739,0.4255627655,0.2630526606,0.0268415115
20.0000000000,55.0000000000,0.3258861676,0.4053783770,0.2687354554,0.3364208008,0.4184826843,0.2450965148,0.0313138581
20.0000000000,64.0000000000,0.4145752240,0.4152610844,0.1701636916,0.4258338096,0.4265382957,0.1476278947,0.0264389188
20.0000000000,65.0000000000,0.4076023040,0.4091131056,0.1832845905,0.4159447723,0.4174864958,0.1665687319,0.0200566732
20.0000000000,66.0000000000,0.3817916187,0.4116376539,0.2065707274,0.3877896774,0.4181046027,0.1941057199,0.0154672986
