Lon,Lat,LCC_elev_BC1000_C,LCC_elev_BC1000_B,LCC_elev_BC1000_U,NLC_elev_BC1000_C,NLC_elev_BC1000_B,NLC_elev_BC1000_O,HLU_elev_BC1000
0.0000000000,47.0000000000,0.1340122972,0.3276983226,0.5382893802,0.1491210197,0.3646434619,0.4862355184,0.1013185296
0.0000000000,48.0000000000,0.1000206780,0.3296840647,0.5702952574,0.1124962830,0.3708056433,0.5166980737,0.1108979309
0.0000000000,49.0000000000,0.0602409577,0.3216772858,0.6180817565,0.0683364249,0.3649058133,0.5667577618,0.1184648914
0.0000000000,50.0000000000,0.0411126575,0.3241580131,0.6347293294,0.0465440853,0.3669828010,0.5864731137,0.1166942640
0.0000000000,51.0000000000,0.0358812239,0.3310826212,0.6330361548,0.0396083547,0.3654735395,0.5949181057,0.0940996121
0.0000000000,52.0000000000,0.0326781071,0.3440525379,0.6232693550,0.0355364130,0.3741463057,0.5903172814,0.0804331549
0.0000000000,53.0000000000,0.0320149295,0.3624362467,0.6055488239,0.0344999916,0.3905692641,0.5749307443,0.0720308023
0.0000000000,54.0000000000,0.0323874717,0.3641057712,0.6035067571,0.0347636701,0.3908194204,0.5744169095,0.0683529217
1.0000000000,45.0000000000,0.3839477793,0.2926073804,0.3234448403,0.4178405563,0.3184371344,0.2637223093,0.0811141390
1.0000000000,46.0000000000,0.2911082205,0.3177890832,0.3911026964,0.3170580728,0.3461173102,0.3368246170,0.0818457391
1.0000000000,47.0000000000,0.1818883485,0.3380644138,0.4800472377,0.2007774591,0.3731724135,0.4260501274,0.0940798368
1.0000000000,48.0000000000,0.1216541774,0.3394614684,0.5388843543,0.1358362008,0.3790347128,0.4851290863,0.1044053305
1.0000000000,49.0000000000,0.0753996292,0.3340896908,0.5905106801,0.0850393178,0.3768023754,0.5381583068,0.1133556671
1.0000000000,50.0000000000,0.0490063522,0.3414123632,0.6095812846,0.0556349681,0.3875919162,0.5567731157,0.1191447785
1.0000000000,51.0000000000,0.0391422312,0.3534748811,0.6073828877,0.0439333731,0.3967414060,0.5593252209,0.1090547249
1.0000000000,52.0000000000,0.0357526721,0.3662741663,0.5979731616,0.0393957003,0.4035957716,0.5570085281,0.0924727363
1.0000000000,53.0000000000,0.0344227124,0.3779540667,0.5876232208,0.0374537187,0.4112338712,0.5513124101,0.0809267106
2.0000000000,45.0000000000,0.5806036938,0.2228949394,0.1965013668,0.6231353494,0.2392229285,0.1376417222,0.0682542815
2.0000000000,46.0000000000,0.3935044212,0.3020513773,0.3044442015,0.4248309236,0.3260973923,0.2490716841,0.0737387527
2.0000000000,47.0000000000,0.2417546134,0.3482175771,0.4100278094,0.2649568204,0.3816374824,0.3534056972,0.0875697666
2.0000000000,48.0000000000,0.1467471046,0.3625960172,0.4906568782,0.1634194011,0.4037914352,0.4327891637,0.1020215249
2.0000000000,49.0000000000,0.0918412834,0.3617650932,0.5463936234,0.1036369397,0.4082284759,0.4881345845,0.1138171033
2.0000000000,50.0000000000,0.0624227456,0.3735515061,0.5640257483,0.0712351555,0.4262869144,0.5024779301,0.1237087194
2.0000000000,51.0000000000,0.0460063577,0.3874293675,0.5665642748,0.0527890370,0.4445477593,0.5026632037,0.1284865137
3.0000000000,45.0000000000,0.6161521939,0.2134147889,0.1704330171,0.6625999115,0.2295027457,0.1078973429,0.0700991906
3.0000000000,46.0000000000,0.4310140997,0.3038983429,0.2650875574,0.4672617037,0.3294557128,0.2032825834,0.0775745235
3.0000000000,47.0000000000,0.3054066674,0.3572040553,0.3373892773,0.3353983499,0.3922823682,0.2723192819,0.0894210796
3.0000000000,48.0000000000,0.1873999124,0.3951428149,0.4174572727,0.2097545703,0.4422788159,0.3479666137,0.1065753080
3.0000000000,49.0000000000,0.1206479305,0.4069631941,0.4723888754,0.1368323764,0.4615557080,0.4016119155,0.1182793604
3.0000000000,50.0000000000,0.0784172653,0.4168837182,0.5046990165,0.0906239052,0.4817769455,0.4275991493,0.1346955844
3.0000000000,51.0000000000,0.0553830134,0.4261967252,0.5184202614,0.0654650504,0.5037824483,0.4307525013,0.1540064037
3.0000000000,52.0000000000,0.0457904821,0.4278690258,0.5263404921,0.0531211491,0.4963672204,0.4505116305,0.1379990293
4.0000000000,45.0000000000,0.5723729196,0.2435851170,0.1840419634,0.6226228185,0.2649699993,0.1124071822,0.0807068059
4.0000000000,46.0000000000,0.4622491013,0.3033402712,0.2344106275,0.5052805187,0.3315786426,0.1631408387,0.0851634207
4.0000000000,47.0000000000,0.3748331834,0.3517261555,0.2734406611,0.4143761646,0.3888314635,0.1967923720,0.0954277405
4.0000000000,48.0000000000,0.2280229010,0.4195342600,0.3524428390,0.2579694478,0.4746322449,0.2673983073,0.1160856336
4.0000000000,49.0000000000,0.1620593925,0.4424497049,0.3954909026,0.1853375991,0.5060031679,0.3086592330,0.1255989431
4.0000000000,50.0000000000,0.1074577840,0.4585765683,0.4339656477,0.1258218602,0.5369453445,0.3372327953,0.1459529857
4.0000000000,51.0000000000,0.0652576675,0.4606617904,0.4740805421,0.0791966287,0.5590586082,0.3617447631,0.1760044768
4.0000000000,52.0000000000,0.0519213843,0.4541577169,0.4939208989,0.0612658454,0.5358939651,0.4028401895,0.1525231735
4.0000000000,53.0000000000,0.0442752077,0.4392986552,0.5164261371,0.0506563965,0.5026128178,0.4467307857,0.1259700515
5.0000000000,45.0000000000,0.5986860615,0.2338825942,0.1674313443,0.6528564721,0.2550447975,0.0920987304,0.0829744560
5.0000000000,46.0000000000,0.5171321251,0.2828000531,0.2000678217,0.5677354274,0.3104730904,0.1217914822,0.0891318382
5.0000000000,47.0000000000,0.4079643636,0.3463413333,0.2456943031,0.4554689954,0.3866703890,0.1578606156,0.1042982779
5.0000000000,48.0000000000,0.3110527613,0.4028912099,0.2860560288,0.3539287322,0.4584263277,0.1876449401,0.1211429503
5.0000000000,49.0000000000,0.2281309572,0.4473869829,0.3244820599,0.2636353659,0.5170145796,0.2193500545,0.1346724047
5.0000000000,50.0000000000,0.1472809857,0.4809932227,0.3717257916,0.1747576620,0.5707271081,0.2545152299,0.1572273055
5.0000000000,51.0000000000,0.0780076919,0.4891960568,0.4327962513,0.0950778172,0.5962449620,0.3086772207,0.1795384650
5.0000000000,52.0000000000,0.0591959112,0.4787426815,0.4620614073,0.0697485599,0.5640864709,0.3661649692,0.1512955793
5.0000000000,53.0000000000,0.0489060680,0.4543292662,0.4967646658,0.0556737259,0.5171996856,0.4271265885,0.1215592762
5.0000000000,54.0000000000,0.0431072143,0.4322389775,0.5246538082,0.0486281486,0.4875977614,0.4637740900,0.1135337123
5.0000000000,59.0000000000,0.0529746339,0.3461313690,0.6008939970,0.0559744107,0.3657316337,0.5782939556,0.0535919314
5.0000000000,60.0000000000,0.0797601252,0.3300866745,0.5901532003,0.0827149738,0.3423152930,0.5749697331,0.0357232610
5.0000000000,61.0000000000,0.1056472111,0.3075240115,0.5868287774,0.1082683081,0.3151536523,0.5765780396,0.0242092730
5.0000000000,62.0000000000,0.0812705509,0.2740269884,0.6447024607,0.0829460573,0.2796764393,0.6373775034,0.0201999528
5.0000000000,63.0000000000,0.0932178583,0.2650524218,0.6417297199,0.0948894611,0.2698053992,0.6353051396,0.0176163171
6.0000000000,45.0000000000,0.8285504655,0.0891828163,0.0822667181,0.8853338102,0.0952948141,0.0193713757,0.0641377795
6.0000000000,46.0000000000,0.6662782147,0.1973412896,0.1363804957,0.7244320393,0.2145655519,0.0610024088,0.0802750588
6.0000000000,47.0000000000,0.5095889686,0.2945788410,0.1958321905,0.5680343382,0.3283644413,0.1036012205,0.1028905573
6.0000000000,48.0000000000,0.3734993206,0.3780753410,0.2484253384,0.4265815921,0.4318079633,0.1416104445,0.1244363857
6.0000000000,49.0000000000,0.2789164859,0.4364761659,0.2846073482,0.3237532501,0.5066411790,0.1696055709,0.1384905453
6.0000000000,50.0000000000,0.1905304632,0.4856528575,0.3238166793,0.2258138111,0.5755883904,0.1985977984,0.1562497341
6.0000000000,51.0000000000,0.0935697847,0.5132535305,0.3931766848,0.1128598092,0.6190641106,0.2680760802,0.1709202299
6.0000000000,52.0000000000,0.0677564825,0.5008256638,0.4314178537,0.0800360220,0.5915905368,0.3283734412,0.1534251605
6.0000000000,53.0000000000,0.0540804367,0.4690854777,0.4768340856,0.0614155087,0.5327087755,0.4058757158,0.1194335456
6.0000000000,54.0000000000,0.0461753903,0.4415225118,0.5123020979,0.0521098838,0.4982672941,0.4496228221,0.1138842203
6.0000000000,59.0000000000,0.1260830967,0.3773745025,0.4965424008,0.1311123661,0.3924274168,0.4764602171,0.0383584675
6.0000000000,60.0000000000,0.1426754202,0.3315451243,0.5257794555,0.1460324855,0.3393461782,0.5146213363,0.0229884830
6.0000000000,61.0000000000,0.1594727948,0.3011548783,0.5393723270,0.1619945346,0.3059170338,0.5320884315,0.0155668206
6.0000000000,62.0000000000,0.1043179023,0.2723788281,0.6233032696,0.1058274690,0.2763203760,0.6178521551,0.0142644125
6.0000000000,63.0000000000,0.0973491781,0.2641047354,0.6385460865,0.0987371603,0.2678702800,0.6333925597,0.0140573437
7.0000000000,45.0000000000,0.7973607669,0.0986610022,0.1039782308,0.8738003059,0.1081192071,0.0180804869,0.0874794143
7.0000000000,46.0000000000,0.7884673507,0.1090705477,0.1024621017,0.8602405088,0.1189990978,0.0207603934,0.0834338273
7.0000000000,47.0000000000,0.5311402903,0.2825938033,0.1862659063,0.5980700527,0.3182038605,0.0837260868,0.1119095699
7.0000000000,48.0000000000,0.3921907823,0.3694797676,0.2383294501,0.4563666129,0.4299392991,0.1136940880,0.1406234128
7.0000000000,49.0000000000,0.3031139644,0.4310608474,0.2658251882,0.3554028821,0.5054213449,0.1391757730,0.1471257560
7.0000000000,50.0000000000,0.2104499867,0.4880406657,0.3015093476,0.2492556059,0.5780322145,0.1727121796,0.1556860441
7.0000000000,51.0000000000,0.1261929411,0.5224791720,0.3513278869,0.1503151594,0.6223528777,0.2273319629,0.1604776154
7.0000000000,52.0000000000,0.0794229997,0.5165540050,0.4040229953,0.0936905705,0.6093479169,0.2969615126,0.1522839569
7.0000000000,53.0000000000,0.0599158838,0.4878292798,0.4522548364,0.0689460693,0.5613521689,0.3697017619,0.1309746237
7.0000000000,54.0000000000,0.0494624813,0.4580317413,0.4925057774,0.0567187588,0.5252262155,0.4180550257,0.1279343494
7.0000000000,59.0000000000,0.1814015234,0.4043322270,0.4142662496,0.1885577696,0.4202830355,0.3911591949,0.0379525394
7.0000000000,60.0000000000,0.2352125350,0.3436683205,0.4211191445,0.2398490201,0.3504426748,0.4097083052,0.0193308485
7.0000000000,61.0000000000,0.2444165767,0.3043183115,0.4512651118,0.2474558025,0.3081023922,0.4444418054,0.0122818932
7.0000000000,62.0000000000,0.1750575477,0.2872007126,0.5377417398,0.1769823627,0.2903585783,0.5326590591,0.0108757445
7.0000000000,63.0000000000,0.1058903830,0.2730102110,0.6210994060,0.1072006277,0.2763883288,0.6164110435,0.0122223605
8.0000000000,45.0000000000,0.5707935898,0.2354445650,0.1937618452,0.6676692425,0.2754044494,0.0569263081,0.1450952755
8.0000000000,46.0000000000,0.7791907886,0.1028584764,0.1179507350,0.8693224828,0.1147564722,0.0159210450,0.1036803902
8.0000000000,47.0000000000,0.5910142696,0.2455066563,0.1634790741,0.6645329955,0.2760462515,0.0594207531,0.1106321677
8.0000000000,48.0000000000,0.4442595827,0.3403307149,0.2154097024,0.5192247185,0.3977587126,0.0830165690,0.1443789810
8.0000000000,49.0000000000,0.2840073780,0.4432928895,0.2726997326,0.3413111176,0.5327354262,0.1259534562,0.1678929771
8.0000000000,50.0000000000,0.2287876322,0.4824252723,0.2887870955,0.2753733583,0.5806566820,0.1439699597,0.1691729601
8.0000000000,51.0000000000,0.1637642619,0.5192643482,0.3169713899,0.1955266382,0.6199766126,0.1844967492,0.1624452638
8.0000000000,52.0000000000,0.0924721240,0.5291867351,0.3783411410,0.1098251782,0.6284924038,0.2616824180,0.1580061559
8.0000000000,53.0000000000,0.0677323204,0.5071806312,0.4250870485,0.0793886357,0.5944632954,0.3261480689,0.1468259940
8.0000000000,54.0000000000,0.0548052676,0.4792805554,0.4659141770,0.0639591294,0.5593324946,0.3767083760,0.1431204873
8.0000000000,55.0000000000,0.0484753364,0.4631847144,0.4883399493,0.0569729077,0.5443795120,0.3986475803,0.1491510901
8.0000000000,56.0000000000,0.0469882992,0.4574857302,0.4955259706,0.0547631820,0.5331832549,0.4120535632,0.1419728095
8.0000000000,57.0000000000,0.0476980293,0.4532173092,0.4990846616,0.0547516944,0.5202398503,0.4250084553,0.1288300792
8.0000000000,59.0000000000,0.1382470799,0.4573985312,0.4043543890,0.1466721442,0.4852733482,0.3680545076,0.0574414752
8.0000000000,60.0000000000,0.2258555218,0.3966260620,0.3775184162,0.2321902474,0.4077505068,0.3600592457,0.0272824794
8.0000000000,61.0000000000,0.3168905413,0.3290315977,0.3540778610,0.3213931200,0.3337066841,0.3449001958,0.0140095678
8.0000000000,62.0000000000,0.2596181341,0.3077821637,0.4325997022,0.2623732068,0.3110483540,0.4265784393,0.0105005870
8.0000000000,63.0000000000,0.1175597945,0.2948190908,0.5876211147,0.1189831203,0.2983885392,0.5826283405,0.0119624180
8.0000000000,64.0000000000,0.1411425764,0.3047193295,0.5541380941,0.1429508148,0.3086232201,0.5484259651,0.0126493743
9.0000000000,45.0000000000,0.5484043362,0.2352947504,0.2163009134,0.6644778442,0.2850964847,0.0504256711,0.1746837897
9.0000000000,46.0000000000,0.7846927406,0.0884000442,0.1269072153,0.8885907102,0.1001047340,0.0113045558,0.1169244383
9.0000000000,47.0000000000,0.6495264046,0.2079482399,0.1425253555,0.7245315554,0.2319614117,0.0435070329,0.1035222694
9.0000000000,48.0000000000,0.4668945930,0.3308570466,0.2022483604,0.5417405311,0.3838953693,0.0743640996,0.1381582767
9.0000000000,49.0000000000,0.3169896008,0.4246722975,0.2583381017,0.3845972420,0.5152465379,0.1001562201,0.1757881592
9.0000000000,50.0000000000,0.2575293107,0.4644358296,0.2780348598,0.3137997392,0.5659155527,0.1202847081,0.1793195516
9.0000000000,51.0000000000,0.1870165227,0.5103111969,0.3026722804,0.2253900719,0.6150209389,0.1595889891,0.1702539465
9.0000000000,52.0000000000,0.1123035475,0.5371197563,0.3505766961,0.1347792824,0.6446155703,0.2206051472,0.1667595679
9.0000000000,53.0000000000,0.0814298079,0.5282885534,0.3902816387,0.0967288576,0.6275435191,0.2757276233,0.1581642750
9.0000000000,54.0000000000,0.0648656335,0.5115016119,0.4236327545,0.0767244981,0.6050153570,0.3182601449,0.1545642503
9.0000000000,55.0000000000,0.0568709670,0.5008162653,0.4423127677,0.0680151579,0.5989540738,0.3330307683,0.1638486368
9.0000000000,56.0000000000,0.0535360773,0.5014922932,0.4449716295,0.0642730348,0.6020693575,0.3336576077,0.1670522889
9.0000000000,57.0000000000,0.0523457507,0.5004895647,0.4471646846,0.0619906926,0.5927070367,0.3453022706,0.1555869364
9.0000000000,58.0000000000,0.0581222690,0.5072351155,0.4346426155,0.0675957025,0.5899101077,0.3424941898,0.1401484585
9.0000000000,59.0000000000,0.0977561526,0.5143296192,0.3879142282,0.1081550788,0.5690420400,0.3228028811,0.0961482931
9.0000000000,60.0000000000,0.1663271384,0.4786797213,0.3549931403,0.1749960826,0.5036284328,0.3213754845,0.0495379329
9.0000000000,61.0000000000,0.2577580427,0.4059467227,0.3362952346,0.2637960746,0.4154561031,0.3207478223,0.0228890135
9.0000000000,62.0000000000,0.3064882416,0.3438275535,0.3496842049,0.3105015081,0.3483297544,0.3411687376,0.0129251112
9.0000000000,63.0000000000,0.1493758344,0.3292359068,0.5213882588,0.1512670552,0.3334043040,0.5153286408,0.0125025296
9.0000000000,64.0000000000,0.1495752054,0.3296594002,0.5207653944,0.1515516995,0.3340155357,0.5144327648,0.0130417152
10.0000000000,45.0000000000,0.5539511452,0.2076668174,0.2383820375,0.7000916892,0.2624524098,0.0374559010,0.2087448634
10.0000000000,46.0000000000,0.8136058454,0.0609865812,0.1254075733,0.9245258126,0.0693009630,0.0061732245,0.1199749814
10.0000000000,47.0000000000,0.7506499263,0.1372447815,0.1121052922,0.8256814316,0.1509631370,0.0233554315,0.0908722207
10.0000000000,48.0000000000,0.5191454070,0.2997950600,0.1810595330,0.5907917684,0.3411692587,0.0680389729,0.1212717665
10.0000000000,49.0000000000,0.3982161220,0.3707967181,0.2309871599,0.4752503302,0.4425266908,0.0822229790,0.1620918562
10.0000000000,50.0000000000,0.3386372637,0.4133324492,0.2480302871,0.4059437450,0.4954851116,0.0985711434,0.1658024841
10.0000000000,51.0000000000,0.2575163561,0.4698557015,0.2726279424,0.3066781815,0.5595547182,0.1337671004,0.1603042808
10.0000000000,52.0000000000,0.1545200229,0.5235087983,0.3219711788,0.1848823657,0.6263754252,0.1887422091,0.1642251960
10.0000000000,53.0000000000,0.1079506680,0.5364439561,0.3556053759,0.1282568517,0.6373523593,0.2343907890,0.1583243581
10.0000000000,54.0000000000,0.0798614570,0.5390152713,0.3811232717,0.0950168567,0.6413048133,0.2636783301,0.1595022209
10.0000000000,55.0000000000,0.0628648895,0.5349649160,0.4021701945,0.0770917071,0.6560316729,0.2668766200,0.1845440729
10.0000000000,56.0000000000,0.0562302937,0.5357567032,0.4080130031,0.0707152354,0.6737678017,0.2555169630,0.2048348082
