Lon,Lat,LCC_elev_AD1425_C,LCC_elev_AD1425_B,LCC_elev_AD1425_U,NLC_elev_AD1425_C,NLC_elev_AD1425_B,NLC_elev_AD1425_O,HLU_elev_AD1425
-6.0000000000,59.0000000000,0.0328176323,0.1368059250,0.8303764427,0.0361450317,0.1506767598,0.8131782085,0.0920568956
-5.0000000000,49.0000000000,0.0223158330,0.1827953527,0.7948888143,0.0378714391,0.3102157590,0.6519128019,0.4107476898
-5.0000000000,51.0000000000,0.0253412687,0.1826539528,0.7920047784,0.0355986891,0.2565870456,0.7078142653,0.2881403955
-5.0000000000,52.0000000000,0.0256425804,0.1812885145,0.7930689051,0.0341320269,0.2413074020,0.7245605711,0.2487237730
-5.0000000000,53.0000000000,0.0248966106,0.1824551362,0.7926482533,0.0319091567,0.2338466719,0.7342441714,0.2197659489
-5.0000000000,54.0000000000,0.0247307193,0.1789561471,0.7963131337,0.0312052351,0.2258069641,0.7429878008,0.2074817188
-5.0000000000,55.0000000000,0.0278601364,0.1660090509,0.8061308127,0.0339561563,0.2023331543,0.7637106894,0.1795262054
-5.0000000000,56.0000000000,0.0341680482,0.1447569990,0.8210749528,0.0396548275,0.1680023919,0.7923427806,0.1383634642
-5.0000000000,57.0000000000,0.0366281334,0.1380077955,0.8253640711,0.0411544442,0.1550620683,0.8037834875,0.1099835244
-5.0000000000,58.0000000000,0.0344287203,0.1405892791,0.8249820006,0.0380871280,0.1555283447,0.8063845273,0.0960536525
-5.0000000000,59.0000000000,0.0345298138,0.1345893666,0.8308808196,0.0377778425,0.1472494443,0.8149727132,0.0859770834
-4.0000000000,48.0000000000,0.0240404244,0.1745696604,0.8013899152,0.0432697558,0.3142035453,0.6425266989,0.4444058224
-4.0000000000,49.0000000000,0.0204714911,0.1721240921,0.8074044168,0.0386872991,0.3252824230,0.6360302778,0.4708472395
-4.0000000000,51.0000000000,0.0270493436,0.1691925058,0.8037581506,0.0387419128,0.2423290340,0.7189290532,0.3018067088
-4.0000000000,52.0000000000,0.0296352572,0.1600884908,0.8102762520,0.0393792831,0.2127253345,0.7478953824,0.2474404085
-4.0000000000,53.0000000000,0.0258251297,0.1685636224,0.8056112478,0.0329131828,0.2148281681,0.7522586491,0.2153560498
-4.0000000000,54.0000000000,0.0260926801,0.1642715134,0.8096358064,0.0323657582,0.2037648895,0.7638693522,0.1938183571
-4.0000000000,55.0000000000,0.0300054086,0.1502068745,0.8197877169,0.0357416050,0.1789222351,0.7853361599,0.1604907329
-4.0000000000,56.0000000000,0.0334528930,0.1412665879,0.8252805192,0.0387142865,0.1634846694,0.7978010441,0.1359031501
-4.0000000000,57.0000000000,0.0354541385,0.1400970751,0.8244487864,0.0401843948,0.1587886891,0.8010269162,0.1177137618
-4.0000000000,58.0000000000,0.0336469951,0.1442409131,0.8221120918,0.0374774755,0.1606617548,0.8018607697,0.1022075338
-4.0000000000,59.0000000000,0.0360579261,0.1348261068,0.8291159671,0.0394378814,0.1474642774,0.8130978412,0.0857032688
-3.0000000000,48.0000000000,0.0234739880,0.1720464529,0.8044795592,0.0446577344,0.3273071800,0.6280350855,0.4743578407
-3.0000000000,49.0000000000,0.0192218110,0.1639654347,0.8168127543,0.0404002111,0.3446209185,0.6149788705,0.5242150841
-3.0000000000,51.0000000000,0.0254719142,0.1727820353,0.8017460506,0.0393319849,0.2667981825,0.6938698326,0.3523867604
-3.0000000000,52.0000000000,0.0258837039,0.1682306707,0.8058856254,0.0376629867,0.2447899091,0.7175471041,0.3127548792
-3.0000000000,53.0000000000,0.0264077543,0.1634435263,0.8101487195,0.0358595851,0.2219430312,0.7421973837,0.2635789222
-3.0000000000,54.0000000000,0.0299336978,0.1498858901,0.8201804121,0.0380479099,0.1905158825,0.7714362076,0.2132630196
-3.0000000000,55.0000000000,0.0299720434,0.1467374364,0.8232905203,0.0360347226,0.1764191637,0.7875461137,0.1682454825
-3.0000000000,56.0000000000,0.0298002969,0.1506835327,0.8195161704,0.0349819061,0.1768840495,0.7881340444,0.1481225518
-3.0000000000,57.0000000000,0.0330899444,0.1482146586,0.8186953971,0.0380663839,0.1705048527,0.7914287634,0.1307305558
-3.0000000000,58.0000000000,0.0345147374,0.1498461141,0.8156391485,0.0389882981,0.1692681272,0.7917435747,0.1147411117
-2.0000000000,45.0000000000,0.0414341870,0.1975575164,0.7610082965,0.0527688655,0.2516010753,0.6956300593,0.2147986003
-2.0000000000,47.0000000000,0.0311810693,0.1874923769,0.7813265538,0.0511717812,0.3076969166,0.6411313022,0.3906589025
-2.0000000000,48.0000000000,0.0238222171,0.1694596234,0.8067181595,0.0480420021,0.3417473508,0.6102106470,0.5041377117
-2.0000000000,49.0000000000,0.0192288113,0.1616265888,0.8191445999,0.0429756835,0.3612294610,0.5957948555,0.5525653185
-2.0000000000,50.0000000000,0.0202775099,0.1684526823,0.8112698078,0.0411402882,0.3417674036,0.6170923082,0.5071130817
-2.0000000000,51.0000000000,0.0259586541,0.1773958433,0.7966455026,0.0424933596,0.2903904543,0.6671161861,0.3891126906
-2.0000000000,52.0000000000,0.0254610906,0.1722122208,0.8023266885,0.0399689726,0.2703397762,0.6896912512,0.3629786068
-2.0000000000,53.0000000000,0.0268895831,0.1653562316,0.8077541853,0.0389628014,0.2395999214,0.7214372772,0.3098652513
-2.0000000000,54.0000000000,0.0276266270,0.1597460605,0.8126273126,0.0374169101,0.2163566326,0.7462264573,0.2616539714
-2.0000000000,55.0000000000,0.0268754495,0.1600043672,0.8131201832,0.0342263170,0.2037681339,0.7620055491,0.2147723780
-2.0000000000,56.0000000000,0.0294262464,0.1571331677,0.8134405859,0.0355948387,0.1900728240,0.7743323373,0.1733001890
-1.0000000000,45.0000000000,0.0433264058,0.2003635335,0.7563100606,0.0604822173,0.2797008095,0.6598169732,0.2836505053
-1.0000000000,46.0000000000,0.0395913610,0.1945539108,0.7658547281,0.0606917224,0.2982421326,0.6410661450,0.3476645666
-1.0000000000,47.0000000000,0.0322749158,0.1861021341,0.7816229501,0.0566229452,0.3264966211,0.6168804337,0.4300028787
-1.0000000000,48.0000000000,0.0267467533,0.1687466128,0.8045066339,0.0551732938,0.3480910882,0.5967356180,0.5152228294
-1.0000000000,49.0000000000,0.0211758649,0.1671646709,0.8116594642,0.0469723602,0.3708051206,0.5822225193,0.5491845673
-1.0000000000,50.0000000000,0.0205206045,0.1693596683,0.8101197272,0.0440474156,0.3635300166,0.5924225679,0.5341246649
-1.0000000000,51.0000000000,0.0254791679,0.1797322837,0.7947885484,0.0449171728,0.3168496743,0.6382331530,0.4327521903
-1.0000000000,52.0000000000,0.0253608337,0.1784038548,0.7962353115,0.0420171252,0.2955745530,0.6624083218,0.3964167315
-1.0000000000,53.0000000000,0.0256458144,0.1769207057,0.7974334799,0.0392095573,0.2704918020,0.6902986407,0.3459295091
-1.0000000000,54.0000000000,0.0256206379,0.1721400700,0.8022392921,0.0375124698,0.2520389695,0.7104485607,0.3170101023
-1.0000000000,55.0000000000,0.0273296380,0.1676470300,0.8050233320,0.0370095646,0.2270261901,0.7359642453,0.2615520266
0.0000000000,45.0000000000,0.0465350174,0.1920958735,0.7613691092,0.0747355046,0.3085070738,0.6167574217,0.3773372158
0.0000000000,46.0000000000,0.0437483088,0.1944033396,0.7618483515,0.0708285716,0.3147392719,0.6144321565,0.3823352947
0.0000000000,47.0000000000,0.0366401123,0.1912038144,0.7721560733,0.0647357631,0.3378189657,0.5974452712,0.4340050920
0.0000000000,48.0000000000,0.0319787186,0.1794778244,0.7885434570,0.0626408660,0.3515665055,0.5857926285,0.4894911158
0.0000000000,49.0000000000,0.0256972816,0.1765148152,0.7977879032,0.0543250056,0.3731588606,0.5725161338,0.5269713951
0.0000000000,50.0000000000,0.0216866793,0.1729696986,0.8053436220,0.0484470367,0.3864062912,0.5651466721,0.5523631407
0.0000000000,51.0000000000,0.0259778956,0.1861774915,0.7878446128,0.0481100336,0.3447933390,0.6070966274,0.4600316466
0.0000000000,52.0000000000,0.0273157007,0.1906092638,0.7820750356,0.0454847728,0.3173932515,0.6371219757,0.3994539491
0.0000000000,53.0000000000,0.0279749674,0.1901827297,0.7818423029,0.0427459091,0.2906002913,0.6666537996,0.3455521712
0.0000000000,54.0000000000,0.0274118223,0.1835716334,0.7890165443,0.0412471163,0.2762239023,0.6825289814,0.3354245165
1.0000000000,45.0000000000,0.0654094173,0.1864176339,0.7481729488,0.1026113297,0.2924435359,0.6049451344,0.3625517032
1.0000000000,46.0000000000,0.0595408476,0.1982829728,0.7421761796,0.0907048207,0.3020652584,0.6072299208,0.3435757099
1.0000000000,47.0000000000,0.0459989391,0.2036681582,0.7503329027,0.0766908117,0.3395616649,0.5837475234,0.4002027343
1.0000000000,48.0000000000,0.0387529780,0.1962444387,0.7650025833,0.0711355544,0.3602292699,0.5686351757,0.4552235058
1.0000000000,49.0000000000,0.0317325533,0.1890131289,0.7792543178,0.0638956375,0.3805906905,0.5555136719,0.5033690166
1.0000000000,50.0000000000,0.0263425366,0.1872782703,0.7863791931,0.0559284242,0.3976146527,0.5464569231,0.5289955513
1.0000000000,51.0000000000,0.0274643065,0.1972888411,0.7752468524,0.0523502549,0.3760561405,0.5715936046,0.4753739673
1.0000000000,52.0000000000,0.0297371977,0.2030814207,0.7671813817,0.0503025735,0.3435265893,0.6061708372,0.4088334732
1.0000000000,53.0000000000,0.0314008556,0.2043558991,0.7642432453,0.0478033135,0.3111026413,0.6410940451,0.3431238700
2.0000000000,45.0000000000,0.1095952160,0.1730962306,0.7173085534,0.1543339552,0.2437572266,0.6019088182,0.2898826714
2.0000000000,46.0000000000,0.0806809436,0.2038451367,0.7154739197,0.1155080724,0.2918379204,0.5926540072,0.3015125096
2.0000000000,47.0000000000,0.0580470465,0.2142729300,0.7276800234,0.0942867616,0.3480470048,0.5576662336,0.3843563453
2.0000000000,48.0000000000,0.0453468962,0.2111004729,0.7435526309,0.0822832496,0.3830478896,0.5346688608,0.4488927401
2.0000000000,49.0000000000,0.0374642472,0.2033596581,0.7591760948,0.0744360673,0.4040463735,0.5215175591,0.4966922825
2.0000000000,50.0000000000,0.0340270161,0.2047115977,0.7612613862,0.0680024002,0.4091125696,0.5228850302,0.4996203663
2.0000000000,51.0000000000,0.0330303420,0.2141953965,0.7527742615,0.0612538750,0.3972195634,0.5415265616,0.4607632246
3.0000000000,45.0000000000,0.1359022344,0.1781734573,0.6859243083,0.1886166912,0.2472842931,0.5640990157,0.2794792786
3.0000000000,46.0000000000,0.0960005296,0.2121812048,0.6918182656,0.1405006084,0.3105356656,0.5489637261,0.3167251679
3.0000000000,47.0000000000,0.0726312182,0.2166095952,0.7107591866,0.1216830416,0.3628978704,0.5154190880,0.4031114181
3.0000000000,48.0000000000,0.0547304890,0.2166257403,0.7286437707,0.1032775036,0.4087770108,0.4879454856,0.4700637888
3.0000000000,49.0000000000,0.0467646773,0.2154981229,0.7377371998,0.0925599814,0.4265292394,0.4809107792,0.4947635402
3.0000000000,50.0000000000,0.0436485544,0.2256809741,0.7306704715,0.0826795925,0.4274874896,0.4898329180,0.4720758395
3.0000000000,51.0000000000,0.0426857726,0.2396828001,0.7176314273,0.0732938049,0.4115484698,0.5151577253,0.4176073592
3.0000000000,52.0000000000,0.0447548093,0.2488360624,0.7064091284,0.0675682210,0.3756782863,0.5567534927,0.3376352282
4.0000000000,45.0000000000,0.1398878692,0.1943585932,0.6657535376,0.2046539405,0.2843438264,0.5110022331,0.3164662806
4.0000000000,46.0000000000,0.1143350525,0.2143077032,0.6713572443,0.1744914675,0.3270638779,0.4984446546,0.3447527602
4.0000000000,47.0000000000,0.0953624076,0.2146109588,0.6900266336,0.1630678767,0.3669805981,0.4699515251,0.4151980789
4.0000000000,48.0000000000,0.0679528049,0.2194753077,0.7125718874,0.1336554476,0.4316829971,0.4346615554,0.4915822278
4.0000000000,49.0000000000,0.0627784006,0.2246385747,0.7125830248,0.1232196874,0.4409143066,0.4358660060,0.4905164761
4.0000000000,50.0000000000,0.0601866945,0.2406287892,0.6991845162,0.1089208446,0.4354698520,0.4556093035,0.4474272142
4.0000000000,51.0000000000,0.0543894152,0.2635799654,0.6820306194,0.0886462567,0.4295941992,0.4817595441,0.3864443098
4.0000000000,52.0000000000,0.0529680381,0.2697086769,0.6773232851,0.0791413982,0.4029811669,0.5178774349,0.3307164230
4.0000000000,53.0000000000,0.0484230668,0.2656075012,0.6859694320,0.0702232074,0.3851844148,0.5445923778,0.3104406850
5.0000000000,45.0000000000,0.1869687273,0.1901208861,0.6229103866,0.2571050525,0.2614396594,0.4814552881,0.2727924810
5.0000000000,46.0000000000,0.1630371897,0.2084774136,0.6284853967,0.2335912040,0.2986955929,0.4677132031,0.3020405439
5.0000000000,47.0000000000,0.1327691903,0.2221769198,0.6450538899,0.2117071058,0.3542721962,0.4340206981,0.3728637975
5.0000000000,48.0000000000,0.1026086463,0.2173168659,0.6800744878,0.1929295237,0.4086092251,0.3984612512,0.4681547734
5.0000000000,49.0000000000,0.0867333387,0.2201279567,0.6931387046,0.1728277398,0.4386342989,0.3885379613,0.4981515188
5.0000000000,50.0000000000,0.0808130891,0.2458806789,0.6733062320,0.1456245802,0.4430751387,0.4113002811,0.4450587327
5.0000000000,51.0000000000,0.0669723299,0.2808782774,0.6521493927,0.1081367231,0.4535194840,0.4383437930,0.3806698779
5.0000000000,52.0000000000,0.0604435338,0.2886188899,0.6509375763,0.0917470022,0.4380934779,0.4701595199,0.3411933652
5.0000000000,53.0000000000,0.0554205357,0.2871152699,0.6574641944,0.0801422314,0.4151901118,0.5046676569,0.3084727651
5.0000000000,54.0000000000,0.0496995075,0.2812911395,0.6690093530,0.0709473962,0.4015507380,0.5275018658,0.2994879280
5.0000000000,59.0000000000,0.0692230768,0.2721258848,0.6586510384,0.0754766969,0.2967097660,0.6278135371,0.0828549784
5.0000000000,60.0000000000,0.0869035804,0.2379293620,0.6751670575,0.0915517477,0.2506553679,0.6577928844,0.0507709289
5.0000000000,61.0000000000,0.1000499808,0.2071278800,0.6928221392,0.1033584448,0.2139772080,0.6826643472,0.0320096149
5.0000000000,62.0000000000,0.0880679912,0.2180963325,0.6938356764,0.0902871513,0.2235919805,0.6861208682,0.0245789139
5.0000000000,63.0000000000,0.0919512715,0.2081237543,0.6999249741,0.0938582513,0.2124400381,0.6937017106,0.0203176570
6.0000000000,45.0000000000,0.3985341873,0.1004671543,0.5009986583,0.4775711017,0.1203917031,0.4020371952,0.1654976904
6.0000000000,46.0000000000,0.2895254567,0.1608981932,0.5495763501,0.3590512912,0.1995358359,0.4414128729,0.1936376117
6.0000000000,47.0000000000,0.2275461902,0.2044156979,0.5680381119,0.3058651907,0.2747734266,0.4193613827,0.2560572529
6.0000000000,48.0000000000,0.1617710810,0.2261234905,0.6121054285,0.2595928455,0.3628586763,0.3775484783,0.3768276597
6.0000000000,49.0000000000,0.1237936325,0.2318479096,0.6443584578,0.2246668589,0.4207691505,0.3545639907,0.4489902375
6.0000000000,50.0000000000,0.1083935216,0.2498115678,0.6417949106,0.1899585807,0.4377923160,0.3722491033,0.4293833887
6.0000000000,51.0000000000,0.0773986899,0.2877160961,0.6348852139,0.1292891054,0.4806096423,0.3901012523,0.4013518024
6.0000000000,52.0000000000,0.0640364585,0.2941931422,0.6417703993,0.1047410682,0.4811962548,0.4140626770,0.3886212968
6.0000000000,53.0000000000,0.0591172031,0.3017512622,0.6391315347,0.0893855821,0.4562498024,0.4543646155,0.3386270841
6.0000000000,54.0000000000,0.0519940102,0.2971443664,0.6508616233,0.0775294981,0.4430789910,0.4793915109,0.3293648030
6.0000000000,59.0000000000,0.1221542677,0.2182760891,0.6595696432,0.1290606346,0.2306169987,0.6403223667,0.0535125754
6.0000000000,60.0000000000,0.1348995685,0.1924347000,0.6726657315,0.1389893024,0.1982687195,0.6627419781,0.0294248106
6.0000000000,61.0000000000,0.1431584967,0.1730049927,0.6838365106,0.1458560052,0.1762648930,0.6778791018,0.0184943255
6.0000000000,62.0000000000,0.1165599469,0.1992489019,0.6841911512,0.1184517716,0.2024828085,0.6790654199,0.0159712654
6.0000000000,63.0000000000,0.1098103491,0.2101135687,0.6800760822,0.1115226441,0.2133899119,0.6750874440,0.0153537870
7.0000000000,45.0000000000,0.4100732444,0.1003310728,0.4895956828,0.5077252502,0.1242232204,0.3680515293,0.1923323801
7.0000000000,46.0000000000,0.4258702236,0.1025391910,0.4715905855,0.5102514662,0.1228561417,0.3668923921,0.1653718768
7.0000000000,47.0000000000,0.2886062708,0.1909366627,0.5204570666,0.3588715276,0.2374228793,0.4037055931,0.1957950169
7.0000000000,48.0000000000,0.2152080803,0.2281432455,0.5566486742,0.3103734869,0.3290286057,0.3605979074,0.3066157728
7.0000000000,49.0000000000,0.1652110941,0.2413337964,0.5934551095,0.2701113742,0.3945679539,0.3353206719,0.3883593587
7.0000000000,50.0000000000,0.1343666110,0.2611332899,0.6045000990,0.2226473359,0.4327014789,0.3446511852,0.3965047437
7.0000000000,51.0000000000,0.0996020938,0.2886171250,0.6117807813,0.1637861285,0.4746032912,0.3616105803,0.3918771102
7.0000000000,52.0000000000,0.0727593129,0.3044643151,0.6227763720,0.1202159873,0.5030487065,0.3767353063,0.3947617572
7.0000000000,53.0000000000,0.0591891828,0.3069558609,0.6338549563,0.0967453576,0.5017226651,0.4015319773,0.3881961444
7.0000000000,54.0000000000,0.0479048997,0.2961074992,0.6559876011,0.0812802155,0.5024054218,0.4163143627,0.4106204146
7.0000000000,59.0000000000,0.1662667339,0.2109653747,0.6227678915,0.1747175309,0.2216880581,0.6035944110,0.0483683403
7.0000000000,60.0000000000,0.2013145002,0.1662347539,0.6324507460,0.2058248760,0.1699591812,0.6242159428,0.0219136576
7.0000000000,61.0000000000,0.2081661629,0.1486856464,0.6431481907,0.2109274743,0.1506579524,0.6384145733,0.0130912838
7.0000000000,62.0000000000,0.1749492765,0.1707807610,0.6542699625,0.1769558774,0.1727395507,0.6503045719,0.0113395552
7.0000000000,63.0000000000,0.1334108176,0.2155143063,0.6510748761,0.1351290259,0.2182899318,0.6465810423,0.0127153162
8.0000000000,45.0000000000,0.2616818873,0.1698726380,0.5684454746,0.3692179857,0.2396804528,0.3911015615,0.2912536835
8.0000000000,46.0000000000,0.4406215736,0.0951063203,0.4642721061,0.5539797328,0.1195742040,0.3264460633,0.2046251018
8.0000000000,47.0000000000,0.3478832728,0.1630201969,0.4890965304,0.4204514400,0.1970260771,0.3825224829,0.1725958347
8.0000000000,48.0000000000,0.2745313275,0.2070540854,0.5184145872,0.3732149830,0.2814822179,0.3453027991,0.2644150423
8.0000000000,49.0000000000,0.1828176195,0.2516544017,0.5655279788,0.2872247555,0.3953742216,0.3174010229,0.3635032636
8.0000000000,50.0000000000,0.1523466989,0.2590187480,0.5886345531,0.2526200483,0.4295027665,0.3178771853,0.3969334583
8.0000000000,51.0000000000,0.1239568843,0.2833619495,0.5926811662,0.2019063354,0.4615522013,0.3365414633,0.3860673858
8.0000000000,52.0000000000,0.0830843921,0.3145510017,0.6023646062,0.1367906086,0.5178785316,0.3453308598,0.3926162555
8.0000000000,53.0000000000,0.0610472918,0.3123437693,0.6266089389,0.1053454903,0.5389920919,0.3556624178,0.4205039851
8.0000000000,54.0000000000,0.0472347422,0.2999688267,0.6527964311,0.0862255225,0.5475835711,0.3661909064,0.4521953497
8.0000000000,55.0000000000,0.0488438050,0.3187164126,0.6324397824,0.0793443156,0.5177388534,0.4029168310,0.3844070028
8.0000000000,56.0000000000,0.0598800486,0.3456680689,0.5944518825,0.0809039029,0.4670319500,0.4520641472,0.2598620524
8.0000000000,57.0000000000,0.0681173693,0.3519917214,0.5798909093,0.0846406438,0.4373745821,0.4779847741,0.1952167872
8.0000000000,59.0000000000,0.1589101888,0.2761176336,0.5649721775,0.1706058294,0.2964396320,0.5329545386,0.0685535811
8.0000000000,60.0000000000,0.2246294233,0.2029937336,0.5723768431,0.2315322682,0.2092317154,0.5592360164,0.0298137490
8.0000000000,61.0000000000,0.2740945337,0.1502608573,0.5756446090,0.2781356867,0.1524762503,0.5693880630,0.0145294300
8.0000000000,62.0000000000,0.2441189778,0.1585006949,0.5973803274,0.2467579369,0.1602141088,0.5930279544,0.0106945257
8.0000000000,63.0000000000,0.1618403570,0.2265822545,0.6115773886,0.1638382201,0.2293793340,0.6067824459,0.0121941215
8.0000000000,64.0000000000,0.1634448409,0.2282442712,0.6083108879,0.1656874936,0.2313760471,0.6029364594,0.0135354369
9.0000000000,45.0000000000,0.2563157512,0.1633547063,0.5803295425,0.3960684971,0.2524216818,0.3515098211,0.3528499410
9.0000000000,46.0000000000,0.4583904400,0.0836051169,0.4580044431,0.6077521607,0.1108469680,0.2814008713,0.2457609045
9.0000000000,47.0000000000,0.3999162370,0.1400545891,0.4600291739,0.4784221014,0.1675481129,0.3540297857,0.1640933063
9.0000000000,48.0000000000,0.3051545679,0.1970814996,0.4977639325,0.4047845099,0.2614266559,0.3337888343,0.2461308165
9.0000000000,49.0000000000,0.2034285232,0.2329448869,0.5636265899,0.3248109622,0.3719392524,0.3032497855,0.3737017929
9.0000000000,50.0000000000,0.1709932495,0.2505574732,0.5784492773,0.2852897898,0.4180369053,0.2966733050,0.4006331259
9.0000000000,51.0000000000,0.1399435076,0.2845122983,0.5755441942,0.2279485363,0.4634310163,0.3086204474,0.3860741119
9.0000000000,52.0000000000,0.0960901110,0.3213345276,0.5825753614,0.1579676853,0.5282590581,0.3137732567,0.3917103310
9.0000000000,53.0000000000,0.0679517385,0.3242366572,0.6078116043,0.1186418030,0.5661079827,0.3152502143,0.4272529851
9.0000000000,54.0000000000,0.0523924573,0.3210981625,0.6265093801,0.0949794094,0.5821012300,0.3229193605,0.4483808898
9.0000000000,55.0000000000,0.0528306507,0.3448071862,0.6023621631,0.0864945389,0.5645196148,0.3489858463,0.3892024704
9.0000000000,56.0000000000,0.0630666396,0.3776931390,0.5592402214,0.0875256277,0.5241729898,0.3883013825,0.2794494444
9.0000000000,57.0000000000,0.0714253226,0.3913339382,0.5372407391,0.0917118555,0.5024823171,0.4058058273,0.2211985877
9.0000000000,58.0000000000,0.0865444173,0.3995609716,0.5138946111,0.1061432435,0.4900454454,0.4038113111,0.1846450664
9.0000000000,59.0000000000,0.1389941944,0.3629201102,0.4980856954,0.1573494926,0.4108466215,0.4318038859,0.1166530497
9.0000000000,60.0000000000,0.2133496634,0.2868709192,0.4997794175,0.2261633262,0.3041002280,0.4697364458,0.0566566785
9.0000000000,61.0000000000,0.2870963067,0.2045555609,0.5083481323,0.2942876403,0.2096793721,0.4960329876,0.0244364104
9.0000000000,62.0000000000,0.3075131906,0.1660362395,0.5264505700,0.3116761198,0.1682839385,0.5200399418,0.0133565869
9.0000000000,63.0000000000,0.2051055653,0.2276279212,0.5672665135,0.2077768952,0.2305925861,0.5616305188,0.0128567224
9.0000000000,64.0000000000,0.1871862890,0.2411383393,0.5716753717,0.1898595367,0.2445820879,0.5655583755,0.0140801338
10.0000000000,45.0000000000,0.2531737625,0.1404232865,0.6064029510,0.4539643106,0.2517921281,0.2942435613,0.4423046997
10.0000000000,46.0000000000,0.5111977792,0.0622335295,0.4265686913,0.6983632877,0.0850191727,0.2166175396,0.2680059388
10.0000000000,47.0000000000,0.5037617062,0.1017493495,0.3944889443,0.5926331440,0.1196995249,0.2876673311,0.1499602894
10.0000000000,48.0000000000,0.3549102071,0.1848545348,0.4602352581,0.4536188907,0.2362668285,0.3101142807,0.2176026741
10.0000000000,49.0000000000,0.2525823192,0.2137230095,0.5336946713,0.3899637153,0.3299685390,0.2800677457,0.3522927665
10.0000000000,50.0000000000,0.2162372596,0.2344462612,0.5493164792,0.3479455391,0.3772454891,0.2748089718,0.3785313065
10.0000000000,51.0000000000,0.1798108395,0.2725349421,0.5476542184,0.2834213178,0.4295748390,0.2870038432,0.3655705192
10.0000000000,52.0000000000,0.1197510676,0.3172221292,0.5630268032,0.1948462022,0.5161501137,0.2890036841,0.3854072278
10.0000000000,53.0000000000,0.0829658527,0.3334269327,0.5836072146,0.1420856549,0.5710202761,0.2868940690,0.4160856512
10.0000000000,54.0000000000,0.0632411035,0.3520172456,0.5847416509,0.1080781769,0.6015926359,0.2903291873,0.4148577881
10.0000000000,55.0000000000,0.0578606060,0.3818183940,0.5603210000,0.0924284710,0.6099294975,0.2976420315,0.3739958544
10.0000000000,56.0000000000,0.0623247284,0.4127443448,0.5249309268,0.0900535644,0.5963780413,0.3135683943,0.3079149193
10.0000000000,57.0000000000,0.0730861880,0.4271236371,0.4997901749,0.0982670295,0.5742832151,0.3274497554,0.2562491366
