Lon,Lat,LCC_all_AD1725_C,LCC_all_AD1725_B,LCC_all_AD1725_U,NLC_all_AD1725_C,NLC_all_AD1725_B,NLC_all_AD1725_O,HLU_all_AD1725
-1.0000000000,45.0000000000,0.0509692805,0.1847028713,0.7643278482,0.0761231075,0.2758555034,0.6480213891,0.3304361557
-1.0000000000,46.0000000000,0.0445219831,0.1731462052,0.7823318116,0.0751441812,0.2922360799,0.6326197389,0.4075125656
-1.0000000000,47.0000000000,0.0355843556,0.1592984112,0.8051172332,0.0727357625,0.3256119492,0.6016522883,0.5107722197
-1.0000000000,48.0000000000,0.0279103100,0.1361020242,0.8359876658,0.0707029790,0.3447764849,0.5845205361,0.6052456296
-1.0000000000,49.0000000000,0.0236626292,0.1345235677,0.8418138031,0.0653038433,0.3712565462,0.5634396105,0.6376533449
-1.0000000000,50.0000000000,0.0236334409,0.1389629471,0.8374036119,0.0615023006,0.3616291411,0.5768685583,0.6157307823
-1.0000000000,51.0000000000,0.0296656399,0.1551537441,0.8151806160,0.0608470322,0.3182349985,0.6209179693,0.5124554343
-1.0000000000,52.0000000000,0.0310423115,0.1603823985,0.8085752900,0.0575907086,0.2975466557,0.6448626357,0.4609840326
-1.0000000000,53.0000000000,0.0319964258,0.1642201145,0.8037834596,0.0520408763,0.2670972911,0.6808618326,0.3851674278
-1.0000000000,54.0000000000,0.0309230989,0.1617301463,0.8073467549,0.0465866204,0.2436515490,0.7097618306,0.3362236073
-1.0000000000,55.0000000000,0.0299222493,0.1553340503,0.8147437005,0.0414956095,0.2154143237,0.7430900668,0.2789056568
0.0000000000,45.0000000000,0.0474482410,0.1671074247,0.7854443342,0.0820745635,0.2890574790,0.6288679575,0.4218885970
0.0000000000,46.0000000000,0.0454948903,0.1681077073,0.7863974024,0.0814041419,0.3007956185,0.6178002396,0.4411231514
0.0000000000,47.0000000000,0.0383859383,0.1614075931,0.8002064686,0.0771626878,0.3244584937,0.5983788185,0.5025323848
0.0000000000,48.0000000000,0.0336124927,0.1482199498,0.8181675575,0.0769997136,0.3395432102,0.5834570762,0.5634724967
0.0000000000,49.0000000000,0.0372892044,0.1630502225,0.7996605731,0.0940543471,0.4112606445,0.4946850084,0.6035355566
0.0000000000,50.0000000000,0.0247339969,0.1423360818,0.8329299213,0.0643508492,0.3703181398,0.5653310110,0.6156383756
0.0000000000,51.0000000000,0.0294253449,0.1578073052,0.8127673499,0.0624493224,0.3349139771,0.6026367005,0.5288124234
0.0000000000,52.0000000000,0.0315799682,0.1663762790,0.8020437528,0.0584936704,0.3081687470,0.6333375825,0.4601130693
0.0000000000,53.0000000000,0.0324310525,0.1701282105,0.7974407369,0.0524571705,0.2751820819,0.6723607476,0.3817613074
0.0000000000,54.0000000000,0.0321383808,0.1673148187,0.8005468005,0.0489576620,0.2548772566,0.6961650814,0.3435474749
1.0000000000,45.0000000000,0.0561879786,0.1556493026,0.7881627188,0.0949986617,0.2631608364,0.6418405019,0.4085392617
1.0000000000,46.0000000000,0.0780261846,0.1966302148,0.7253436006,0.1336047358,0.3366911764,0.5297040879,0.4159923735
1.0000000000,47.0000000000,0.0595759551,0.1909811516,0.7494428933,0.1156347414,0.3706874034,0.5136778552,0.4847919031
1.0000000000,48.0000000000,0.0365771790,0.1556571658,0.8077656552,0.0789476616,0.3359682072,0.5850841312,0.5366907867
1.0000000000,49.0000000000,0.0444859610,0.1742720878,0.7812419512,0.1046271336,0.4098728812,0.4854999852,0.5748143002
1.0000000000,50.0000000000,0.0331547694,0.1628041822,0.8040410484,0.0807519858,0.3965269933,0.5227210209,0.5894247177
1.0000000000,51.0000000000,0.0300092647,0.1637224110,0.8062683244,0.0637742481,0.3479350053,0.5882907465,0.5294454181
1.0000000000,52.0000000000,0.0327638361,0.1732705636,0.7939656003,0.0601048934,0.3178629238,0.6220321827,0.4548890400
1.0000000000,53.0000000000,0.0345583018,0.1778132097,0.7876284885,0.0552444116,0.2842496775,0.6605059109,0.3744471014
2.0000000000,45.0000000000,0.1245141660,0.1765166094,0.6989692245,0.1897880273,0.2690516280,0.5411603446,0.3439303427
2.0000000000,46.0000000000,0.1287615961,0.2243757364,0.6468626675,0.2080980192,0.3626247866,0.4292771942,0.3812454506
2.0000000000,47.0000000000,0.0734360628,0.1986563200,0.7279076172,0.1408261029,0.3809571796,0.4782167175,0.4785337287
2.0000000000,48.0000000000,0.0478433151,0.1745162053,0.7776404796,0.1034654901,0.3774070564,0.5191274535,0.5375915677
2.0000000000,49.0000000000,0.0343693350,0.1552881604,0.8103425046,0.0800476315,0.3616726788,0.5582796897,0.5706389520
2.0000000000,50.0000000000,0.0410216667,0.1761906229,0.7827877104,0.0945002332,0.4058844088,0.4996153580,0.5659093598
2.0000000000,51.0000000000,0.0491881073,0.2057620381,0.7450498546,0.0995254076,0.4163313417,0.4841432507,0.5057733649
3.0000000000,45.0000000000,0.1879018960,0.1942743743,0.6178237297,0.2739201154,0.2832098034,0.4428700812,0.3140266616
3.0000000000,46.0000000000,0.1008646248,0.1939440981,0.7051912771,0.1627241500,0.3128885730,0.5243872771,0.3801496287
3.0000000000,47.0000000000,0.0814182758,0.1910959942,0.7274857300,0.1596337364,0.3746746940,0.4656915696,0.4899682383
3.0000000000,48.0000000000,0.0664051453,0.1888639644,0.7447308902,0.1475508919,0.4196519148,0.4327971934,0.5499509050
3.0000000000,49.0000000000,0.0573019255,0.1860765203,0.7566215542,0.1324142546,0.4299887566,0.4375969888,0.5672525912
3.0000000000,50.0000000000,0.0572180112,0.2013028527,0.7414791361,0.1249221323,0.4394976523,0.4355802154,0.5419705847
3.0000000000,51.0000000000,0.0639982049,0.2303977927,0.7056040024,0.1188134367,0.4277362718,0.4534502915,0.4613554944
3.0000000000,52.0000000000,0.0629970583,0.2373747726,0.6996281691,0.1004525531,0.3785081813,0.5210392656,0.3728675249
4.0000000000,45.0000000000,0.1074375211,0.1592780396,0.7332844393,0.1606583424,0.2381788556,0.6011628021,0.3312670883
4.0000000000,46.0000000000,0.1221241918,0.1913074866,0.6865683216,0.1986893917,0.3112468347,0.4900637736,0.3853512220
4.0000000000,47.0000000000,0.0989466126,0.1844157341,0.7166376533,0.1889822776,0.3522233305,0.4587943919,0.4764238536
4.0000000000,48.0000000000,0.0736517356,0.1828567237,0.7434915407,0.1661228180,0.4124366384,0.4214405436,0.5566428715
4.0000000000,49.0000000000,0.0684702788,0.1871597741,0.7443699471,0.1553796785,0.4247218799,0.4198984416,0.5593356901
4.0000000000,50.0000000000,0.0700461764,0.2079399855,0.7220138380,0.1428250661,0.4239923389,0.4331825950,0.5095666444
4.0000000000,51.0000000000,0.0726898236,0.2400838022,0.6872263742,0.1275899488,0.4214108455,0.4509992056,0.4302856589
4.0000000000,52.0000000000,0.0710667324,0.2477719558,0.6811613118,0.1126861513,0.3928767675,0.4944370812,0.3693392527
4.0000000000,53.0000000000,0.0646783841,0.2457989025,0.6895227134,0.0991316539,0.3767325375,0.5241358086,0.3475506412
5.0000000000,45.0000000000,0.2538788169,0.1859496930,0.5601714901,0.3516034717,0.2575266357,0.3908698925,0.2779399598
5.0000000000,46.0000000000,0.1595197043,0.1788741962,0.6616060995,0.2356464756,0.2642374124,0.5001161119,0.3230549962
5.0000000000,47.0000000000,0.1802643264,0.2050138079,0.6147218658,0.3043061555,0.3460860223,0.3496078222,0.4076218205
5.0000000000,48.0000000000,0.0995245962,0.1780295006,0.7224459031,0.2056849923,0.3679291136,0.4263858941,0.5161309773
5.0000000000,49.0000000000,0.0840170408,0.1783945208,0.7375884384,0.1881979592,0.3996032761,0.4121987647,0.5535709252
5.0000000000,50.0000000000,0.0855047194,0.2048831247,0.7096121559,0.1705493705,0.4086638512,0.4207867783,0.4986512165
5.0000000000,51.0000000000,0.0795692826,0.2412551498,0.6791755676,0.1400653416,0.4246800256,0.4352546328,0.4319131222
5.0000000000,52.0000000000,0.0725807756,0.2482962497,0.6791229747,0.1186889854,0.4060307938,0.4752802209,0.3884792644
5.0000000000,53.0000000000,0.0657035319,0.2483819706,0.6859144975,0.1013615291,0.3831814761,0.5154569949,0.3517902452
5.0000000000,54.0000000000,0.0573720182,0.2410437279,0.7015842538,0.0857580014,0.3603050579,0.5539369408,0.3310009874
5.0000000000,59.0000000000,0.1006160462,0.2634658801,0.6359180737,0.1091118764,0.2857124450,0.6051756786,0.0778634787
5.0000000000,60.0000000000,0.1248947132,0.2394963287,0.6356089581,0.1314723200,0.2521094542,0.6164182259,0.0500303547
5.0000000000,61.0000000000,0.1325170941,0.2118829481,0.6555999578,0.1371239465,0.2192488919,0.6436271616,0.0335962649
5.0000000000,62.0000000000,0.1366294289,0.2393901194,0.6239804517,0.1405211481,0.2462088489,0.6132700030,0.0276949003
5.0000000000,63.0000000000,0.1303898895,0.2304650301,0.6391450804,0.1336317039,0.2361949594,0.6301733366,0.0242593211
6.0000000000,45.0000000000,0.4079846465,0.1048141403,0.4872012131,0.5038848952,0.1294515923,0.3666635126,0.1903217372
6.0000000000,46.0000000000,0.3184886439,0.1579682068,0.5235431493,0.4107449493,0.2037267085,0.3855283422,0.2246072790
6.0000000000,47.0000000000,0.2912687412,0.1875024567,0.5212288020,0.4107354059,0.2644083858,0.3248562083,0.2908604006
6.0000000000,48.0000000000,0.2119279907,0.2010618311,0.5870101782,0.3596441537,0.3412041603,0.2991516860,0.4107286647
6.0000000000,49.0000000000,0.1274289163,0.1941618698,0.6784092138,0.2479954684,0.3778676397,0.3741368919,0.4861643353
6.0000000000,50.0000000000,0.1070704248,0.2053575160,0.6875720591,0.2040058796,0.3912764962,0.4047176242,0.4751601029
6.0000000000,51.0000000000,0.0894811958,0.2403251446,0.6701936596,0.1645478905,0.4419363780,0.3935157315,0.4561996781
6.0000000000,52.0000000000,0.0700840899,0.2393201868,0.6905957233,0.1256090095,0.4289243341,0.4454666565,0.4420456762
6.0000000000,53.0000000000,0.0638335735,0.2466932779,0.6894731487,0.1047839457,0.4049514013,0.4902646530,0.3908076943
6.0000000000,54.0000000000,0.0571613877,0.2448694443,0.6979691681,0.0906417879,0.3882936568,0.5210645553,0.3693704752
6.0000000000,59.0000000000,0.1675680830,0.2276002332,0.6048316838,0.1771344119,0.2405937500,0.5822718381,0.0540060446
6.0000000000,60.0000000000,0.1594846714,0.1998749788,0.6406403498,0.1647188404,0.2064347278,0.6288464318,0.0317763832
6.0000000000,61.0000000000,0.1714724976,0.1870642277,0.6414632746,0.1752670901,0.1912038566,0.6335290533,0.0216503421
6.0000000000,62.0000000000,0.1508681625,0.2179137584,0.6312180792,0.1538730355,0.2222539927,0.6238729718,0.0195282625
6.0000000000,63.0000000000,0.1494181812,0.2322042156,0.6183776032,0.1523370720,0.2367403352,0.6109225928,0.0191607383
7.0000000000,45.0000000000,0.3128116056,0.0924264643,0.5947619300,0.4044219630,0.1194945823,0.4760834547,0.2265217169
7.0000000000,46.0000000000,0.3890369797,0.1020811169,0.5088819034,0.4891929638,0.1283614842,0.3824455520,0.2047371722
7.0000000000,47.0000000000,0.3089264590,0.1781509344,0.5129226066,0.4034540532,0.2326628700,0.3638830768,0.2342958101
7.0000000000,48.0000000000,0.2611414948,0.1985000801,0.5403584251,0.3891852684,0.2958293050,0.3149854266,0.3290046770
7.0000000000,49.0000000000,0.1633607437,0.2016328055,0.6350064508,0.2754739740,0.3400118594,0.3845141666,0.4069830215
7.0000000000,50.0000000000,0.1340793033,0.2168852749,0.6490354218,0.2375347330,0.3842336931,0.3782315740,0.4355381144
7.0000000000,51.0000000000,0.1014899795,0.2344422833,0.6640677373,0.1826516465,0.4219260786,0.3954222750,0.4443522333
7.0000000000,52.0000000000,0.0813063058,0.2479068709,0.6707868233,0.1485558996,0.4529541450,0.3984899554,0.4526888127
7.0000000000,53.0000000000,0.0586422741,0.2383127851,0.7030449408,0.1060843874,0.4311099151,0.4628056975,0.4472110783
7.0000000000,54.0000000000,0.0521222669,0.2370815661,0.7107961670,0.0951946907,0.4329993241,0.4718059851,0.4524666602
7.0000000000,59.0000000000,0.1983228297,0.2147117188,0.5869654515,0.2088732251,0.2261339717,0.5649928032,0.0505109996
7.0000000000,60.0000000000,0.1887030483,0.1709798276,0.6403171241,0.1936721438,0.1754822195,0.6308456367,0.0256572544
7.0000000000,61.0000000000,0.2167603758,0.1621889945,0.6210506298,0.2204530226,0.1649519842,0.6145949932,0.0167502664
7.0000000000,62.0000000000,0.1904778876,0.1854122291,0.6241098833,0.1933550978,0.1882129214,0.6184319808,0.0148804464
7.0000000000,63.0000000000,0.1563678534,0.2306310602,0.6130010863,0.1590063666,0.2345226728,0.6064709606,0.0165937582
8.0000000000,45.0000000000,0.1922350712,0.1252490226,0.6825159062,0.2847915092,0.1855533329,0.5296551579,0.3249971820
8.0000000000,46.0000000000,0.3061474146,0.0836086527,0.6102439328,0.4063422606,0.1109717977,0.4826859417,0.2465774688
8.0000000000,47.0000000000,0.3474838124,0.1523373961,0.5001787915,0.4428504301,0.1941462565,0.3630033134,0.2153472397
8.0000000000,48.0000000000,0.3229361649,0.1797962119,0.4972676231,0.4524674930,0.2519133813,0.2956191257,0.2862776444
8.0000000000,49.0000000000,0.2383212888,0.2194146214,0.5422640898,0.3810373278,0.3508086141,0.2681540581,0.3745460841
8.0000000000,50.0000000000,0.1364393995,0.2099151496,0.6536454509,0.2383512447,0.3667088640,0.3949398913,0.4275700148
8.0000000000,51.0000000000,0.1420040414,0.2397421652,0.6182537934,0.2506511110,0.4231685201,0.3261803689,0.4334593577
8.0000000000,52.0000000000,0.1148633836,0.2704500231,0.6146865933,0.2096914037,0.4937260529,0.2965825434,0.4522265504
8.0000000000,53.0000000000,0.0590435788,0.2378256894,0.7031307318,0.1150821780,0.4635474149,0.4213704071,0.4869442008
8.0000000000,54.0000000000,0.0491964364,0.2329266464,0.7178769172,0.0999373298,0.4731657165,0.4268969537,0.5077271277
8.0000000000,55.0000000000,0.0453767108,0.2431527243,0.7114705649,0.0762492488,0.4085843210,0.5151664302,0.4048897332
8.0000000000,56.0000000000,0.0636552360,0.2772481459,0.6590966181,0.0872015206,0.3798031618,0.5329953175,0.2700214907
8.0000000000,57.0000000000,0.0646716128,0.2717426597,0.6635857275,0.0804738002,0.3381416290,0.5813845708,0.1963643739
8.0000000000,59.0000000000,0.1926293498,0.2678073416,0.5395633086,0.2073001346,0.2882037344,0.5044961310,0.0707707444
8.0000000000,60.0000000000,0.2107091362,0.2028980964,0.5863927674,0.2180232891,0.2099411119,0.5720355991,0.0335475760
8.0000000000,61.0000000000,0.2905967572,0.1620957505,0.5473074924,0.2959891314,0.1651036331,0.5389072355,0.0182181495
8.0000000000,62.0000000000,0.1746310891,0.1696679752,0.6557009358,0.1771443798,0.1721098367,0.6507457835,0.0141878095
8.0000000000,63.0000000000,0.1477986088,0.2292386145,0.6229627767,0.1501952393,0.2329558366,0.6168489241,0.0159567674
8.0000000000,64.0000000000,0.2156819316,0.2468039304,0.5375141379,0.2193995903,0.2510580316,0.5295423782,0.0169446926
9.0000000000,45.0000000000,0.2079448688,0.1211058440,0.6709492871,0.3300247376,0.1922044272,0.4777708352,0.3699112669
9.0000000000,46.0000000000,0.3330857829,0.0755960137,0.5913182034,0.4646133584,0.1054470638,0.4299395777,0.2830903872
9.0000000000,47.0000000000,0.3408357219,0.1353141679,0.5238501101,0.4329523882,0.1718851294,0.3951624824,0.2127639639
9.0000000000,48.0000000000,0.3468800850,0.1688961021,0.4842238129,0.4827099907,0.2350317571,0.2822582522,0.2813902930
9.0000000000,49.0000000000,0.2453918063,0.1993945242,0.5552136695,0.4064329992,0.3302494722,0.2633175286,0.3962306044
9.0000000000,50.0000000000,0.1975838238,0.2155403460,0.5868758302,0.3455627590,0.3769676851,0.2774695559,0.4282259341
9.0000000000,51.0000000000,0.1767100248,0.2437625892,0.5795273860,0.3091481112,0.4264542667,0.2643976221,0.4283968804
9.0000000000,52.0000000000,0.1285468895,0.2717213593,0.5997317512,0.2335236047,0.4936202776,0.2728561177,0.4495336362
9.0000000000,53.0000000000,0.0648984014,0.2444878438,0.6906137548,0.1295471034,0.4880350103,0.3824178863,0.4990362604
9.0000000000,54.0000000000,0.0493826394,0.2397496747,0.7108676860,0.1022254224,0.4962981339,0.4014764437,0.5169240860
9.0000000000,55.0000000000,0.0523528883,0.2702120964,0.6774350153,0.0914548922,0.4720316097,0.4365134981,0.4275550814
9.0000000000,56.0000000000,0.0693445789,0.3136179750,0.6170374462,0.0986289412,0.4460595090,0.4553115497,0.2969144955
9.0000000000,57.0000000000,0.0911786226,0.3475871356,0.5612342418,0.1178171368,0.4491373082,0.4330455550,0.2261005059
9.0000000000,58.0000000000,0.1071964392,0.3538873563,0.5389162045,0.1309487755,0.4323008894,0.4367503351,0.1813864717
9.0000000000,59.0000000000,0.1813875661,0.3387880866,0.4798243473,0.2045028169,0.3819617825,0.4135354006,0.1130314545
9.0000000000,60.0000000000,0.2462562167,0.2745588310,0.4791849523,0.2612016339,0.2912219484,0.4475764176,0.0572179315
9.0000000000,61.0000000000,0.3121565271,0.2083093036,0.4795341693,0.3210021214,0.2142121742,0.4647857044,0.0275561864
9.0000000000,62.0000000000,0.2641151752,0.1728668340,0.5630179907,0.2685684323,0.1757815490,0.5556500187,0.0165814613
9.0000000000,63.0000000000,0.1701687569,0.2404060494,0.5894251937,0.1730018131,0.2444084518,0.5825897351,0.0163758758
9.0000000000,64.0000000000,0.2552343715,0.2562874945,0.4884781340,0.2597730590,0.2608449091,0.4793820319,0.0174717406
10.0000000000,45.0000000000,0.2362982050,0.1114692353,0.6522325598,0.4263097293,0.2011035992,0.3725866714,0.4457123806
10.0000000000,46.0000000000,0.4413522148,0.0612956989,0.4973520863,0.6298628720,0.0874763594,0.2826607686,0.2992884096
10.0000000000,47.0000000000,0.2704128367,0.1269151384,0.6026720249,0.3372891878,0.1583027806,0.5044080316,0.1982760005
10.0000000000,48.0000000000,0.3424901506,0.1666210049,0.4908888444,0.4661484821,0.2267806195,0.3070708984,0.2652767009
10.0000000000,49.0000000000,0.2782747791,0.1815678520,0.5401573689,0.4519120105,0.2948621263,0.2532258632,0.3842279634
10.0000000000,50.0000000000,0.2416268051,0.2017261460,0.5566470489,0.4099395607,0.3422448416,0.2478155977,0.4105794407
10.0000000000,51.0000000000,0.2072069799,0.2347356130,0.5580574071,0.3485156907,0.3948179949,0.2566663144,0.4054586769
10.0000000000,52.0000000000,0.1486530719,0.2658166873,0.5855302407,0.2648779420,0.4736462972,0.2614757608,0.4387865187
10.0000000000,53.0000000000,0.0756834994,0.2511843306,0.6731321700,0.1465011383,0.4862194624,0.3672793993,0.4833930970
10.0000000000,54.0000000000,0.0586848217,0.2617994780,0.6795157003,0.1129261703,0.5037761315,0.3832976982,0.4803257605
