Lon,Lat,LCC_all_AD1900_C,LCC_all_AD1900_B,LCC_all_AD1900_U,NLC_all_AD1900_C,NLC_all_AD1900_B,NLC_all_AD1900_O,HLU_all_AD1900
0.0000000000,50.0000000000,0.0320440919,0.1245888997,0.8433670084,0.1074193309,0.4176512876,0.4749293815,0.7016915704
0.0000000000,51.0000000000,0.0354211640,0.1335012590,0.8310775770,0.1033302521,0.3894484871,0.5072212608,0.6572043199
0.0000000000,52.0000000000,0.0362552409,0.1340839049,0.8296608543,0.0980763630,0.3627189176,0.5392047194,0.6303366096
0.0000000000,53.0000000000,0.0393646906,0.1376855906,0.8229497188,0.0941510261,0.3293113561,0.5765376178,0.5818984432
0.0000000000,54.0000000000,0.0343314623,0.1296468773,0.8360216604,0.0806610859,0.3046027519,0.6147361622,0.5743739132
1.0000000000,45.0000000000,0.0621718241,0.1909359316,0.7468922444,0.1239591908,0.3806911558,0.4953496535,0.4984492582
1.0000000000,46.0000000000,0.0897025298,0.1926489694,0.7176485008,0.1776736916,0.3815795793,0.4407467291,0.4951276749
1.0000000000,47.0000000000,0.0660080333,0.1641866377,0.7698053290,0.1643172278,0.4087183302,0.4269644421,0.5982890279
1.0000000000,48.0000000000,0.0488557206,0.1606531477,0.7904911317,0.1247362138,0.4101723423,0.4650914439,0.6083276928
1.0000000000,49.0000000000,0.0612112599,0.1491878399,0.7896009002,0.1680246557,0.4095200049,0.4224553394,0.6357007273
1.0000000000,50.0000000000,0.0412272436,0.1367719084,0.8220008480,0.1259294805,0.4177726634,0.4562978561,0.6726164243
1.0000000000,51.0000000000,0.0357779023,0.1407684451,0.8234536525,0.1006814029,0.3961317914,0.5031868056,0.6446423938
1.0000000000,52.0000000000,0.0362170893,0.1420719805,0.8217109301,0.0948797949,0.3721933656,0.5329268395,0.6182844896
1.0000000000,53.0000000000,0.0367262354,0.1448152272,0.8184585374,0.0862391491,0.3400496083,0.5737112427,0.5741349977
2.0000000000,45.0000000000,0.1347827919,0.1923800621,0.6728371459,0.2392602604,0.3415043056,0.4192354341,0.4366687067
2.0000000000,46.0000000000,0.1441155440,0.1914335694,0.6644508867,0.2633161936,0.3497718388,0.3869119675,0.4526901594
2.0000000000,47.0000000000,0.0740543801,0.1550351024,0.7709105175,0.1948403490,0.4079042104,0.3972554406,0.6199227700
2.0000000000,48.0000000000,0.0608020531,0.1582128716,0.7809850753,0.1591192516,0.4140438099,0.4268369385,0.6178837413
2.0000000000,49.0000000000,0.0480357502,0.1492871376,0.8026771123,0.1353125252,0.4205288665,0.4441586083,0.6450014506
2.0000000000,50.0000000000,0.0510639201,0.1387201472,0.8102159327,0.1552627760,0.4217865583,0.4229506658,0.6711129257
2.0000000000,51.0000000000,0.0572482570,0.1486877749,0.7940639681,0.1557991760,0.4046487002,0.4395521238,0.6325509639
3.0000000000,45.0000000000,0.2078491672,0.1901373840,0.6020134488,0.3253783712,0.2976513841,0.3769702447,0.3612077949
3.0000000000,46.0000000000,0.1205000716,0.1958871838,0.6836127446,0.2188868945,0.3558266544,0.4252864510,0.4494870428
3.0000000000,47.0000000000,0.0859862486,0.1466279684,0.7673857830,0.2336919687,0.3985030070,0.3678050243,0.6320530439
3.0000000000,48.0000000000,0.0767122520,0.1500494715,0.7732382765,0.2100828920,0.4109229765,0.3789941315,0.6348476963
3.0000000000,49.0000000000,0.0689638216,0.1480456022,0.7829905762,0.1949755699,0.4185567882,0.3864676418,0.6462950635
3.0000000000,50.0000000000,0.0669991868,0.1459819844,0.7870188289,0.1929314820,0.4203710815,0.3866974364,0.6527306687
3.0000000000,51.0000000000,0.0772469665,0.1688571957,0.7538958378,0.1829309391,0.3998759666,0.4171930943,0.5777260705
3.0000000000,52.0000000000,0.0804951191,0.1967370325,0.7227678484,0.1509181140,0.3688569225,0.4802249635,0.4666304995
4.0000000000,45.0000000000,0.1104443464,0.1994839700,0.6900716836,0.1831459680,0.3307972383,0.4860567937,0.3969599897
4.0000000000,46.0000000000,0.1349805711,0.1821688232,0.6828506056,0.2567814061,0.3465503678,0.3966682262,0.4743366616
4.0000000000,47.0000000000,0.1014531413,0.1548235984,0.7437232603,0.2500351873,0.3815687412,0.3683960714,0.5942445446
4.0000000000,48.0000000000,0.0899310873,0.1517039891,0.7583649236,0.2389683267,0.4031136453,0.3579180279,0.6236694271
4.0000000000,49.0000000000,0.0827649098,0.1546174434,0.7626176468,0.2212661641,0.4133588583,0.3653749776,0.6259486393
4.0000000000,50.0000000000,0.0844805001,0.1655782950,0.7499412049,0.2101125098,0.4118118514,0.3780756388,0.5979273193
4.0000000000,51.0000000000,0.0914084105,0.1928166803,0.7157749092,0.1883509409,0.3973070197,0.4143420394,0.5146909802
4.0000000000,52.0000000000,0.0906143814,0.2096469863,0.6997386322,0.1626654318,0.3763455316,0.4609890365,0.4429401476
4.0000000000,53.0000000000,0.0839228096,0.2010415804,0.7150356100,0.1534043837,0.3674884085,0.4791072078,0.4529308252
5.0000000000,45.0000000000,0.2871447669,0.1728940749,0.5399611582,0.4210359073,0.2535118940,0.3254521987,0.3180040897
5.0000000000,46.0000000000,0.1711831089,0.1950568527,0.6337600384,0.2751856759,0.3135639503,0.4112503739,0.3779359759
5.0000000000,47.0000000000,0.2037506362,0.1596597244,0.6365896395,0.3946162733,0.3092227176,0.2961610090,0.4836740146
5.0000000000,48.0000000000,0.1042426003,0.1516179932,0.7441394064,0.2670164246,0.3883680407,0.3446155347,0.6096022913
5.0000000000,49.0000000000,0.0920399378,0.1443666888,0.7635933734,0.2608952852,0.4092200553,0.3298846595,0.6472150206
5.0000000000,50.0000000000,0.1004188431,0.1718842651,0.7276968918,0.2391504168,0.4093474131,0.3515021701,0.5801017433
5.0000000000,51.0000000000,0.1035454282,0.2057810151,0.6906735567,0.2037262234,0.4048753267,0.3913984499,0.4917422684
5.0000000000,52.0000000000,0.0958139467,0.2169317275,0.6872543258,0.1732504088,0.3922551128,0.4344944785,0.4469626516
5.0000000000,53.0000000000,0.0906513605,0.2225669107,0.6867817288,0.1532296100,0.3762088151,0.4705615748,0.4083952801
5.0000000000,54.0000000000,0.0753103446,0.2093088104,0.7153808450,0.1340359901,0.3725240374,0.4934399725,0.4381334105
5.0000000000,59.0000000000,0.1266625435,0.2248731281,0.6484643284,0.1466268025,0.2603171137,0.5930560838,0.1361569554
5.0000000000,60.0000000000,0.1461459774,0.2072871993,0.6465668233,0.1583501258,0.2245970411,0.6170528331,0.0770706582
5.0000000000,61.0000000000,0.1436175443,0.1882690426,0.6681134131,0.1506445055,0.1974807253,0.6518747692,0.0466459837
5.0000000000,62.0000000000,0.1537913507,0.1845094402,0.6616992091,0.1591938532,0.1909910316,0.6498151151,0.0339366274
5.0000000000,63.0000000000,0.1410060069,0.1780883113,0.6809056817,0.1454425344,0.1836915739,0.6708658917,0.0305036450
6.0000000000,45.0000000000,0.4001027670,0.1338309187,0.4660663144,0.5410937026,0.1809911685,0.2779151290,0.2605665801
6.0000000000,46.0000000000,0.3468384960,0.1589025802,0.4942589238,0.4709040757,0.2157426973,0.3133532271,0.2634625310
6.0000000000,47.0000000000,0.3188605336,0.1611274290,0.5200120373,0.4823922243,0.2437636857,0.2738440901,0.3390015063
6.0000000000,48.0000000000,0.2307471894,0.1540102132,0.6152425974,0.4457211318,0.2974927094,0.2567861588,0.4823059243
6.0000000000,49.0000000000,0.1330200933,0.1670143293,0.6999655774,0.3046045349,0.3824484020,0.3129470631,0.5633023214
6.0000000000,50.0000000000,0.1194667120,0.1844275249,0.6961057631,0.2606063679,0.4023127999,0.3370808322,0.5415817620
6.0000000000,51.0000000000,0.1086499456,0.2086476898,0.6827023647,0.2168653307,0.4164608642,0.3666738051,0.4989980867
6.0000000000,52.0000000000,0.0874867830,0.2035072266,0.7090059904,0.1828469492,0.4253291099,0.3918239409,0.5215299826
6.0000000000,53.0000000000,0.0864563006,0.2229116883,0.6906320111,0.1571710503,0.4052366794,0.4375922702,0.4499222317
6.0000000000,54.0000000000,0.0809833710,0.2140340414,0.7049825876,0.1507405889,0.3983980546,0.4508613565,0.4627633370
6.0000000000,59.0000000000,0.1974053329,0.2170905033,0.5855041638,0.2125445316,0.2337393761,0.5537160923,0.0712283614
6.0000000000,60.0000000000,0.1847062825,0.1948073825,0.6204863350,0.1913117036,0.2017740368,0.6069142596,0.0345270102
6.0000000000,61.0000000000,0.1843961030,0.1787317094,0.6368721876,0.1885561394,0.1827639552,0.6286799054,0.0220625878
6.0000000000,62.0000000000,0.1620324362,0.1810073500,0.6569602138,0.1652449193,0.1845960330,0.6501590477,0.0194407375
6.0000000000,63.0000000000,0.1619146304,0.1873923179,0.6506930516,0.1654613218,0.1914970904,0.6430415879,0.0214351686
7.0000000000,45.0000000000,0.2481380155,0.1511118854,0.6007500991,0.3870803670,0.2357254448,0.3771941882,0.3589496223
7.0000000000,46.0000000000,0.3702036766,0.1286131131,0.5011832103,0.5401464722,0.1876532399,0.2722002879,0.3146235408
7.0000000000,47.0000000000,0.3455277400,0.1592537493,0.4952185106,0.4861809370,0.2240808134,0.2897382496,0.2893021635
7.0000000000,48.0000000000,0.2744848146,0.1667650117,0.5587501737,0.4586645394,0.2786645862,0.2626708744,0.4015564950
7.0000000000,49.0000000000,0.1792053742,0.1907714975,0.6300231283,0.3330928780,0.3545910798,0.3123160421,0.4619957794
7.0000000000,50.0000000000,0.1504090438,0.2039168210,0.6456741352,0.2859230763,0.3876397541,0.3264371696,0.4739527646
7.0000000000,51.0000000000,0.1255580576,0.2183882652,0.6560536772,0.2376754718,0.4133986697,0.3489258586,0.4717247993
7.0000000000,52.0000000000,0.0974698854,0.2158780800,0.6866520346,0.1956325626,0.4332905677,0.3710768697,0.5017706452
7.0000000000,53.0000000000,0.0826313212,0.2184270919,0.6989415869,0.1644117767,0.4346050111,0.4009832123,0.4974123944
7.0000000000,54.0000000000,0.0642691833,0.1965296104,0.7392012063,0.1447055502,0.4424970715,0.4127973783,0.5558623479
7.0000000000,59.0000000000,0.2290947111,0.2310057427,0.5398995461,0.2438639246,0.2458981560,0.5102379194,0.0605633387
7.0000000000,60.0000000000,0.2092173868,0.1990474234,0.5917351898,0.2144304471,0.2040070791,0.5815624738,0.0243111943
7.0000000000,61.0000000000,0.2312497405,0.1842285215,0.5845217379,0.2347776051,0.1870390469,0.5781833480,0.0150264100
7.0000000000,62.0000000000,0.1987580905,0.1881098573,0.6131320522,0.2015567026,0.1907585370,0.6076847604,0.0138849865
7.0000000000,63.0000000000,0.1717300113,0.2016647002,0.6266052885,0.1746781299,0.2051267128,0.6201951574,0.0168774340
8.0000000000,45.0000000000,0.1778205765,0.1596009585,0.6625784650,0.3181891910,0.2855873085,0.3962235005,0.4411482804
8.0000000000,46.0000000000,0.2481882053,0.1383993051,0.6134124896,0.4281314221,0.2387425754,0.3331260025,0.4202990192
8.0000000000,47.0000000000,0.3714615893,0.1466619479,0.4818764628,0.5229117063,0.2064580878,0.2706302059,0.2896284691
8.0000000000,48.0000000000,0.3355601138,0.1535939149,0.5108459713,0.5303952940,0.2427746513,0.2268300547,0.3673395718
8.0000000000,49.0000000000,0.2987098855,0.1659871659,0.5353029486,0.5057962432,0.2810609525,0.2131428043,0.4094264449
8.0000000000,50.0000000000,0.1607464780,0.2001560473,0.6390974747,0.3117928567,0.3882338611,0.2999732822,0.4844446417
8.0000000000,51.0000000000,0.1763085437,0.2085727424,0.6151187139,0.3291015519,0.3893266416,0.2815718065,0.4642731319
8.0000000000,52.0000000000,0.1716166229,0.2150475323,0.6133358448,0.3209366676,0.4021559056,0.2769074268,0.4652632740
8.0000000000,53.0000000000,0.0832480905,0.2190933448,0.6976585646,0.1758983982,0.4629315599,0.3611700419,0.5267262727
8.0000000000,54.0000000000,0.0621989936,0.1927536349,0.7450473715,0.1541352572,0.4776625697,0.3682021731,0.5964648537
8.0000000000,55.0000000000,0.0639399500,0.2236353236,0.7124247264,0.1305141195,0.4564840507,0.4130018298,0.5100917035
8.0000000000,56.0000000000,0.0721387826,0.2600255503,0.6678356670,0.1157726354,0.4173045639,0.4669228007,0.3768926275
8.0000000000,57.0000000000,0.0798049725,0.2703045521,0.6498904754,0.1164475231,0.3944152171,0.4891372598,0.3146700726
8.0000000000,59.0000000000,0.2423340561,0.2673445297,0.4903214142,0.2656240873,0.2930382459,0.4413376669,0.0876804188
8.0000000000,60.0000000000,0.2486548261,0.2335116235,0.5178335504,0.2573558680,0.2416827676,0.5009613644,0.0338093782
8.0000000000,61.0000000000,0.2992284357,0.2041758367,0.4965957276,0.3043874176,0.2076960217,0.4879165607,0.0169487357
8.0000000000,62.0000000000,0.2021640387,0.1964174361,0.6014185252,0.2048510380,0.1990280563,0.5961209058,0.0131168450
8.0000000000,63.0000000000,0.1726424107,0.2198810373,0.6074765520,0.1753286067,0.2233022336,0.6013691597,0.0153209227
8.0000000000,64.0000000000,0.2389190066,0.2282394602,0.5328415331,0.2439215938,0.2330184346,0.5230599716,0.0205089969
9.0000000000,45.0000000000,0.2226700540,0.1527324522,0.6245974939,0.3896522788,0.2672678565,0.3430798647,0.4285416355
9.0000000000,46.0000000000,0.2892813342,0.1158887918,0.5948298740,0.5258546209,0.2106622499,0.2634831292,0.4498834418
9.0000000000,47.0000000000,0.3740303147,0.1395521334,0.4864175519,0.5341645128,0.1992988120,0.2665366752,0.2997844190
9.0000000000,48.0000000000,0.3515481475,0.1399376834,0.5085141691,0.5724118993,0.2278549773,0.1997331234,0.3858475900
9.0000000000,49.0000000000,0.2840014246,0.1487710210,0.5672275545,0.5308678254,0.2780892684,0.1910429062,0.4650242283
9.0000000000,50.0000000000,0.2429692002,0.1754581147,0.5815726852,0.4563082533,0.3295190739,0.2141726728,0.4675327513
9.0000000000,51.0000000000,0.2424640470,0.2000585030,0.5574774500,0.4268528000,0.3521987412,0.2209484588,0.4319726917
9.0000000000,52.0000000000,0.1947795358,0.2247311113,0.5804893529,0.3493128392,0.4030272596,0.2476599012,0.4423922800
9.0000000000,53.0000000000,0.0885455953,0.2319316393,0.6795227655,0.1860528535,0.4873369835,0.3266101630,0.5240836483
9.0000000000,54.0000000000,0.0641222692,0.2083230023,0.7275547285,0.1576220103,0.5120887146,0.3302892751,0.5931896245
9.0000000000,55.0000000000,0.0616310880,0.2244167338,0.7139521782,0.1396209475,0.5084005170,0.3519785355,0.5585827979
9.0000000000,56.0000000000,0.0908417156,0.2655398080,0.6436184763,0.1620587413,0.4737146007,0.3642266580,0.4394519240
9.0000000000,57.0000000000,0.1231076571,0.2816455395,0.5952468035,0.1948941745,0.4458786418,0.3592271837,0.3683358809
9.0000000000,58.0000000000,0.1556873723,0.2947069020,0.5496057257,0.2235953712,0.4232526900,0.3531519388,0.3037093232
9.0000000000,59.0000000000,0.2460763820,0.3014697506,0.4524538674,0.2906399386,0.3560648490,0.3532952124,0.1533290876
9.0000000000,60.0000000000,0.3054632462,0.2790268225,0.4155099313,0.3286474194,0.3002045133,0.3711480673,0.0705442119
9.0000000000,61.0000000000,0.3431536844,0.2440437462,0.4128025694,0.3535661677,0.2514488872,0.3949849451,0.0294498858
9.0000000000,62.0000000000,0.2921873122,0.2318906725,0.4759220153,0.2972302855,0.2358929629,0.4668767516,0.0169665527
9.0000000000,63.0000000000,0.2125294044,0.2367293351,0.5507412605,0.2159805782,0.2405734813,0.5434459405,0.0159790934
9.0000000000,64.0000000000,0.2776883026,0.2422976531,0.4800140444,0.2833966183,0.2472784589,0.4693249228,0.0201424978
10.0000000000,45.0000000000,0.2173393621,0.1314429686,0.6512176693,0.4422250489,0.2674498196,0.2903251315,0.5085322220
10.0000000000,46.0000000000,0.3686106706,0.0812040147,0.5501853147,0.6882976963,0.1516302720,0.1600720318,0.4644604034
10.0000000000,47.0000000000,0.3675112525,0.1261838371,0.5063049103,0.5218727817,0.1791833846,0.2989438337,0.2957838282
10.0000000000,48.0000000000,0.3578316677,0.1438843765,0.4982839558,0.5655492210,0.2274077573,0.2070430217,0.3672846598
10.0000000000,49.0000000000,0.2789927855,0.1351681806,0.5858390339,0.5583846354,0.2705297024,0.1710856622,0.5003573382
10.0000000000,50.0000000000,0.2730201135,0.1588939835,0.5680859030,0.5206980407,0.3030391602,0.1762627992,0.4756651799
10.0000000000,51.0000000000,0.2686392200,0.1967163065,0.5346444735,0.4649799890,0.3404906626,0.1945293484,0.4222563844
10.0000000000,52.0000000000,0.2045001184,0.2238544914,0.5716453901,0.3731258336,0.4084393415,0.2184348249,0.4519272052
10.0000000000,53.0000000000,0.0986758073,0.2466754350,0.6546487577,0.2028831940,0.5071790294,0.2899377766,0.5136324241
10.0000000000,54.0000000000,0.0781395664,0.2503814542,0.6714789794,0.1670404284,0.5352451681,0.2977144035,0.5322116497
10.0000000000,55.0000000000,0.0696625710,0.2636401171,0.6666973120,0.1446079835,0.5472733085,0.3081187080,0.5182660785
10.0000000000,56.0000000000,0.0714292460,0.2895362179,0.6390345361,0.1334774112,0.5410465179,0.3254760708,0.4648589201
10.0000000000,57.0000000000,0.1010191106,0.3067642333,0.5922166562,0.1690156243,0.5132489100,0.3177354657,0.4023090410
