Lon,Lat,LCC_elev_BC4000_C,LCC_elev_BC4000_B,LCC_elev_BC4000_U,NLC_elev_BC4000_C,NLC_elev_BC4000_B,NLC_elev_BC4000_O,HLU_elev_BC4000
-1.0000000000,55.0000000000,0.0366355681,0.5724134855,0.3909509464,0.0374486657,0.5851177521,0.3774335822,0.0217123247
0.0000000000,45.0000000000,0.0995699269,0.5114467119,0.3889833612,0.1021987675,0.5249499043,0.3728513282,0.0257228210
0.0000000000,46.0000000000,0.0921844455,0.5128140766,0.3950014779,0.0947590689,0.5271364832,0.3781044480,0.0271702054
0.0000000000,47.0000000000,0.0789945756,0.5167977137,0.4042077107,0.0814682784,0.5329811535,0.3855505681,0.0303640002
0.0000000000,48.0000000000,0.0717552603,0.5149496026,0.4132951371,0.0741630684,0.5322291692,0.3936077624,0.0324664029
0.0000000000,49.0000000000,0.0556477373,0.5211404902,0.4232117724,0.0576373856,0.5397735256,0.4025890888,0.0345200988
0.0000000000,50.0000000000,0.0445380160,0.5312150861,0.4242468979,0.0461345598,0.5502574296,0.4036080105,0.0346062452
0.0000000000,51.0000000000,0.0413881447,0.5322318250,0.4263800303,0.0426501602,0.5484607435,0.4088890963,0.0295899363
0.0000000000,52.0000000000,0.0384754942,0.5420499199,0.4194745858,0.0394921775,0.5563731430,0.4041346795,0.0257439153
0.0000000000,53.0000000000,0.0359320323,0.5700007934,0.3940671743,0.0368254049,0.5841726346,0.3790019605,0.0242596802
0.0000000000,54.0000000000,0.0358176541,0.5808444867,0.3833378592,0.0366931774,0.5950425931,0.3682642295,0.0238606557
1.0000000000,45.0000000000,0.1469893563,0.5000426780,0.3529679657,0.1507988531,0.5130021946,0.3361989523,0.0252621075
1.0000000000,46.0000000000,0.1243935412,0.5022385761,0.3733678827,0.1276546610,0.5154053379,0.3569400011,0.0255464213
1.0000000000,47.0000000000,0.0962858271,0.5089546952,0.3947594776,0.0991276586,0.5239762565,0.3768960849,0.0286684007
1.0000000000,48.0000000000,0.0820737252,0.5047891810,0.4131370938,0.0847181556,0.5210535806,0.3942282639,0.0312144473
1.0000000000,49.0000000000,0.0656970757,0.5083382387,0.4259646856,0.0680074995,0.5262153932,0.4057771073,0.0339730739
1.0000000000,50.0000000000,0.0505427307,0.5246738033,0.4247834660,0.0524536072,0.5445102233,0.4030361695,0.0364298393
1.0000000000,51.0000000000,0.0430204997,0.5414964930,0.4154830073,0.0445971956,0.5613422714,0.3940605331,0.0353541490
1.0000000000,52.0000000000,0.0400473685,0.5560131404,0.4039394911,0.0413518190,0.5741239839,0.3845241971,0.0315451784
1.0000000000,53.0000000000,0.0380947471,0.5735215509,0.3883837020,0.0392202041,0.5904654585,0.3703143374,0.0286958489
2.0000000000,45.0000000000,0.2419838829,0.4463393164,0.3116768007,0.2473949978,0.4563201188,0.2962848835,0.0218723698
2.0000000000,46.0000000000,0.1676081707,0.4803865330,0.3520052963,0.1716569307,0.4919907990,0.3363522702,0.0235863476
2.0000000000,47.0000000000,0.1224643270,0.4969561806,0.3805794924,0.1258656562,0.5107586621,0.3633756817,0.0270234898
2.0000000000,48.0000000000,0.0941692825,0.5004260863,0.4054046312,0.0971537550,0.5162859065,0.3865603385,0.0307190648
2.0000000000,49.0000000000,0.0747831009,0.5040519839,0.4211649152,0.0774647225,0.5221266115,0.4004086660,0.0346173269
2.0000000000,50.0000000000,0.0588113109,0.5263123250,0.4148763640,0.0612409371,0.5480554590,0.3907036039,0.0396732367
2.0000000000,51.0000000000,0.0468388274,0.5610058067,0.3921553659,0.0490824298,0.5878782553,0.3630393149,0.0457109076
3.0000000000,45.0000000000,0.3032235047,0.4107620679,0.2860144274,0.3101185579,0.4201024597,0.2697789824,0.0222336040
3.0000000000,46.0000000000,0.2054780658,0.4660633619,0.3284585723,0.2106979574,0.4779030695,0.3113989731,0.0247742865
3.0000000000,47.0000000000,0.1618720707,0.4839649767,0.3541629525,0.1664162916,0.4975512844,0.3360324240,0.0273063463
3.0000000000,48.0000000000,0.1166443987,0.5040399294,0.3793156719,0.1205455315,0.5208973759,0.3585570926,0.0323623179
3.0000000000,49.0000000000,0.0900523898,0.5120635808,0.3978840294,0.0934824240,0.5315677336,0.3749498425,0.0366917546
3.0000000000,50.0000000000,0.0670378654,0.5481050321,0.3848571025,0.0703294707,0.5750173663,0.3546531630,0.0468026459
3.0000000000,51.0000000000,0.0507990518,0.5899089349,0.3592920133,0.0542488255,0.6299697678,0.3157814068,0.0635916752
3.0000000000,52.0000000000,0.0450985308,0.6010579593,0.3538435099,0.0479202958,0.6386654874,0.3134142168,0.0588845473
4.0000000000,45.0000000000,0.3273598929,0.4012992947,0.2713408124,0.3360233046,0.4119194747,0.2520572206,0.0257821752
4.0000000000,46.0000000000,0.2613673331,0.4411436220,0.2974890449,0.2686858478,0.4534960306,0.2778181217,0.0272381845
4.0000000000,47.0000000000,0.2223512466,0.4637825951,0.3138661583,0.2290906638,0.4778397432,0.2930695931,0.0294181224
4.0000000000,48.0000000000,0.1473080887,0.5146704602,0.3380214510,0.1528301330,0.5339635831,0.3132062839,0.0361319076
4.0000000000,49.0000000000,0.1134292326,0.5359910767,0.3505796907,0.1182807279,0.5589160151,0.3228032570,0.0410167857
4.0000000000,50.0000000000,0.0830421687,0.5753844358,0.3415733955,0.0878654653,0.6088042008,0.3033303339,0.0548941105
4.0000000000,51.0000000000,0.0557070784,0.6162275628,0.3280653588,0.0605980803,0.6703314625,0.2690704571,0.0807121592
4.0000000000,52.0000000000,0.0498374921,0.6169453839,0.3332171240,0.0534863077,0.6621145902,0.2843991020,0.0682196209
4.0000000000,53.0000000000,0.0470723451,0.6101224219,0.3428052330,0.0497593454,0.6449496459,0.3052910087,0.0539999119
5.0000000000,45.0000000000,0.4138852084,0.3470497696,0.2390650221,0.4253920166,0.3566984235,0.2179095600,0.0270498922
5.0000000000,46.0000000000,0.3534305381,0.3870590377,0.2595104242,0.3639940011,0.3986276017,0.2373783973,0.0290209809
5.0000000000,47.0000000000,0.2800403017,0.4405515599,0.2794081384,0.2897529826,0.4558312777,0.2544157397,0.0335205556
5.0000000000,48.0000000000,0.2124334402,0.4923103648,0.2952561950,0.2209566307,0.5120626928,0.2669806766,0.0385740423
5.0000000000,49.0000000000,0.1560748966,0.5388036990,0.3051214044,0.1633967654,0.5640803453,0.2725228893,0.0448103653
5.0000000000,50.0000000000,0.1078700488,0.5886120517,0.3035178994,0.1146540625,0.6256302256,0.2597157119,0.0591694140
5.0000000000,51.0000000000,0.0659907455,0.6296920225,0.3043172320,0.0716095110,0.6833069919,0.2450834971,0.0784639556
5.0000000000,52.0000000000,0.0577680935,0.6230093328,0.3192225736,0.0616268297,0.6646244965,0.2737486738,0.0626145498
5.0000000000,53.0000000000,0.0542091973,0.6068776481,0.3389131546,0.0569968753,0.6380859954,0.3049171294,0.0489093123
5.0000000000,54.0000000000,0.0514596426,0.6037230230,0.3448173344,0.0539243585,0.6326389977,0.3134366439,0.0457069115
5.0000000000,59.0000000000,0.0691229771,0.5880250352,0.3428519877,0.0712611554,0.6062143906,0.3225244539,0.0300048228
5.0000000000,60.0000000000,0.0969439686,0.5486645825,0.3543914488,0.0990688293,0.5606904551,0.3402407156,0.0214483275
5.0000000000,61.0000000000,0.1234839522,0.5124326231,0.3640834247,0.1254458012,0.5205738870,0.3539803119,0.0156390170
5.0000000000,62.0000000000,0.1065740447,0.5095123343,0.3839136210,0.1080486588,0.5165622128,0.3753891284,0.0136476853
5.0000000000,63.0000000000,0.1177389748,0.4917059913,0.3905550339,0.1191688307,0.4976774099,0.3831537594,0.0119985727
6.0000000000,45.0000000000,0.7384746833,0.1414854697,0.1200398469,0.7529732837,0.1442632783,0.1027634381,0.0192551325
6.0000000000,46.0000000000,0.5498227231,0.2601900461,0.1899872309,0.5643534149,0.2670663377,0.1685802474,0.0257475040
6.0000000000,47.0000000000,0.4076810522,0.3624041166,0.2299148313,0.4220914579,0.3752141069,0.2026944352,0.0341404817
6.0000000000,48.0000000000,0.2814911948,0.4608500299,0.2576587753,0.2937002031,0.4808382992,0.2254614977,0.0415696282
6.0000000000,49.0000000000,0.1973448414,0.5301897464,0.2724654122,0.2068929226,0.5558417711,0.2372653063,0.0461498686
6.0000000000,50.0000000000,0.1433528715,0.5802931108,0.2763540177,0.1515149003,0.6133330423,0.2351520575,0.0538694791
6.0000000000,51.0000000000,0.0836296623,0.6301235930,0.2862467447,0.0891547320,0.6717532812,0.2390919868,0.0619716931
6.0000000000,52.0000000000,0.0703468786,0.6217579924,0.3078951290,0.0742356756,0.6561289649,0.2696353595,0.0523844767
6.0000000000,53.0000000000,0.0640679756,0.5975841001,0.3383479243,0.0667840472,0.6229178364,0.3102981164,0.0406694669
6.0000000000,54.0000000000,0.0587695143,0.5964282072,0.3448022784,0.0612369609,0.6214693321,0.3172937069,0.0402934201
6.0000000000,59.0000000000,0.1350419485,0.5345674991,0.3303905523,0.1380200842,0.5463565363,0.3156233795,0.0215775531
6.0000000000,60.0000000000,0.1583188867,0.4891372677,0.3525438456,0.1606322329,0.4962845124,0.3430832547,0.0144015067
6.0000000000,61.0000000000,0.1772918528,0.4583858367,0.3643223105,0.1791636354,0.4632253068,0.3576110579,0.0104473352
6.0000000000,62.0000000000,0.1351118230,0.4799599064,0.3849282706,0.1364701888,0.4847852513,0.3787445598,0.0099535720
6.0000000000,63.0000000000,0.1275119177,0.4857000244,0.3867880579,0.1287834087,0.4905432049,0.3806733864,0.0098730966
7.0000000000,45.0000000000,0.7637864913,0.1272357329,0.1089777758,0.7828309903,0.1304082698,0.0867607400,0.0243277275
7.0000000000,46.0000000000,0.7478076666,0.1376815444,0.1145107890,0.7660235204,0.1410353304,0.0929411492,0.0237797578
7.0000000000,47.0000000000,0.4819704282,0.3151336358,0.2028959361,0.5000999428,0.3269875163,0.1729125409,0.0362517831
7.0000000000,48.0000000000,0.3375026943,0.4321095842,0.2303877215,0.3545036282,0.4538761260,0.1916202458,0.0479570097
7.0000000000,49.0000000000,0.2479100797,0.5050080145,0.2470819059,0.2604159711,0.5304832811,0.2091007478,0.0480227513
7.0000000000,50.0000000000,0.1783607558,0.5616186907,0.2600205535,0.1876014335,0.5907155472,0.2216830193,0.0492569675
7.0000000000,51.0000000000,0.1195120296,0.6060577191,0.2744302514,0.1257766642,0.6378263218,0.2363970140,0.0498076069
7.0000000000,52.0000000000,0.0875644765,0.6164764623,0.2959590612,0.0917053080,0.6456289825,0.2626657095,0.0451536734
7.0000000000,53.0000000000,0.0746857383,0.6033346707,0.3219795909,0.0776789723,0.6275149475,0.2948060802,0.0385333877
7.0000000000,54.0000000000,0.0665052614,0.6022262067,0.3312685318,0.0692268957,0.6268714666,0.3039016378,0.0393146940
7.0000000000,59.0000000000,0.1780105794,0.5253304012,0.2966590194,0.1818441533,0.5366437340,0.2815121126,0.0210816452
7.0000000000,60.0000000000,0.2331068524,0.4508857537,0.3160073939,0.2359082344,0.4563043127,0.3077874528,0.0118748801
7.0000000000,61.0000000000,0.2488538907,0.4173356437,0.3338104656,0.2508822465,0.4207372590,0.3283804945,0.0080848920
7.0000000000,62.0000000000,0.1996756205,0.4412173797,0.3591069998,0.2011960818,0.4445770986,0.3542268196,0.0075571119
7.0000000000,63.0000000000,0.1379924754,0.4905568738,0.3714506508,0.1392243631,0.4949361780,0.3658394589,0.0088482199
8.0000000000,45.0000000000,0.5848966576,0.2402396208,0.1748637216,0.6103202238,0.2506820602,0.1389977160,0.0416561098
8.0000000000,46.0000000000,0.7854794284,0.1143236903,0.1001968813,0.8072619385,0.1174940558,0.0752440057,0.0269831997
8.0000000000,47.0000000000,0.5815661719,0.2470645558,0.1713692723,0.6019582591,0.2557276490,0.1423140920,0.0338762478
8.0000000000,48.0000000000,0.4264352702,0.3699114887,0.2036532411,0.4478892354,0.3885217416,0.1635890231,0.0479001582
8.0000000000,49.0000000000,0.2715681880,0.4941764938,0.2342553182,0.2871147407,0.5224667769,0.1904184823,0.0541475254
8.0000000000,50.0000000000,0.2192419679,0.5377449582,0.2430130739,0.2309803902,0.5665363317,0.2024832781,0.0508199949
8.0000000000,51.0000000000,0.1639515262,0.5808291775,0.2552192962,0.1720007084,0.6093449221,0.2186543696,0.0467973778
8.0000000000,52.0000000000,0.1061685651,0.6189501697,0.2748812652,0.1111220826,0.6478285901,0.2410493274,0.0445772552
8.0000000000,53.0000000000,0.0859225980,0.6191328486,0.2949445534,0.0895599275,0.6453423695,0.2650977030,0.0406133585
8.0000000000,54.0000000000,0.0736176607,0.6197994523,0.3065828870,0.0768193040,0.6467546252,0.2764260708,0.0416775881
8.0000000000,55.0000000000,0.0648688077,0.6375470460,0.2975841463,0.0684630324,0.6728719957,0.2586649719,0.0524987663
8.0000000000,56.0000000000,0.0594543046,0.6600560645,0.2804896309,0.0635712558,0.7057620677,0.2306666764,0.0647612068
8.0000000000,57.0000000000,0.0586526573,0.6703649607,0.2709823820,0.0628709444,0.7185774711,0.2185515845,0.0670943807
8.0000000000,59.0000000000,0.1397371948,0.5961055993,0.2641572060,0.1442006730,0.6151463731,0.2406529539,0.0309532409
8.0000000000,60.0000000000,0.2186008255,0.5057613213,0.2756378532,0.2221481351,0.5139684816,0.2638833833,0.0159682170
8.0000000000,61.0000000000,0.2970430402,0.4191931374,0.2837638225,0.2997020100,0.4229455293,0.2773524606,0.0088720455
8.0000000000,62.0000000000,0.2628774774,0.4223786144,0.3147439082,0.2647624272,0.4254072592,0.3098303136,0.0071194008
8.0000000000,63.0000000000,0.1484372443,0.5029917743,0.3485709814,0.1497321293,0.5073795983,0.3428882724,0.0086480103
8.0000000000,64.0000000000,0.1562033633,0.5095781043,0.3342185325,0.1576689774,0.5143593384,0.3279716842,0.0092955135
9.0000000000,45.0000000000,0.6032348852,0.2265584500,0.1702066648,0.6333477097,0.2378679996,0.1287842908,0.0475454857
9.0000000000,46.0000000000,0.8218997194,0.0909544615,0.0871458191,0.8456152472,0.0935789094,0.0608058433,0.0280452935
9.0000000000,47.0000000000,0.6672970705,0.1884267618,0.1442761676,0.6880293434,0.1942809986,0.1176896580,0.0301328324
9.0000000000,48.0000000000,0.5003992898,0.3124687806,0.1871319296,0.5229005935,0.3265194699,0.1505799366,0.0430317043
9.0000000000,49.0000000000,0.3525500213,0.4315075436,0.2159424351,0.3720706008,0.4553999753,0.1725294239,0.0524647189
9.0000000000,50.0000000000,0.2678928698,0.5027829600,0.2293241702,0.2825199948,0.5302352368,0.1872447684,0.0517737693
9.0000000000,51.0000000000,0.1917599195,0.5668018006,0.2414382800,0.2014623437,0.5954801164,0.2030575399,0.0481599889
9.0000000000,52.0000000000,0.1271936982,0.6200691087,0.2527371930,0.1334403812,0.6505216799,0.2160379389,0.0468125385
9.0000000000,53.0000000000,0.0988596648,0.6372821748,0.2638581604,0.1033798125,0.6664205452,0.2301996423,0.0437236976
9.0000000000,54.0000000000,0.0810136323,0.6499283356,0.2690580321,0.0848907130,0.6810320475,0.2340772395,0.0456714364
9.0000000000,55.0000000000,0.0694208647,0.6688473878,0.2617317474,0.0738356884,0.7113827737,0.2147815379,0.0597925440
9.0000000000,56.0000000000,0.0606747649,0.6893880011,0.2499372340,0.0660707396,0.7506971832,0.1832320771,0.0816696579
9.0000000000,57.0000000000,0.0581569328,0.6977356547,0.2441074126,0.0634699353,0.7614782068,0.1750518579,0.0837089644
9.0000000000,58.0000000000,0.0636762307,0.6989472998,0.2373764695,0.0689248305,0.7565589809,0.1745161886,0.0761496229
9.0000000000,59.0000000000,0.0998874554,0.6687148438,0.2313977008,0.1051396566,0.7038766661,0.1909836772,0.0499545218
9.0000000000,60.0000000000,0.1615375280,0.6019729353,0.2364895367,0.1660910568,0.6189417546,0.2149671886,0.0274158581
9.0000000000,61.0000000000,0.2420563319,0.5078181339,0.2501255342,0.2454573980,0.5149533452,0.2395892568,0.0138560345
9.0000000000,62.0000000000,0.2894428154,0.4410931016,0.2694640830,0.2918643426,0.4447833605,0.2633522969,0.0082967559
9.0000000000,63.0000000000,0.1746312864,0.5062256664,0.3191430472,0.1761572987,0.5106493102,0.3131933911,0.0086627822
9.0000000000,64.0000000000,0.1631458155,0.5212113658,0.3156428187,0.1646705774,0.5260826106,0.3092468121,0.0092594674
10.0000000000,45.0000000000,0.6321168305,0.2055251123,0.1623580571,0.6658083315,0.2164794948,0.1177121738,0.0506024021
10.0000000000,46.0000000000,0.8641079449,0.0648344424,0.0710576126,0.8872871302,0.0665735881,0.0461392817,0.0261236577
10.0000000000,47.0000000000,0.7580056115,0.1291006790,0.1128937096,0.7773852851,0.1324013524,0.0902133625,0.0249293034
10.0000000000,48.0000000000,0.5369782243,0.2799300805,0.1830916952,0.5577372633,0.2907518964,0.1515108403,0.0372201041
10.0000000000,49.0000000000,0.4140307460,0.3802490978,0.2057201562,0.4347503376,0.3992781340,0.1659715284,0.0476585982
10.0000000000,50.0000000000,0.3278772881,0.4539036832,0.2182190287,0.3443220266,0.4766692959,0.1790086774,0.0477597633
10.0000000000,51.0000000000,0.2391476191,0.5302337996,0.2306185814,0.2505118918,0.5554304606,0.1940576476,0.0453642046
10.0000000000,52.0000000000,0.1576600104,0.6033107808,0.2390292088,0.1652482573,0.6323483989,0.2024033438,0.0459202841
10.0000000000,53.0000000000,0.1171883321,0.6431988965,0.2396127714,0.1226660424,0.6732638114,0.2040701461,0.0446554745
10.0000000000,54.0000000000,0.0877169659,0.6789180513,0.2333649828,0.0924303867,0.7153993232,0.1921702901,0.0509942779
10.0000000000,55.0000000000,0.0671110337,0.7063204691,0.2265684972,0.0726473679,0.7645884764,0.1627641557,0.0762083252
10.0000000000,56.0000000000,0.0554044300,0.7128182606,0.2317773094,0.0624420140,0.8033618942,0.1341960918,0.1127059103
10.0000000000,57.0000000000,0.0559147962,0.7147423066,0.2293428971,0.0629952917,0.8052501868,0.1317545215,0.1123972172
